         symbol  pts     min         max           mean    stdev   skew         kurt      left  right 
           SQLE    72    3.54       60.31         23.67    14.76    0.73      -0.14    0.000  0.069 
         FBXL13    72    0.02        3.65          0.28     0.44    6.59      46.67    0.000  0.000 
         FBXL12    72    4.19       25.83         11.42     3.94    1.05       2.28    0.000  0.028 
         FBXL15    72    4.50       27.63         11.84     5.29    1.33       1.61    0.000  0.069 
        CYP27B1    72    0.33        4.51          1.74     0.88    0.95       0.60    0.000  0.000 
         FBXL17    72    0.97        7.32          3.72     1.27    0.26       0.08    0.014  0.028 
         FBXL16    72    0.12       11.38          1.60     1.91    3.05      11.29    0.000  0.000 
        FAM169A    72    0.01       25.17          1.08     2.97    7.60      59.17    0.000  0.000 
        FAM169B    72    0.00        0.66          0.05     0.10    4.69      23.32    0.000  0.000 
       RALGAPA2    72    0.47       12.51          4.85     2.83    0.82       0.06    0.000  0.056 
           GHDC    71    6.05       38.04         18.27     6.47    0.96       0.55    0.000  0.056 
           SDK2    72    0.04        3.06          0.41     0.67    3.03       8.51    0.000  0.000 
            GRP    72    0.00        5.80          0.81     1.12    2.43       6.64    0.000  0.000 
           TPRN    71    3.18       64.22         31.69    13.95    0.54      -0.23    0.014  0.056 
          THSD4    72    0.27        9.00          2.33     1.41    2.00       6.23    0.000  0.000 
          THSD1    72    0.31        1.59          0.84     0.33    0.45      -0.74    0.000  0.000 
          CHST9    72    0.00        0.03          0.01     0.01    1.62       4.52    0.000  0.000 
          CHST8    72    0.05        4.55          0.41     0.70    4.46      20.31    0.000  0.000 
         COL4A5    72    0.05        4.64          0.45     0.58    5.70      37.66    0.000  0.000 
         COL4A4    72    0.01        0.77          0.10     0.16    3.02       8.74    0.000  0.000 
         COL4A3    72    0.00        0.44          0.04     0.08    3.31      10.52    0.000  0.000 
         COL4A2    71    8.72       99.56         42.36    20.87    0.65      -0.03    0.000  0.056 
         COL4A1    69   15.69      116.97         57.11    25.19    0.47      -0.41    0.000  0.097 
        SLC35D2    72    8.95       43.92         27.02     8.36   -0.05      -0.54    0.014  0.014 
          CHST1    72    0.14        7.62          0.84     0.96    5.18      32.85    0.000  0.000 
         ZNF879    72    0.01        0.92          0.31     0.21    0.73       0.34    0.000  0.000 
          CHST3    72    0.08        4.11          1.10     0.82    1.59       2.78    0.000  0.000 
          CHST2    72    0.45        5.24          1.66     1.00    1.56       2.61    0.000  0.000 
          CHST5    70    0.28       39.26         10.30    10.36    1.15       0.36    0.000  0.083 
          CHST4    72    0.00       10.94          1.11     2.05    2.61       7.40    0.000  0.000 
          CHST7    72    0.28        4.32          1.17     0.82    1.64       2.90    0.000  0.000 
          CHST6    72    0.33       15.52          1.31     1.93    5.87      39.42    0.000  0.000 
          ITGAX    71    0.85       13.00          3.75     2.80    1.69       2.30    0.000  0.083 
         BCL2A1    71    0.15       13.64          2.76     3.04    2.22       4.54    0.000  0.000 
          GPSM2    72    2.04       39.30         18.36     8.43    0.15      -0.64    0.000  0.014 
           HLCS    70    0.94        4.56          3.04     0.85   -0.17      -0.60    0.028  0.028 
            NOG    72    0.00        0.94          0.07     0.14    4.23      21.34    0.000  0.000 
           LIPG    70    1.52       11.51          5.10     2.53    0.65      -0.50    0.000  0.069 
          ITGAV    71    1.44       17.31          6.17     3.10    1.54       3.48    0.000  0.069 
          HIBCH    70    1.02       19.85         10.84     4.64   -0.27      -0.28    0.028  0.028 
         ZNF703    71    9.49      118.55         57.00    23.43    0.22      -0.21    0.014  0.042 
          ITGAL    72    0.42        5.63          1.73     1.11    1.56       2.55    0.000  0.000 
          ITGAM    72    0.11       18.09          2.17     2.81    4.00      17.86    0.000  0.000 
            HLF    72    0.04        1.42          0.24     0.21    3.14      12.97    0.000  0.000 
            NOV    72    0.05       11.18          1.22     1.98    3.50      12.94    0.000  0.000 
        FAM134C    72    8.14       25.52         14.89     3.85    0.41      -0.35    0.000  0.028 
        FAM134B    69    0.48       12.01          4.96     2.77    0.59       0.06    0.000  0.083 
        FAM134A    72    9.17       29.43         18.05     4.31    0.40      -0.38    0.014  0.028 
       SERPING1    71    4.94       95.33         30.65    19.69    1.09       1.04    0.000  0.069 
         ZNF700    72    0.83        9.08          3.96     1.66    0.75       1.10    0.000  0.056 
          SMAD9    72    0.02        8.50          1.35     1.66    2.49       6.42    0.000  0.000 
         TRERF1    72    0.19        4.22          0.88     0.73    2.07       5.20    0.000  0.000 
         LRPAP1    72   26.10      105.80         57.73    18.02    0.59      -0.17    0.000  0.028 
          SMAD6    71    1.07       15.22          5.38     2.82    1.00       1.19    0.000  0.042 
          SMAD7    71    0.90       15.35          6.80     3.12    0.72       0.02    0.000  0.056 
        GOLPH3L    72    1.95       24.75         12.68     5.05   -0.04      -0.22    0.042  0.028 
          SMAD1    72    2.25       11.15          6.25     1.97    0.04      -0.48    0.014  0.028 
          AFTPH    72    1.65       18.74          9.35     3.34   -0.20       0.25    0.056  0.028 
          SMAD3    72    1.51       14.11          5.97     2.27    0.74       1.63    0.000  0.028 
            F12    70    1.73       24.51         12.26     6.06    0.36      -0.79    0.000  0.056 
       AMMECR1L    72    2.44        8.43          5.41     1.27    0.14      -0.25    0.014  0.028 
       IL1RAPL1    72    0.00        0.03          0.01     0.01    1.28       0.60    0.000  0.000 
      TMPRSS11B    72    0.00        0.04          0.01     0.01    1.48       1.54    0.000  0.000 
          IGF2R    72    3.10       28.14         14.27     5.40    0.38      -0.21    0.014  0.028 
      TMPRSS11D    72    0.00        0.11          0.01     0.02    4.03      16.04    0.000  0.000 
            F10    70    0.14       20.91          3.49     4.21    2.34       5.81    0.000  0.083 
      TMPRSS11F    72    0.00        0.02          0.00     0.00    5.90      33.37    0.000  0.000 
            F11    72    0.00        1.81          0.08     0.23    6.10      40.65    0.000  0.000 
         ZC3H10    72    0.80        5.80          2.28     0.82    1.53       4.19    0.000  0.000 
        RAD21L1    72    0.00        0.39          0.01     0.06    5.51      31.39    0.000  0.000 
         ZNF556    72    0.22        2.96          0.83     0.54    1.85       3.84    0.000  0.000 
       IL1RAPL2    72    0.00        0.32          0.01     0.04    6.80      48.11    0.000  0.000 
        SLC36A3    72    0.10        0.77          0.31     0.14    0.71       0.21    0.000  0.000 
          CKS1B    69   26.38      150.88         76.00    29.95    0.74      -0.08    0.000  0.111 
        SLC36A1    71    2.23       20.27          9.86     4.39    0.56      -0.28    0.000  0.056 
           EXOG    72    0.38        3.59          1.49     0.57    0.54       1.29    0.000  0.000 
           ST13    72   16.82      109.06         51.55    18.72    0.03       0.12    0.000  0.028 
           TMX2    72   23.99       93.94         54.54    16.15    0.25      -0.51    0.000  0.028 
         ZC3H15    72    6.74       54.91         28.11    10.17   -0.19       0.11    0.069  0.028 
        TMEM213    72    0.00        0.47          0.15     0.09    1.31       2.13    0.000  0.000 
         ERICH1    71    0.28        6.90          3.47     1.41    0.35      -0.26    0.014  0.042 
           ARTN    72    0.07        4.09          1.13     0.75    1.36       2.31    0.000  0.000 
           ART1    72    0.00        0.23          0.01     0.03    5.65      36.74    0.000  0.000 
           HRH3    72    0.00        0.52          0.02     0.07    6.23      42.93    0.000  0.000 
           ART3    72    0.00       12.60          1.16     2.31    3.45      12.05    0.000  0.000 
           ART5    72    0.00        0.59          0.13     0.13    1.16       0.99    0.000  0.000 
           ART4    72    0.00        2.99          0.12     0.44    5.64      31.11    0.000  0.000 
          IL5RA    72    0.00        0.18          0.03     0.04    1.11       1.58    0.000  0.000 
         RNF111    72    1.65        5.04          2.90     0.79    0.85       0.32    0.000  0.000 
          TCEA2    72    0.36       13.16          2.85     2.43    2.04       4.73    0.000  0.000 
          TCEA3    71    1.56      120.03         50.52    29.74    0.50      -0.54    0.000  0.056 
          TCEA1    72    5.77       85.47         34.48    15.87    0.57       0.61    0.000  0.028 
         COX4I2    72    0.47        3.32          1.20     0.49    1.34       3.30    0.000  0.000 
         COX4I1    71  134.95      515.37        299.33    78.40    0.32       0.03    0.014  0.042 
           BFAR    72    6.52       32.11         21.09     5.38   -0.33       0.36    0.028  0.028 
         ZC3H18    72    8.08       44.28         23.54     7.34    0.22       0.07    0.014  0.042 
        TMEM212    72    0.14        6.64          1.93     1.07    1.30       3.85    0.000  0.000 
         TCEB3B    72    0.00        0.02          0.00     0.00    4.64      20.86    0.000  0.000 
          SIPA1    72    2.47       20.52          9.44     4.08    0.58      -0.08    0.000  0.042 
          CRTAM    72    0.02        0.98          0.19     0.17    3.05      11.65    0.000  0.000 
            EDA    72    0.13       28.59          5.38     6.81    1.52       1.49    0.000  0.056 
          OR6P1    72    0.00        0.00          0.00     0.00    0.00      -3.00    0.000  0.000 
        CCDC116    72    0.00        0.33          0.07     0.07    1.69       3.11    0.000  0.000 
         CADPS2    72    0.26        9.48          3.39     1.80    0.71       1.13    0.000  0.028 
        CCDC114    72    0.04       13.15          0.45     1.54    7.93      62.72    0.000  0.000 
        CCDC115    71    6.73       28.75         17.97     4.45    0.17      -0.24    0.014  0.042 
        CCDC112    72    0.29        5.21          2.12     1.00    0.58       0.08    0.000  0.000 
        CCDC113    72    0.43        4.24          1.98     0.84    0.50      -0.03    0.000  0.000 
        CCDC110    72    0.00        0.91          0.15     0.19    2.05       4.02    0.000  0.000 
           LEO1    72    1.38       15.18          7.25     3.13    0.29      -0.23    0.000  0.042 
         ATP1A4    72    0.00        0.17          0.05     0.03    1.35       2.75    0.000  0.000 
         ATP1A3    72    0.01       15.21          0.80     1.84    6.89      51.07    0.000  0.000 
         ATP1A2    72    0.01        2.10          0.22     0.29    4.57      24.77    0.000  0.000 
         ATP1A1    71   81.90      708.19        320.42   128.74    0.72       0.38    0.000  0.056 
          MGRN1    71    7.98       66.92         24.56    10.89    1.82       3.77    0.000  0.069 
           TCP1    72   32.38      151.50         81.55    27.99    0.30      -0.42    0.000  0.042 
          CRTAP    72   10.04       34.76         21.31     5.25    0.36      -0.36    0.014  0.028 
           CBLC    72    9.42       97.91         41.32    17.10    0.81       0.88    0.000  0.042 
          SPHK1    71    0.45       39.09          5.01     6.44    3.61      14.33    0.000  0.069 
            DPT    72    0.02       17.89          2.64     3.28    2.46       7.17    0.000  0.000 
         CUEDC1    70    2.54       12.63          6.05     2.17    0.80       0.16    0.000  0.069 
         CUEDC2    72   12.63       85.43         37.20    12.85    1.08       2.59    0.000  0.028 
           CBLB    72    1.76        9.53          4.59     1.86    0.72       0.07    0.000  0.056 
          CPEB4    72    0.45        6.12          1.45     0.77    3.20      16.82    0.000  0.000 
          CPEB1    72    0.00        0.32          0.07     0.06    1.77       4.16    0.000  0.000 
          ZNF45    72    0.39        6.19          1.84     0.86    2.09       7.86    0.000  0.000 
          CPEB3    72    0.11        1.13          0.36     0.16    1.74       5.87    0.000  0.000 
          CPEB2    72    0.34        2.59          1.32     0.57    0.25      -0.75    0.000  0.000 
         BEGAIN    72    0.00        1.14          0.31     0.24    1.30       1.62    0.000  0.000 
         RBMXL3    72    0.00        0.01          0.00     0.00    8.31      67.01    0.000  0.000 
          OSGEP    72    5.15       29.34         14.70     5.45    0.74      -0.06    0.000  0.042 
           ABAT    72    0.32        9.48          3.47     2.34    0.62      -0.58    0.000  0.056 
        ZNF780A    72    0.28        5.93          1.87     0.86    1.53       5.52    0.000  0.000 
        ZNF780B    72    0.15        2.15          0.99     0.41    0.55       0.49    0.000  0.000 
           TLN2    69    0.94        8.68          4.28     2.12    0.54      -0.69    0.000  0.083 
        TSNARE1    71    2.58       16.82          7.82     3.28    0.71       0.16    0.000  0.083 
           FRG1    72    0.92       39.06         14.15     6.43    0.88       2.87    0.014  0.028 
           FRG2    72    0.00        0.10          0.01     0.02    3.01      12.15    0.000  0.000 
         RHEBL1    72    0.22        6.12          1.41     0.85    2.71      11.68    0.000  0.000 
          ZNF41    72    0.52        4.10          2.15     0.74    0.33       0.11    0.000  0.000 
          IFT80    72    0.13        7.72          2.13     1.11    1.79       7.33    0.000  0.000 
          IFT81    72    0.14        5.34          1.83     0.97    1.42       3.29    0.000  0.000 
          NUP98    72    9.72       41.78         22.34     6.50    0.43       0.20    0.000  0.042 
          IFT88    71    0.37        8.47          3.73     1.75    0.39      -0.03    0.000  0.056 
         IL10RA    72    0.47        8.20          2.29     1.53    1.44       2.25    0.000  0.000 
        POU5F1B    72    0.13        8.88          2.87     1.98    0.88       0.30    0.000  0.000 
            SP1    72    2.94       18.51          9.94     3.30    0.44       0.01    0.014  0.042 
        SLC27A4    71    8.81       45.83         25.52     8.59    0.38      -0.49    0.000  0.042 
            SP2    72    2.05       16.22          7.88     2.55    0.84       1.18    0.014  0.042 
           PNOC    72    0.00        0.88          0.22     0.22    1.38       1.35    0.000  0.000 
           CNTF    72    0.00        0.60          0.09     0.09    3.29      15.58    0.000  0.000 
          MCM10    72    0.49        5.91          2.20     1.17    1.03       1.07    0.000  0.000 
          PDIA5    71    7.29       38.69         18.46     6.17    0.99       0.99    0.000  0.069 
            SP4    72    0.07        1.17          0.58     0.23    0.54       0.16    0.000  0.000 
        IGFBPL1    72    0.00        3.62          0.33     0.61    3.35      12.73    0.000  0.000 
            SP5    72    0.21       34.00          7.71     7.61    1.47       1.83    0.000  0.056 
          ATG4C    72    0.26        6.72          2.32     1.17    0.80       1.92    0.000  0.000 
          ATG4B    72   10.40       40.56         20.50     5.81    1.26       2.12    0.000  0.042 
          ATG4A    72    0.74       10.65          3.99     1.96    1.02       1.11    0.000  0.042 
        THUMPD2    72    0.54        7.12          3.27     1.32    0.32       0.33    0.014  0.042 
          ATG4D    70    7.23       34.31         16.71     5.48    1.02       0.92    0.000  0.069 
         PHOX2A    72    0.00        0.50          0.04     0.07    4.48      23.13    0.000  0.000 
         PHOX2B    72    0.00        0.27          0.01     0.04    5.82      38.66    0.000  0.000 
          LRGUK    72    0.00        0.49          0.05     0.07    3.88      20.94    0.000  0.000 
           UPK2    72    0.00       20.62          1.05     3.34    4.34      19.43    0.000  0.000 
            CFH    68    1.37       13.75          5.69     2.99    0.51      -0.38    0.000  0.083 
            CFI    71    0.63       26.26          5.61     5.99    2.02       3.61    0.000  0.069 
            PNP    72   31.26      145.00         72.13    26.33    0.48      -0.22    0.000  0.028 
         ANKFY1    72    1.65        9.16          5.11     1.60    0.16      -0.18    0.014  0.028 
            CFB    71    7.66      202.99         52.27    36.43    2.13       5.34    0.000  0.056 
          OR5P3    72    0.00        0.09          0.00     0.01    5.43      31.77    0.000  0.000 
          OR5P2    72    0.00        0.00          0.00     0.00    0.00      -3.00    0.000  0.000 
          MLLT4    72    3.44       34.30         15.93     6.00    0.34       0.33    0.014  0.028 
         CREBBP    72    1.86       14.88          7.24     3.05    0.69      -0.12    0.000  0.042 
            PNN    72    3.31       33.95         14.80     6.85    0.71       0.30    0.000  0.056 
        PHYHIPL    72    0.00       10.88          0.85     1.86    3.73      14.71    0.000  0.000 
       ATP6V0E1    72   53.80      301.25        130.04    44.89    1.55       3.23    0.000  0.056 
       ATP6V0E2    72    1.32       24.71          7.46     4.61    1.54       2.77    0.000  0.042 
         RNF128    72    4.92       51.02         17.22     9.07    1.58       2.62    0.000  0.056 
            CFP    72    0.07        4.88          0.76     0.76    3.16      12.20    0.000  0.000 
           AAAS    72    8.80       43.54         23.81     5.69    0.44       0.98    0.014  0.014 
           HAMP    72    0.00        3.78          0.50     0.66    2.54       7.94    0.000  0.000 
          LTBP1    71    1.02       18.07          7.11     4.08    0.88       0.11    0.000  0.056 
          SIDT1    72    0.14       10.60          3.46     2.43    0.99       0.42    0.000  0.056 
          SIDT2    72    4.56       21.50         11.32     3.75    0.76       0.05    0.000  0.042 
           SIX4    72    0.13        4.15          0.69     0.63    3.73      15.59    0.000  0.000 
           SIX6    72    0.00        0.05          0.00     0.01    4.25      18.81    0.000  0.000 
         PM20D1    72    0.01        2.71          0.24     0.42    4.26      19.17    0.000  0.000 
            MR1    71    0.42        9.47          3.64     2.06    0.80       0.03    0.000  0.056 
           SIX3    72    0.00        2.10          0.09     0.26    6.60      47.86    0.000  0.000 
          CNPY4    72    0.92        6.47          2.95     1.15    1.02       1.09    0.000  0.000 
          CNPY3    70   16.20       60.90         34.70     8.80    0.81       1.09    0.014  0.083 
          CNPY2    69   29.67       85.44         54.82    12.50    0.36      -0.66    0.014  0.056 
          CNPY1    72    0.00        0.27          0.01     0.05    4.30      18.12    0.000  0.000 
          NODAL    72    0.00        2.12          0.29     0.36    2.81       9.82    0.000  0.000 
          SYNJ1    72    0.21        1.34          0.69     0.26    0.33      -0.37    0.000  0.000 
          KNDC1    72    0.00        2.41          0.25     0.39    3.28      13.02    0.000  0.000 
         HMG20A    72    1.68       14.17          6.14     2.31    0.56       0.98    0.000  0.028 
         HMG20B    72   19.62       99.18         50.09    14.92    0.54       0.55    0.014  0.042 
       PHOSPHO2    72    0.22        4.05          1.85     0.78    0.15       0.35    0.000  0.000 
           TMIE    72    0.00        3.07          0.15     0.41    5.90      37.26    0.000  0.000 
          AAGAB    72    3.41       33.31         14.03     5.71    0.74       0.61    0.000  0.028 
       PHOSPHO1    72    0.00        1.50          0.29     0.27    2.35       6.63    0.000  0.000 
        ZCCHC13    72    0.00        0.05          0.00     0.01    5.78      31.48    0.000  0.000 
       SLC7A6OS    72    2.04        6.93          4.07     1.16    0.66       0.20    0.000  0.069 
          SCYL2    72    2.11       26.07         12.19     5.14    0.22       0.30    0.000  0.042 
          SYNJ2    72    1.48       14.79          6.82     2.51    0.58       0.60    0.014  0.028 
            MRO    72    0.04        0.43          0.23     0.08   -0.03      -0.41    0.000  0.000 
           TNP1    72    0.00        0.09          0.00     0.01    8.31      67.01    0.000  0.000 
         NLRP10    72    0.00        0.04          0.00     0.00    8.31      67.01    0.000  0.000 
           CHFR    72    0.59       13.00          6.39     3.20    0.11      -0.94    0.000  0.028 
          RTBDN    72    0.00        2.33          0.18     0.28    6.22      44.35    0.000  0.000 
          GPR75    72    0.02        0.94          0.27     0.18    1.36       2.21    0.000  0.000 
          SYPL2    72    0.00        0.40          0.09     0.08    1.83       4.34    0.000  0.000 
           RFX8    72    0.00        1.05          0.09     0.15    4.63      23.81    0.000  0.000 
         ZNF222    72    0.13        2.25          0.68     0.40    1.76       3.99    0.000  0.000 
           RFX4    72    0.00        0.22          0.03     0.04    2.83       8.99    0.000  0.000 
          OSCAR    72    0.24        6.56          1.22     1.03    3.04      11.83    0.000  0.000 
          AVPR2    72    0.00        1.10          0.20     0.19    2.11       5.69    0.000  0.000 
           RFX7    69    0.59        5.55          2.88     1.11    0.17      -0.66    0.000  0.000 
          NRXN3    72    0.04        5.15          0.83     1.12    2.27       5.02    0.000  0.000 
          NRXN2    72    0.03        4.59          0.81     1.04    1.97       3.24    0.000  0.000 
          NRXN1    72    0.00        0.20          0.02     0.04    3.35      12.35    0.000  0.000 
           RFX3    72    0.20        3.13          0.86     0.47    1.70       5.92    0.000  0.000 
          RFPL2    72    0.00        0.18          0.02     0.03    2.02       5.64    0.000  0.000 
         VPS37D    72    0.00        6.09          1.27     1.33    2.07       4.25    0.000  0.000 
         NLRP13    72    0.00        0.01          0.00     0.00    8.31      67.01    0.000  0.000 
            APC    72    0.17        3.29          1.09     0.61    0.84       1.26    0.000  0.000 
       TMEM179B    72   16.75       88.06         46.09    14.71    0.50       0.02    0.000  0.042 
          ABCE1    72    2.59       25.18         14.95     5.60   -0.48       0.04    0.083  0.000 
         UQCRC2    72   68.62      287.89        144.52    45.42    0.68       0.59    0.000  0.042 
        XPNPEP1    72    7.70       46.36         26.14     8.36    0.22      -0.39    0.014  0.042 
        XPNPEP2    71    0.04       33.56          5.96     7.79    1.81       2.55    0.000  0.083 
          TIGD4    72    0.02        0.83          0.24     0.14    1.44       3.52    0.000  0.000 
         ZNHIT3    71    9.14       50.59         25.99     8.31    0.66       0.63    0.014  0.069 
           GGCX    72    2.68        8.77          5.48     1.45    0.59      -0.15    0.000  0.056 
          PAPLN    72    0.40        5.96          1.50     1.07    2.00       4.60    0.000  0.000 
           ADNP    72    5.14       36.70         19.83     6.82    0.13      -0.24    0.014  0.028 
          TMEM5    72    2.51       15.65          8.05     2.69    0.27       0.39    0.014  0.028 
        TMEM218    69    1.50        7.63          4.47     1.45    0.15      -0.69    0.014  0.069 
         STXBP6    72    0.62       25.21          8.60     5.07    1.50       2.37    0.000  0.056 
        KHDRBS1    72   21.57       79.45         48.45    11.25   -0.09      -0.01    0.014  0.014 
