         symbol  pts     min         max           mean    stdev   skew         kurt      left  right 
         ZNF646  1537    0.60       15.76          4.11     1.83    1.46       4.29    0.000  0.040 
           OPA3  1537    1.05       12.29          4.92     1.36    1.18       3.72    0.007  0.035 
           OPA1  1533    2.74       41.41         13.95     4.89    1.40       3.38    0.001  0.047 
          TRAF5  1537    1.02       38.53          8.83     5.59    1.51       3.36    0.000  0.044 
           RHEB  1537    8.62      157.23         38.90    17.37    2.43       9.25    0.000  0.043 
         RAB40C  1537    1.91       33.66         10.21     5.02    1.08       1.52    0.000  0.049 
         RAB40B  1535    1.54       35.09          7.89     4.46    2.07       6.27    0.000  0.045 
         RAB40A  1537    0.00        4.56          0.14     0.19   15.86     348.79    0.000  0.000 
          TM2D3  1537    8.00       79.57         21.00     7.98    2.93      14.33    0.000  0.036 
         COL7A1  1537    0.00       19.13          1.37     1.62    3.93      25.86    0.000  0.000 
           MDP1  1537    0.97       11.18          3.89     1.67    1.14       2.04    0.000  0.048 
          GTSE1  1537    0.40       45.86          8.39     6.72    1.99       5.37    0.000  0.049 
        FAM183A  1537    0.00       43.65          1.45     3.07    7.65      78.48    0.000  0.000 
         ARFRP1  1537    0.95       55.72          9.04     5.07    3.48      21.58    0.000  0.033 
          OVCH1  1537    0.00       18.57          0.05     0.68   26.64     722.58    0.000  0.000 
        FAM183B  1537    0.00        0.38          0.03     0.04    3.13      14.45    0.000  0.000 
           PSAP  1537   63.25     2297.42        565.54   243.39    1.81       7.48    0.001  0.038 
         SPPL2A  1537    3.63      191.35         20.50    12.20    7.53      97.22    0.000  0.022 
        SLC46A1  1535    0.50       23.12          4.85     3.18    1.74       4.60    0.000  0.048 
         TGFBR2  1535    0.55       84.88         19.02    12.63    1.60       3.33    0.000  0.051 
          ITGA8  1537    0.00        8.79          0.74     0.74    3.88      27.57    0.000  0.000 
          ITGA9  1537    0.06       47.85          2.80     3.29    5.96      57.60    0.000  0.000 
          STK40  1537    2.78       43.12         12.05     5.32    1.86       6.30    0.000  0.036 
          MYO3B  1537    0.06       81.47          1.29     5.88    9.02      91.87    0.000  0.000 
         ATP2A1  1537    0.01       71.13          0.29     2.58   26.92     734.96    0.000  0.000 
         ATP2A2  1537   14.03      143.24         47.80    16.36    1.26       3.18    0.002  0.036 
         ATP2A3  1537    0.29      238.76         15.83    19.94    4.81      37.62    0.000  0.042 
          ITGA1  1535    0.35       22.32          7.31     3.93    0.97       0.90    0.000  0.049 
          ITGA2  1535    0.17       38.70          6.98     5.97    1.84       4.18    0.000  0.052 
          ITGA3  1535    0.81      113.77         14.54    11.89    3.16      16.88    0.000  0.040 
          ITGA4  1537    0.34       96.96          7.37     8.08    5.49      44.65    0.000  0.029 
          ITGA5  1535    9.90      284.84         69.03    36.93    1.62       4.67    0.000  0.046 
          ITGA6  1537    1.36      355.52         25.21    30.17    4.92      36.34    0.000  0.034 
          ITGA7  1537    0.08       53.05          2.42     3.24    6.64      81.52    0.000  0.000 
           TRHR  1537    0.00        0.09          0.00     0.01    3.87      19.82    0.000  0.000 
        DENND4A  1535    0.38       15.43          4.02     1.89    1.37       4.70    0.000  0.032 
        DENND4B  1537    1.48       20.79          6.14     2.29    1.38       3.82    0.003  0.031 
        DENND4C  1535    0.87       27.21         10.31     4.36    0.54       0.13    0.002  0.033 
         SWAP70  1537    2.71       46.46         16.49     6.50    0.84       1.52    0.003  0.034 
         PHLDA3  1535    0.31       69.55         18.35    11.65    1.18       1.98    0.000  0.042 
         PHLDA2  1535    0.11       51.97          6.00     6.42    2.93      12.00    0.000  0.053 
          TACO1  1535    2.56       87.46         13.43     7.95    3.50      20.61    0.000  0.037 
           PMM1  1537    2.85       47.00         13.37     5.53    1.40       4.23    0.000  0.040 
          GAP43  1537    0.00       10.94          0.19     0.37   17.83     480.86    0.000  0.000 
           NENF  1537    9.11      227.07         61.74    33.93    1.91       4.74    0.000  0.051 
           SQLE  1537    2.53      257.89         35.62    32.32    2.56       8.87    0.000  0.050 
         FBXL13  1537    0.20        9.60          0.83     1.01    5.66      36.06    0.000  0.000 
         FBXL12  1537    1.75       23.04          5.87     2.12    2.96      17.26    0.000  0.028 
         FBXL15  1537    0.24        9.74          2.51     1.35    1.07       1.91    0.000  0.000 
        CYP27B1  1537    0.06       53.09          1.85     3.58    8.37      93.25    0.000  0.000 
         FBXL17  1535    0.73       20.51          8.05     3.76    0.54      -0.09    0.000  0.036 
         FBXL16  1537    0.05       52.99          9.90     9.58    1.60       2.70    0.000  0.050 
        FAM169A  1537    0.04        8.36          1.21     1.37    2.59       8.06    0.000  0.000 
        FAM169B  1537    0.00        0.37          0.05     0.04    2.49      10.32    0.000  0.000 
       RALGAPA2  1537    0.10       28.25          4.31     3.92    2.36       7.45    0.000  0.046 
           GHDC  1535    1.09       35.94         10.57     5.93    0.91       0.68    0.000  0.048 
           SDK2  1537    0.04       39.06          1.50     2.97    6.47      58.79    0.000  0.000 
            GRP  1535    0.00       44.24          4.52     5.40    2.53      10.15    0.000  0.041 
           TPRN  1537    0.69       48.32         10.33     6.97    1.55       3.50    0.000  0.042 
          THSD4  1537    0.08      132.94         20.23    19.46    1.62       3.58    0.000  0.043 
          THSD1  1537    0.21        6.11          1.63     0.91    1.40       2.90    0.000  0.000 
          CHST9  1537    0.01        8.51          0.26     0.61    6.77      62.53    0.000  0.000 
          CHST8  1535    0.03       48.30          3.24     6.31    3.87      18.34    0.000  0.044 
         COL4A5  1537    0.00       68.51          8.83     9.10    2.46       8.68    0.000  0.044 
         COL4A4  1537    0.00        2.78          0.29     0.40    3.05      11.19    0.000  0.000 
         COL4A3  1537    0.00        2.11          0.10     0.19    5.34      39.69    0.000  0.000 
         COL4A2  1537    3.51      387.97         56.77    38.01    2.71      13.90    0.000  0.045 
         COL4A1  1537    5.23      598.25        105.49    61.61    2.19       9.31    0.000  0.041 
        SLC35D2  1537    3.15       28.44         12.58     3.87    0.63       0.66    0.008  0.043 
          CHST1  1535    0.18      116.52          5.49    10.41    5.38      39.43    0.000  0.036 
         ZNF879  1537    0.02        5.64          1.49     0.87    1.09       2.02    0.000  0.000 
          CHST3  1537    0.07       37.86          3.20     3.61    4.13      25.77    0.000  0.044 
          CHST2  1537    0.16       51.42          2.15     3.60    6.87      65.44    0.000  0.000 
          CHST5  1537    0.11        0.94          0.30     0.11    1.32       3.68    0.000  0.000 
          CHST4  1537    0.00       36.47          0.33     1.64   15.60     314.08    0.000  0.000 
          CHST7  1537    0.06        3.91          0.86     0.42    1.74       5.88    0.000  0.000 
          CHST6  1537    0.32       18.21          1.55     1.44    5.28      41.68    0.000  0.000 
          ITGAX  1535    0.90       40.56          6.47     4.68    2.45       9.83    0.000  0.036 
         BCL2A1  1531    0.10      106.32          4.47     8.89    7.08      64.30    0.000  0.029 
          GPSM2  1537    1.35       55.15         10.10     6.86    2.48       8.62    0.000  0.051 
           HLCS  1535    1.83       19.13          6.69     2.68    1.08       1.47    0.000  0.041 
            NOG  1537    0.00       18.59          0.19     0.85   16.13     312.71    0.000  0.000 
           LIPG  1537    0.01      267.77          1.26     9.89   25.59     683.60    0.000  0.000 
          ITGAV  1537    2.82      133.61         25.14    14.39    1.86       7.48    0.000  0.036 
          HIBCH  1537    2.33       91.97         13.21     6.38    4.51      43.73    0.000  0.028 
         ZNF703  1533    0.15      168.22         16.53    21.26    3.46      16.09    0.000  0.046 
          ITGAL  1535    0.40       44.49          6.24     5.58    2.71      10.56    0.000  0.051 
          ITGAM  1531    0.44       47.19          7.41     5.94    2.13       6.97    0.000  0.052 
            HLF  1537    0.01       21.31          1.34     2.19    4.89      32.44    0.000  0.000 
            NOV  1537    0.12       47.05          2.68     3.49    4.99      42.58    0.000  0.000 
        FAM134C  1537    6.15       83.95         28.26    11.18    1.04       1.61    0.000  0.046 
        FAM134B  1535    0.25      108.25         12.99    13.94    2.79      11.61    0.000  0.050 
        FAM134A  1537    8.81       61.52         25.70     7.93    0.68       1.15    0.003  0.037 
       SERPING1  1535    5.96      420.44        116.86    70.29    1.00       1.21    0.000  0.042 
         ZNF700  1535    1.48       20.13          5.49     2.21    1.44       4.41    0.000  0.042 
          SMAD9  1537    0.00        5.91          0.49     0.50    3.77      26.18    0.000  0.000 
         TRERF1  1537    0.14       17.35          3.73     2.51    1.21       2.38    0.000  0.041 
         LRPAP1  1537    6.09      191.48         46.31    21.54    1.84       8.24    0.000  0.028 
          SMAD6  1537    0.08        7.66          1.25     0.86    2.76      12.12    0.000  0.000 
          SMAD7  1535    1.08       33.40         11.64     4.38    1.09       2.57    0.001  0.040 
        GOLPH3L  1535    2.53      120.73         22.64    13.45    2.50      10.66    0.000  0.047 
          SMAD1  1531    2.96       50.17         12.84     5.31    2.02       8.61    0.000  0.036 
          AFTPH  1537    3.65       56.53         22.83     8.13    0.88       1.08    0.003  0.042 
          SMAD3  1535    0.77       48.08          8.87     5.19    2.15       9.08    0.000  0.040 
            F12  1537    0.01       31.20          2.93     2.91    3.21      17.76    0.000  0.000 
       AMMECR1L  1535    2.76       15.91          7.37     2.08    0.48       0.57    0.011  0.033 
       IL1RAPL1  1537    0.00        3.41          0.04     0.17   14.03     235.36    0.000  0.000 
      TMPRSS11B  1537    0.06        0.64          0.22     0.08    1.00       1.95    0.000  0.000 
          IGF2R  1537    2.01       65.79         15.85     7.50    1.53       4.84    0.000  0.044 
      TMPRSS11D  1537    0.00        3.62          0.05     0.22    9.14     109.91    0.000  0.000 
            F10  1537    0.00        5.25          0.73     0.67    2.45       8.73    0.000  0.000 
      TMPRSS11F  1537    0.00        0.76          0.01     0.05    9.73     128.65    0.000  0.000 
            F11  1537    0.00        0.19          0.00     0.01    8.49      90.79    0.000  0.000 
         ZC3H10  1535    0.71        9.33          4.00     1.48    0.66       0.48    0.001  0.038 
        RAD21L1  1537    0.00       31.59          0.14     1.29   20.14     465.54    0.000  0.000 
         ZNF556  1537    0.13        3.42          0.47     0.39    3.77      17.83    0.000  0.000 
       IL1RAPL2  1537    0.00        6.79          0.14     0.37    9.85     145.19    0.000  0.000 
        SLC36A3  1537    0.08        0.89          0.31     0.09    0.93       2.93    0.000  0.000 
          CKS1B  1535   10.68      370.29         63.97    42.40    2.41       9.14    0.000  0.045 
        SLC36A1  1537    0.60       39.65          9.81     4.74    1.14       3.25    0.000  0.034 
           EXOG  1537    0.37        5.49          1.64     0.59    1.44       4.56    0.000  0.000 
           ST13  1537   31.75      226.00         90.31    29.40    1.04       1.70    0.000  0.047 
           TMX2  1537   14.22      531.25         55.81    30.81    8.39     110.54    0.000  0.020 
         ZC3H15  1537    5.23       92.86         32.91     9.91    1.79       5.75    0.001  0.045 
        TMEM213  1537    0.13       53.45          0.91     2.72   12.35     200.78    0.000  0.000 
         ERICH1  1537    0.20       12.85          3.05     1.41    1.92       7.72    0.001  0.033 
           ARTN  1537    0.00       16.16          1.59     2.08    3.02      11.64    0.000  0.000 
           ART1  1537    0.00        2.77          0.04     0.15   11.60     175.23    0.000  0.000 
           HRH3  1537    0.00       12.45          0.13     0.79   10.13     118.17    0.000  0.000 
           ART3  1537    0.25      211.16          4.19    16.52    7.88      74.74    0.000  0.027 
           ART5  1537    0.00        5.37          0.27     0.43    6.92      64.42    0.000  0.000 
           ART4  1537    0.00      132.98          0.59     6.31   18.26     350.27    0.000  0.000 
          IL5RA  1537    0.00        2.13          0.07     0.16    7.95      83.73    0.000  0.000 
         RNF111  1537    0.78       14.63          5.61     1.97    0.31       0.44    0.014  0.022 
          TCEA2  1529    1.00       34.72          8.53     4.65    1.68       4.68    0.000  0.046 
          TCEA3  1537    1.03      377.67         79.42    50.34    1.52       4.11    0.000  0.038 
          TCEA1  1535   21.23      250.68         73.54    34.01    1.89       4.49    0.000  0.055 
         COX4I2  1537    0.52        8.94          1.84     0.89    2.00       7.75    0.000  0.000 
         COX4I1  1535   15.85      446.95        102.04    48.89    1.85       6.00    0.000  0.049 
           BFAR  1537    8.12       53.56         24.07     6.31    0.82       1.31    0.006  0.038 
         ZC3H18  1537    3.31       55.59         15.05     6.80    1.82       5.02    0.000  0.048 
        TMEM212  1537    2.15       38.15          9.12     4.12    1.86       6.81    0.000  0.040 
         TCEB3B  1537    0.00        0.63          0.01     0.03   14.62     271.79    0.000  0.000 
          SIPA1  1535    0.90       26.04          7.07     3.28    1.30       2.86    0.000  0.046 
          CRTAM  1537    0.12        8.26          0.83     0.81    4.06      23.35    0.000  0.000 
            EDA  1537    0.42       17.20          2.60     1.91    3.13      14.36    0.000  0.000 
          OR6P1  1537    0.00        0.06          0.00     0.00   15.35     314.50    0.000  0.000 
        CCDC116  1537    0.00        0.36          0.06     0.05    2.00       6.10    0.000  0.000 
         CADPS2  1537    0.15       52.46         10.01     7.22    1.58       3.87    0.000  0.049 
        CCDC114  1537    0.06       15.68          0.88     0.94    6.42      82.45    0.000  0.000 
        CCDC115  1535    6.25       58.29         22.19     7.02    0.78       1.35    0.005  0.036 
        CCDC112  1537    0.71       16.10          4.62     1.89    1.62       4.78    0.001  0.042 
        CCDC113  1537    0.19       28.90          2.67     1.84    4.75      54.01    0.000  0.000 
        CCDC110  1537    0.03        5.85          0.97     0.70    1.83       5.77    0.000  0.000 
           LEO1  1537    1.93      147.44         19.00    11.44    4.64      39.22    0.000  0.021 
         ATP1A4  1537    0.15       12.00          0.75     0.93    5.74      47.72    0.000  0.000 
         ATP1A3  1537    0.00       38.74          1.03     3.16    7.28      63.34    0.000  0.000 
         ATP1A2  1537    0.16      170.77          1.69     7.60   16.89     339.69    0.000  0.000 
         ATP1A1  1533   31.11      998.19        174.72    98.38    3.24      17.35    0.000  0.040 
          MGRN1  1535    3.43       44.94         17.07     6.43    1.05       1.52    0.001  0.046 
           TCP1  1537   21.36      340.85         79.40    39.29    2.10       6.33    0.000  0.051 
          CRTAP  1534    4.79       43.88         21.00     6.72    0.35       0.01    0.010  0.034 
           CBLC  1535    0.00       33.72          8.72     5.48    1.10       2.02    0.000  0.048 
          SPHK1  1537    0.38      137.87          9.07     9.95    6.18      60.19    0.000  0.036 
            DPT  1537    0.00      176.07         16.23    19.32    3.13      14.73    0.000  0.049 
         CUEDC1  1535    0.38       59.84         10.50     7.42    2.50      10.13    0.000  0.046 
         CUEDC2  1537    8.15      112.94         39.14    14.36    0.93       2.16    0.008  0.031 
           CBLB  1535    1.41       20.97          6.70     2.27    1.09       2.86    0.003  0.040 
          CPEB4  1537    0.67       35.35          7.83     5.09    1.72       4.23    0.000  0.042 
          CPEB1  1537    0.02       11.14          0.51     0.70    7.15      81.86    0.000  0.000 
          ZNF45  1535    0.69       11.88          4.36     1.63    0.50       0.74    0.012  0.029 
          CPEB3  1537    0.18        4.22          1.34     0.65    0.94       1.40    0.000  0.000 
          CPEB2  1537    0.26       47.36          7.45     5.76    2.37       9.51    0.000  0.045 
         BEGAIN  1537    0.00        7.67          0.36     0.68    5.93      44.87    0.000  0.000 
         RBMXL3  1537    0.00        0.04          0.00     0.00    4.73      37.44    0.000  0.000 
          OSGEP  1537    1.93       39.95         11.08     3.99    1.58       6.35    0.003  0.038 
           ABAT  1537    0.12       98.52         11.73    13.07    2.06       5.96    0.000  0.049 
        ZNF780A  1531    0.93       12.37          4.47     1.72    0.77       1.14    0.001  0.045 
        ZNF780B  1537    0.38       13.15          1.77     0.93    4.64      48.73    0.000  0.000 
           TLN2  1537    0.45       14.78          4.26     2.26    1.11       1.78    0.000  0.041 
        TSNARE1  1537    0.44       25.87          5.01     3.33    2.24       7.64    0.000  0.047 
           FRG1  1537    5.58      147.72         26.12    10.06    5.06      46.83    0.001  0.020 
           FRG2  1537    0.00       16.20          0.10     0.63   22.58     562.33    0.000  0.000 
         RHEBL1  1537    0.04       31.03          1.01     1.36   14.83     308.58    0.000  0.000 
          ZNF41  1537    0.72        8.42          3.56     1.24    0.48       0.32    0.009  0.031 
          IFT80  1535    1.51       17.07          5.96     2.11    1.03       2.29    0.001  0.034 
          IFT81  1535    1.26       20.83          6.17     2.76    0.99       1.63    0.000  0.046 
          NUP98  1537    7.69       72.67         29.34     9.41    0.73       1.19    0.003  0.030 
          IFT88  1537    0.98       19.56          5.74     2.75    1.07       2.01    0.000  0.036 
         IL10RA  1535    0.18       34.07          5.10     4.60    2.49       8.56    0.000  0.051 
        POU5F1B  1537    0.00      100.54          0.49     3.77   24.81     648.06    0.000  0.000 
            SP1  1537    5.33       37.59         18.54     5.00    0.20       0.05    0.012  0.025 
        SLC27A4  1535    1.65       58.86         16.25     8.80    1.68       3.72    0.000  0.053 
            SP2  1537    1.64       38.04          7.57     2.81    3.58      30.68    0.001  0.021 
           PNOC  1537    0.00        6.76          0.42     0.67    4.06      22.21    0.000  0.000 
           CNTF  1537    0.00        0.86          0.15     0.10    2.20       9.07    0.000  0.000 
          MCM10  1537    0.05       35.93          2.97     3.33    3.30      16.30    0.000  0.000 
          PDIA5  1537    2.17       69.83         15.10     7.95    1.96       6.51    0.000  0.040 
            SP4  1537    0.39        8.98          1.96     1.02    2.08       8.10    0.000  0.000 
        IGFBPL1  1537    0.00       18.66          0.43     1.02   10.22     152.72    0.000  0.000 
            SP5  1537    0.00       26.42          0.81     2.26    6.33      52.78    0.000  0.000 
          ATG4C  1537    0.53       22.30          4.94     1.86    2.50      18.21    0.001  0.031 
          ATG4B  1537    2.62       26.45         10.67     3.30    0.97       1.48    0.004  0.046 
          ATG4A  1535    1.01       19.01          6.81     2.26    1.06       3.08    0.005  0.033 
        THUMPD2  1537    1.05       11.21          4.35     1.50    1.07       2.10    0.001  0.042 
          ATG4D  1537    1.10       46.02          7.77     3.90    3.30      21.61    0.000  0.033 
         PHOX2A  1537    0.00        0.69          0.01     0.04   12.59     190.12    0.000  0.000 
         PHOX2B  1537    0.00        0.33          0.00     0.02   13.07     203.76    0.000  0.000 
          LRGUK  1537    0.01       42.80          0.47     1.58   25.13     670.12    0.000  0.000 
           UPK2  1537    0.00       63.95          0.51     2.69   19.02     418.08    0.000  0.000 
            CFH  1537    0.39      149.63         27.95    19.81    1.80       5.10    0.000  0.042 
            CFI  1535    0.67       80.87          6.89     7.23    5.25      40.58    0.000  0.029 
            PNP  1537    5.34      154.58         32.13    20.32    2.00       5.90    0.000  0.051 
         ANKFY1  1537    1.64       20.19          8.79     2.99    0.48       0.36    0.005  0.027 
            CFB  1537    0.57     1612.03        192.10   226.26    2.17       6.02    0.000  0.055 
          OR5P3  1537    0.00        0.23          0.00     0.01    8.11     100.08    0.000  0.000 
          OR5P2  1537    0.00        0.26          0.00     0.02    7.89      92.95    0.000  0.000 
          MLLT4  1533    0.39      109.45         22.06    13.09    2.31       9.66    0.000  0.037 
         CREBBP  1537    0.93       36.38         11.35     4.19    0.95       2.34    0.003  0.039 
            PNN  1537    7.99       73.92         22.19     7.33    1.91       8.30    0.000  0.040 
        PHYHIPL  1537    0.00        8.74          0.29     0.50   10.06     134.92    0.000  0.000 
       ATP6V0E1  1537   27.61      549.95        163.81    57.59    1.52       5.04    0.002  0.032 
       ATP6V0E2  1535    0.83       97.03         19.48    13.46    2.02       6.10    0.000  0.047 
         RNF128  1537    0.02       60.99          2.43     5.19    5.69      43.26    0.000  0.000 
            CFP  1537    0.04       13.14          0.53     0.65   10.82     189.70    0.000  0.000 
           AAAS  1537    5.07       37.12         15.06     4.33    0.77       1.44    0.006  0.040 
           HAMP  1537    0.00       22.24          1.93     2.05    3.73      23.63    0.000  0.000 
          LTBP1  1533    0.41       77.67         13.36    10.09    2.09       6.61    0.000  0.049 
          SIDT1  1535    0.14       64.75         12.66     9.95    1.48       3.63    0.000  0.040 
          SIDT2  1537    2.88       59.72         17.74     7.82    1.25       2.68    0.000  0.042 
           SIX4  1537    0.47       41.75          6.62     4.95    2.75      11.30    0.000  0.041 
           SIX6  1537    0.00        1.47          0.01     0.06   22.23     547.54    0.000  0.000 
         PM20D1  1537    0.01        1.20          0.10     0.09    4.61      36.53    0.000  0.000 
            MR1  1537    0.66       32.72         10.42     5.81    1.10       1.29    0.000  0.053 
           SIX3  1537    0.00       39.10          0.93     3.33    6.34      48.43    0.000  0.000 
          CNPY4  1535    2.08       22.86          8.94     3.11    0.76       1.08    0.003  0.038 
          CNPY3  1537    6.87      151.07         32.71    14.36    2.82      14.66    0.000  0.029 
          CNPY2  1537   17.81      224.61         49.83    18.99    2.52      13.07    0.000  0.034 
          CNPY1  1537    0.00        5.04          0.01     0.19   25.04     659.65    0.000  0.000 
          NODAL  1537    0.00        1.67          0.09     0.09    5.79      66.35    0.000  0.000 
          SYNJ1  1537    0.47       13.42          2.29     1.06    2.57      18.15    0.000  0.000 
          KNDC1  1537    0.00       17.41          0.79     1.80    4.17      22.44    0.000  0.000 
         HMG20A  1534    2.94       21.08          9.33     2.66    0.69       1.33    0.008  0.030 
         HMG20B  1537    6.15      180.07         52.59    24.88    1.31       2.80    0.000  0.044 
       PHOSPHO2  1533    0.10       14.95          3.91     2.30    0.95       1.17    0.000  0.036 
           TMIE  1537    0.00        1.46          0.11     0.15    4.16      25.48    0.000  0.000 
          AAGAB  1535    5.07       84.65         25.57     9.91    0.96       2.70    0.003  0.034 
       PHOSPHO1  1537    0.00        6.24          0.12     0.32   14.07     247.68    0.000  0.000 
        ZCCHC13  1537    0.00        0.03          0.00     0.00    4.39      23.18    0.000  0.000 
       SLC7A6OS  1537    0.70       13.52          2.98     1.14    2.07      11.57    0.000  0.000 
          SCYL2  1537    2.99       83.00         24.85    10.55    1.04       2.22    0.001  0.042 
          SYNJ2  1537    0.85       37.59          9.36     4.63    1.58       4.61    0.000  0.038 
            MRO  1537    0.27        4.78          0.74     0.28    4.96      57.76    0.000  0.000 
           TNP1  1537    0.00        2.79          0.01     0.11   22.63     564.67    0.000  0.000 
         NLRP10  1537    0.00        0.39          0.01     0.03    8.83      95.79    0.000  0.000 
           CHFR  1537    0.82       17.84          5.80     2.10    1.17       2.80    0.005  0.046 
          RTBDN  1537    0.07      105.11          1.42     6.12   10.53     138.46    0.000  0.000 
          GPR75  1537    0.02        4.05          0.50     0.38    2.54      12.72    0.000  0.000 
          SYPL2  1537    0.01        9.22          0.27     0.38   17.35     391.62    0.000  0.000 
           RFX8  1537    0.00        1.71          0.34     0.25    1.63       3.74    0.000  0.000 
         ZNF222  1537    0.15       29.31          1.80     1.34   11.77     231.26    0.000  0.000 
           RFX4  1537    0.01        7.88          0.08     0.30   23.71     611.25    0.000  0.000 
          OSCAR  1537    0.22       23.76          2.11     1.72    4.80      44.45    0.000  0.000 
          AVPR2  1537    0.01        3.02          0.34     0.38    2.75      10.21    0.000  0.000 
           RFX7  1537    1.29       21.92          7.41     3.08    0.70       0.72    0.000  0.038 
          NRXN3  1537    0.01       34.72          0.89     1.82    9.83     158.59    0.000  0.000 
          NRXN2  1537    0.01       34.37          0.56     1.30   17.44     381.72    0.000  0.000 
          NRXN1  1537    0.01       11.06          0.37     1.20    6.08      41.37    0.000  0.000 
           RFX3  1537    0.02       12.15          1.34     1.07    3.49      21.54    0.000  0.000 
          RFPL2  1537    0.00        2.98          0.08     0.17   11.65     175.06    0.000  0.000 
         VPS37D  1537    0.05       12.76          1.85     1.30    2.10       9.37    0.000  0.000 
         NLRP13  1537    0.00        1.41          0.02     0.09   10.59     136.30    0.000  0.000 
            APC  1537    0.68       10.05          3.78     1.54    0.54       0.49    0.003  0.034 
       TMEM179B  1535   11.49      117.34         43.80    16.28    1.17       2.21    0.000  0.041 
          ABCE1  1537    6.81       86.05         20.00     8.61    2.48      10.33    0.000  0.042 
         UQCRC2  1537   20.45      305.74         92.34    31.86    1.20       3.94    0.003  0.036 
        XPNPEP1  1533    4.81       38.91         16.41     5.38    1.01       1.88    0.006  0.044 
        XPNPEP2  1537    0.00       14.66          0.37     0.72   11.62     207.13    0.000  0.000 
          TIGD4  1537    0.00        1.95          0.26     0.19    2.35      11.42    0.000  0.000 
         ZNHIT3  1537    8.01      147.44         28.66    12.76    3.06      18.12    0.000  0.033 
           GGCX  1535    3.26       33.24         11.52     4.19    1.36       2.77    0.000  0.053 
          PAPLN  1537    0.24       20.38          2.36     1.64    3.15      21.81    0.000  0.000 
