         symbol  pts     min         max           mean    stdev   skew         kurt      left  right 
           OPA3   199    2.51        7.07          4.73     1.02   -0.16      -0.62    0.020  0.010 
           OPA1   197    4.79       18.07         12.54     2.24   -0.35       1.01    0.035  0.030 
          TRAF5   197    0.52       10.49          5.24     1.87   -0.02      -0.02    0.010  0.040 
           RHEB   199   21.42       47.52         29.87     4.75    0.94       1.67    0.000  0.030 
         RAB40C   199    1.67        9.39          5.06     1.74    0.17      -0.64    0.000  0.025 
         RAB40B   199    4.45       19.05         10.24     3.02    0.07      -0.42    0.000  0.020 
         RAB40A   199    0.01        0.48          0.21     0.10    0.56       0.01    0.000  0.000 
          TM2D3   197   11.15       34.20         21.66     4.39    0.11      -0.28    0.010  0.025 
         COL7A1   199    0.02        9.72          2.47     2.16    1.10       1.17    0.000  0.000 
           MDP1   199    1.43        7.29          3.39     0.83    0.93       2.71    0.010  0.015 
          GTSE1   199    0.33       10.03          1.44     1.18    4.55      27.62    0.000  0.000 
        FAM183A   199    0.00        2.75          0.42     0.38    2.50      12.11    0.000  0.000 
         ARFRP1   199    1.60       17.23          7.03     2.62    0.22       0.60    0.010  0.035 
          OVCH1   199    0.00        0.25          0.06     0.04    1.73       5.43    0.000  0.000 
        FAM183B   199    0.00        0.11          0.03     0.03    1.22       0.91    0.000  0.000 
           PSAP   197  120.10      922.45        488.95   126.99    0.56       1.36    0.010  0.050 
         SPPL2A   197    7.10       28.14         16.14     3.84    0.58       0.91    0.025  0.050 
        SLC46A1   199    0.78        8.02          5.01     1.30   -0.27       0.35    0.020  0.020 
         TGFBR2   199   14.19      163.13         85.81    35.52    0.18      -0.95    0.010  0.020 
          ITGA8   199    0.12       14.32          1.25     1.61    5.85      42.43    0.000  0.000 
          ITGA9   199    0.86       12.33          6.27     2.08    0.60       1.03    0.025  0.050 
          STK40   199    7.94       28.82         15.80     4.09    0.93       0.90    0.000  0.040 
          MYO3B   199    0.08        0.60          0.25     0.10    0.71       0.71    0.000  0.000 
         ATP2A1   195    0.03        0.26          0.11     0.05    0.82       0.33    0.000  0.000 
         ATP2A2   197   18.63       52.98         38.10     6.50   -0.39       0.06    0.035  0.020 
         ATP2A3   195    0.52       10.44          4.69     1.86    0.51       0.26    0.010  0.060 
          ITGA1   199    1.70       41.23         14.38     7.83    1.25       1.54    0.000  0.060 
          ITGA2   199    0.24       22.67          9.51     5.76    0.15      -0.68    0.000  0.030 
          ITGA3   199    1.72       37.76         18.31     9.03   -0.05      -0.59    0.000  0.040 
          ITGA4   199    0.54       25.84          5.05     3.80    3.01      12.74    0.000  0.030 
          ITGA5   199   17.56      134.71         56.57    26.67    0.88       0.51    0.000  0.040 
          ITGA6   199    9.52      103.72         44.83    17.11    1.13       2.12    0.010  0.050 
          ITGA7   199    2.62      116.93         31.04    29.72    1.13       0.32    0.000  0.060 
           TRHR   199    0.00        0.14          0.01     0.02    3.45      16.06    0.000  0.000 
        DENND4A   199    1.61        8.68          5.07     1.27    0.24       0.29    0.025  0.020 
        DENND4B   199    2.37       12.48          5.50     1.44    1.75       6.02    0.010  0.040 
        DENND4C   199    4.33       23.08         15.26     3.70   -0.34       0.58    0.035  0.020 
         SWAP70   199    3.56       38.94         24.33     5.51   -0.54       1.30    0.020  0.010 
         PHLDA3   199    7.77       71.01         28.21    14.03    0.96       0.37    0.000  0.040 
         PHLDA2   199    0.06        7.20          2.13     1.47    1.00       0.67    0.000  0.000 
          TACO1   197    3.18       13.50          7.59     1.53    0.77       2.59    0.020  0.045 
           PMM1   195    2.94       36.23         14.80     6.61    1.12       1.18    0.000  0.080 
          GAP43   199    0.00        5.25          0.30     0.55    7.40      63.39    0.000  0.000 
           NENF   198   25.00       75.07         40.21    11.16    1.26       1.31    0.000  0.055 
           SQLE   199    0.43       34.80          6.77     5.73    2.88      10.52    0.000  0.040 
         FBXL13   199    0.27        1.33          0.72     0.21    0.22      -0.04    0.000  0.000 
         FBXL12   199    2.99       10.05          6.87     1.23   -0.37       0.24    0.030  0.015 
         FBXL15   199    0.44        4.44          1.80     0.81    0.53       0.16    0.000  0.000 
        CYP27B1   199    0.02        1.89          0.61     0.39    0.49       0.09    0.000  0.000 
         FBXL17   197    5.16       17.15         11.05     2.22    0.22       0.99    0.035  0.060 
         FBXL16   199    0.03        8.67          2.33     1.62    0.86       1.65    0.000  0.000 
        FAM169A   199    0.09        2.57          0.86     0.45    0.53       0.95    0.000  0.000 
        FAM169B   199    0.00        0.11          0.04     0.02    0.72       0.62    0.000  0.000 
       RALGAPA2   199    0.31       10.67          5.75     1.97   -0.02      -0.06    0.025  0.030 
           GHDC   199    1.74       16.12          8.86     2.93   -0.10      -0.40    0.010  0.015 
           SDK2   199    0.08        6.02          2.17     1.41    0.56      -0.17    0.000  0.000 
            GRP   199    0.00       27.98          4.24     6.01    2.33       5.42    0.000  0.055 
           TPRN   199    0.32        7.04          2.58     1.33    0.57       0.16    0.000  0.000 
          THSD4   197    0.46       39.67         14.91    10.71    0.55      -0.61    0.000  0.050 
          THSD1   199    2.02        8.74          4.46     1.29    0.82       0.86    0.000  0.050 
          CHST9   199    0.01        4.40          1.32     0.98    0.90       0.89    0.000  0.000 
          CHST8   199    0.03        6.02          0.88     1.16    2.90       8.57    0.000  0.000 
         COL4A5   199    0.32       25.70          7.81     5.00    0.58       0.07    0.000  0.015 
         COL4A4   199    0.03        1.92          0.42     0.29    1.89       6.51    0.000  0.000 
         COL4A3   199    0.00        1.96          0.27     0.27    3.00      13.95    0.000  0.000 
         COL4A2   199   15.26      207.41         69.35    43.80    1.15       0.58    0.000  0.060 
         COL4A1   199   17.92      344.07        111.84    86.17    1.12       0.26    0.000  0.070 
        SLC35D2   199    1.90       22.13         13.43     3.17   -0.56       0.61    0.020  0.005 
          CHST1   199    0.15       24.20          1.60     3.19    5.02      28.03    0.000  0.000 
         ZNF879   199    0.88        3.03          1.76     0.48    0.35      -0.46    0.000  0.000 
          CHST3   199    2.25       13.67          7.51     2.43    0.20      -0.23    0.020  0.020 
          CHST2   199    0.44       11.75          3.45     1.75    2.08       6.05    0.000  0.040 
          CHST5   199    0.15        0.71          0.33     0.11    0.62       0.17    0.000  0.000 
          CHST4   199    0.00        1.31          0.21     0.22    2.24       6.48    0.000  0.000 
          CHST7   199    0.63        5.38          1.93     0.83    1.59       3.37    0.000  0.000 
          CHST6   199    0.36        1.82          0.96     0.29    0.36      -0.34    0.000  0.000 
          ITGAX   197    0.48       20.95          3.57     3.24    3.13      11.62    0.000  0.060 
         BCL2A1   199    0.16       17.44          1.97     2.60    3.83      16.37    0.000  0.000 
          GPSM2   199    2.22        9.16          4.64     1.30    0.72       1.50    0.000  0.030 
           HLCS   199    2.22        9.87          5.18     1.41    0.63       0.26    0.010  0.030 
            NOG   199    0.03        0.55          0.17     0.10    1.12       1.41    0.000  0.000 
           LIPG   199    0.01        2.93          0.78     0.57    0.93       0.94    0.000  0.000 
          ITGAV   199    4.08       40.36         21.20     6.24    0.04       0.40    0.015  0.020 
          HIBCH   199   11.50       43.27         18.28     5.44    2.50       7.97    0.000  0.040 
         ZNF703   197    0.98       13.92          4.59     2.90    1.54       2.14    0.000  0.070 
          ITGAL   195    0.33        7.12          3.11     1.38    0.66       0.21    0.010  0.070 
          ITGAM   197    1.05       33.48          5.60     4.87    3.37      15.00    0.000  0.030 
            HLF   199    2.33       24.44         10.12     4.72    0.82       0.51    0.000  0.040 
            NOV   195    1.05       21.77          7.12     4.54    1.20       1.10    0.000  0.070 
        FAM134C   199    8.49       36.00         23.12     4.55    0.31       0.59    0.010  0.045 
        FAM134B   195    3.28       19.36          8.73     2.81    1.30       2.77    0.000  0.060 
        FAM134A   199    3.66       36.73         21.48     4.18    0.04       3.76    0.010  0.035 
       SERPING1   199   34.91      544.73        274.24   116.21    0.23      -0.77    0.010  0.030 
         ZNF700   197    0.91        8.46          4.80     1.61    0.06      -0.74    0.010  0.030 
          SMAD9   199    0.16        4.89          1.46     0.64    1.56       7.00    0.000  0.000 
         TRERF1   199    0.34        3.54          1.79     0.60    0.67       0.48    0.000  0.000 
         LRPAP1   197    6.25       70.88         37.71    12.64   -0.08      -0.03    0.020  0.035 
          SMAD6   199    0.21        5.69          1.94     1.10    0.88       0.36    0.000  0.000 
          SMAD7   199    5.15       23.30         11.98     3.47    0.89       1.10    0.000  0.065 
        GOLPH3L   199    4.68       22.16         13.68     3.23    0.02      -0.03    0.010  0.030 
          SMAD1   195    6.36       19.29         12.47     3.05    0.16      -0.57    0.010  0.050 
          AFTPH   199    3.45       29.70         16.82     5.32   -0.16      -0.65    0.010  0.010 
          SMAD3   199    6.79       16.84         11.45     2.26    0.17      -0.12    0.030  0.040 
            F12   199    0.00        2.03          0.47     0.39    1.41       2.81    0.000  0.000 
       AMMECR1L   199    2.49       10.38          7.61     1.31   -0.54       1.16    0.010  0.020 
       IL1RAPL1   199    0.00        0.35          0.05     0.05    3.03      13.57    0.000  0.000 
      TMPRSS11B   199    0.08        0.55          0.28     0.09    0.32      -0.11    0.000  0.000 
          IGF2R   199    4.50       28.33         17.15     4.23    0.05       0.34    0.015  0.040 
      TMPRSS11D   199    0.00        0.49          0.04     0.09    2.83       8.25    0.000  0.000 
            F10   197    0.54       18.44          4.93     3.83    1.49       1.81    0.000  0.080 
      TMPRSS11F   199    0.00        0.70          0.04     0.11    4.76      22.73    0.000  0.000 
            F11   199    0.00        0.04          0.00     0.01    2.09       4.88    0.000  0.000 
         ZC3H10   199    1.78        6.50          3.74     0.87    0.05       0.43    0.020  0.025 
        RAD21L1   199    0.00        0.10          0.01     0.02    1.99       4.43    0.000  0.000 
         ZNF556   199    0.06        0.93          0.45     0.18    0.75       0.04    0.000  0.000 
       IL1RAPL2   199    0.00        1.24          0.31     0.28    1.22       1.14    0.000  0.000 
        SLC36A3   199    0.14        0.59          0.35     0.10    0.34      -0.33    0.000  0.000 
          CKS1B   197    4.19       46.60         32.73     6.38   -0.63       2.72    0.010  0.020 
        SLC36A1   195    2.36       13.66          6.83     2.15    0.74       0.62    0.010  0.060 
           EXOG   199    0.97        2.71          1.87     0.39    0.05      -0.28    0.000  0.000 
           ST13   199   77.61      169.59        118.25    17.66    0.30       0.01    0.020  0.030 
           TMX2   197   16.04       51.72         40.94     5.26   -0.79       3.77    0.020  0.020 
         ZC3H15   199   13.79       38.22         25.84     3.88   -0.01       0.46    0.010  0.010 
        TMEM213   199    0.14       10.44          1.91     2.17    2.03       3.88    0.000  0.000 
         ERICH1   199    0.90        6.28          4.39     0.92   -0.44       0.70    0.010  0.010 
           ARTN   199    0.00        1.41          0.18     0.18    2.94      13.20    0.000  0.000 
           ART1   199    0.00       15.05          0.16     1.50    9.82      94.41    0.000  0.000 
           HRH3   199    0.00        0.11          0.01     0.02    2.36       7.15    0.000  0.000 
           ART3   199    0.38       49.21          1.55     4.87    9.49      90.00    0.000  0.000 
           ART5   199    0.06        2.10          0.62     0.43    1.05       0.83    0.000  0.000 
           ART4   199    0.00        4.71          0.88     0.80    2.16       6.02    0.000  0.000 
          IL5RA   199    0.00        0.32          0.09     0.07    1.23       1.18    0.000  0.000 
         RNF111   199    2.43        9.15          6.24     1.44   -0.12      -0.43    0.035  0.010 
          TCEA2   198    2.87       12.63          7.47     2.34    0.02      -0.56    0.000  0.035 
          TCEA3   197    9.91       98.31         39.96    16.84    0.70       0.44    0.000  0.035 
          TCEA1   199   19.80       80.64         51.68     9.47    0.25       1.74    0.035  0.040 
         COX4I2   199    0.97        9.04          3.00     1.36    1.57       3.87    0.000  0.030 
         COX4I1   199   43.22      264.56        110.91    33.35    1.45       3.82    0.010  0.065 
           BFAR   199   11.28       25.52         19.32     2.15    0.04       1.78    0.020  0.040 
         ZC3H18   199    5.36       22.47         13.31     3.86   -0.08      -0.78    0.010  0.010 
        TMEM212   197    2.03       14.55          7.89     2.89    0.33      -0.65    0.010  0.060 
         TCEB3B   199    0.00        0.08          0.00     0.01    5.92      45.18    0.000  0.000 
          SIPA1   199    1.36       14.69          5.35     2.03    1.42       5.22    0.000  0.025 
          CRTAM   199    0.13        3.06          0.63     0.38    2.92      14.53    0.000  0.000 
            EDA   199    2.32       10.45          5.74     1.61    0.80       0.76    0.010  0.060 
          OR6P1   199    0.00        0.00          0.00     0.00    0.00      -3.00    0.000  0.000 
        CCDC116   199    0.01        0.27          0.10     0.05    0.80       0.95    0.000  0.000 
         CADPS2   197    0.87       19.81          9.58     3.93    0.24      -0.03    0.010  0.060 
        CCDC114   199    0.03        1.22          0.49     0.27    0.40      -0.59    0.000  0.000 
        CCDC115   199    3.94       33.55         21.56     4.76   -0.35       1.09    0.020  0.025 
        CCDC112   199    1.15        5.83          3.42     0.85    0.23       0.18    0.010  0.040 
        CCDC113   199    0.78        3.60          2.08     0.57   -0.24      -0.34    0.000  0.000 
        CCDC110   199    0.08        2.54          0.97     0.56    0.43      -0.35    0.000  0.000 
           LEO1   197    4.01       19.47         10.32     3.46    0.34      -0.27    0.000  0.050 
         ATP1A4   199    0.13        1.77          0.59     0.33    1.88       3.21    0.000  0.000 
         ATP1A3   199    0.02        0.75          0.08     0.08    6.18      48.79    0.000  0.000 
         ATP1A2   195    1.63       80.69         18.73    17.62    1.38       1.44    0.000  0.060 
         ATP1A1   199   20.79      296.59        156.70    63.43   -0.17      -0.47    0.010  0.020 
          MGRN1   199    4.57       17.79          9.49     2.48    0.26       0.07    0.000  0.010 
           TCP1   199   45.72       90.45         64.90     8.73    0.41       0.21    0.010  0.035 
          CRTAP   199   11.57       97.54         42.96    17.85    1.01       0.71    0.000  0.060 
           CBLC   199    0.00        9.04          3.47     2.28    0.12      -0.78    0.000  0.010 
          SPHK1   199    0.41       15.20          6.08     3.25    0.36      -0.30    0.000  0.025 
            DPT   199    5.39     1120.54        183.27   210.25    2.24       5.42    0.000  0.060 
         CUEDC1   199    1.64       11.90          6.57     1.95    0.06      -0.09    0.010  0.020 
         CUEDC2   198   10.06       57.10         30.67     8.47    0.24       0.77    0.040  0.035 
           CBLB   199    2.28       13.21          7.37     1.75    0.57       2.03    0.020  0.040 
          CPEB4   197    1.84       15.53          8.25     2.46    0.31       0.54    0.025  0.050 
          CPEB1   199    0.31        3.56          1.41     0.62    1.01       1.29    0.000  0.000 
          ZNF45   199    1.85        7.56          4.90     1.36    0.01      -0.86    0.010  0.000 
          CPEB3   199    0.59        6.88          2.04     0.92    1.69       6.11    0.000  0.000 
          CPEB2   199    1.79       12.23          6.53     2.16    0.19      -0.36    0.020  0.025 
         BEGAIN   199    0.02        2.15          0.63     0.39    0.63       0.94    0.000  0.000 
         RBMXL3   199    0.00        0.02          0.00     0.00    3.66      18.44    0.000  0.000 
          OSGEP   199    3.51       17.18          9.81     2.43   -0.06      -0.08    0.010  0.025 
           ABAT   197    0.21       13.45          4.57     2.52    1.00       1.46    0.000  0.040 
        ZNF780A   199    0.91        8.64          4.55     1.48    0.47      -0.00    0.010  0.030 
        ZNF780B   199    0.83        4.20          2.24     0.84    0.26      -0.94    0.000  0.000 
           TLN2   197    3.38       40.72         14.15     9.20    1.26       0.71    0.000  0.080 
        TSNARE1   199    1.23        9.88          4.85     2.07    0.30      -0.54    0.000  0.040 
           FRG1   198    9.64       52.82         32.40     6.56    0.31       1.43    0.010  0.035 
           FRG2   199    0.01        0.19          0.06     0.03    1.45       3.25    0.000  0.000 
         RHEBL1   199    0.04        1.06          0.43     0.17    0.97       1.53    0.000  0.000 
          ZNF41   199    0.98        5.71          3.70     0.88   -0.19      -0.40    0.015  0.010 
          IFT80   199    1.60        9.59          5.33     1.59    0.24      -0.27    0.010  0.040 
          IFT81   199    1.33        9.42          5.14     1.95    0.01      -0.79    0.000  0.010 
          NUP98   199   13.45       51.36         29.43     6.71    0.02      -0.01    0.015  0.010 
          IFT88   197    1.59        7.78          4.78     1.34    0.13      -0.72    0.010  0.020 
         IL10RA   199    0.67       26.19          5.43     4.24    2.50       7.98    0.000  0.050 
        POU5F1B   199    0.00        5.57          0.36     0.56    8.13      72.75    0.000  0.000 
            SP1   199    8.13       31.58         20.95     4.15   -0.21       0.04    0.020  0.020 
        SLC27A4   199    2.46       14.01          7.58     2.60    0.34      -0.23    0.000  0.040 
            SP2   199    4.51       12.86          8.92     1.95   -0.29      -0.74    0.020  0.010 
           PNOC   199    0.01        2.79          0.24     0.31    5.93      45.55    0.000  0.000 
           CNTF   199    0.04        0.87          0.24     0.15    1.88       4.29    0.000  0.000 
          MCM10   199    0.06        1.85          0.34     0.27    2.75      10.92    0.000  0.000 
          PDIA5   199    1.96       19.79         10.16     3.50    0.41       0.26    0.010  0.060 
            SP4   199    0.61        5.68          2.68     1.11    0.23      -0.56    0.000  0.000 
        IGFBPL1   199    0.00        0.87          0.07     0.10    5.85      43.93    0.000  0.000 
            SP5   199    0.01        0.74          0.25     0.16    0.88       0.39    0.000  0.000 
          ATG4C   199    2.59        9.22          5.92     1.20    0.18       0.47    0.020  0.040 
          ATG4B   199    3.33       17.89          9.21     2.41   -0.13      -0.04    0.020  0.005 
          ATG4A   199    3.79        9.12          5.72     0.99    0.74       0.75    0.000  0.040 
        THUMPD2   193    1.78        7.85          4.29     1.56    0.37      -0.67    0.000  0.060 
          ATG4D   199    1.62       10.15          4.21     1.37    1.03       3.43    0.000  0.025 
         PHOX2A   199    0.00        0.12          0.01     0.02    3.13      13.42    0.000  0.000 
         PHOX2B   199    0.00        0.01          0.00     0.00    3.60      12.41    0.000  0.000 
          LRGUK   199    0.00        0.87          0.22     0.14    1.18       3.44    0.000  0.000 
           UPK2   199    0.00        0.46          0.14     0.10    0.73       0.21    0.000  0.000 
            CFH   197    9.90      186.86         66.95    43.95    0.96       0.12    0.000  0.070 
            CFI   199    2.52       33.89         16.23     6.13    0.46      -0.30    0.010  0.050 
            PNP   199    4.23       37.53         14.89     6.06    1.42       2.49    0.000  0.045 
         ANKFY1   199    3.55       15.74         11.13     1.98   -0.81       1.49    0.035  0.010 
            CFB   199    1.16       83.19         31.59    18.91    0.57      -0.33    0.000  0.040 
          OR5P3   199    0.00        0.18          0.02     0.03    2.56       7.84    0.000  0.000 
          OR5P2   199    0.00        0.40          0.03     0.05    4.16      25.07    0.000  0.000 
          MLLT4   199    4.63       49.73         27.32     8.77    0.07      -0.43    0.010  0.020 
         CREBBP   199    5.28       19.37         11.50     3.02    0.16      -0.62    0.010  0.020 
            PNN   199    6.80       40.72         22.59     7.80    0.21      -0.63    0.010  0.040 
        PHYHIPL   199    0.29        3.11          1.11     0.54    1.08       1.19    0.000  0.000 
       ATP6V0E1   199   41.53      270.97        126.43    33.40    1.37       3.80    0.010  0.040 
       ATP6V0E2   197    2.24       20.36          9.73     3.44    0.71       0.65    0.010  0.050 
         RNF128   197    0.08       10.96          3.98     2.78    0.48      -0.61    0.000  0.040 
            CFP   199    0.23       15.25          1.32     2.09    4.87      26.06    0.000  0.000 
           AAAS   199    7.24       21.76         12.66     2.64    0.21      -0.21    0.010  0.015 
           HAMP   199    0.00        7.93          1.25     1.45    1.97       4.48    0.000  0.000 
          LTBP1   199    4.17       39.06         11.80     5.96    2.03       5.71    0.000  0.040 
          SIDT1   197    0.28       17.59          6.78     4.11    0.61      -0.26    0.000  0.060 
          SIDT2   199    6.46       58.05         29.68     8.30    0.61       1.00    0.010  0.040 
           SIX4   199    0.84       12.62          2.48     1.43    3.71      23.09    0.000  0.000 
           SIX6   199    0.00        0.10          0.00     0.01    7.16      59.36    0.000  0.000 
         PM20D1   199    0.02        0.74          0.31     0.19    0.56      -0.55    0.000  0.000 
            MR1   199    1.15       11.76          7.39     1.91   -0.45       0.74    0.040  0.030 
           SIX3   199    0.00        1.65          0.11     0.19    5.56      39.31    0.000  0.000 
          CNPY4   197    2.33       14.28          7.28     2.24    0.50       0.79    0.010  0.055 
          CNPY3   197    3.12       38.23         19.64     6.73   -0.06      -0.44    0.010  0.015 
          CNPY2   199    8.60       68.20         31.97    10.08    0.77       0.95    0.010  0.045 
          CNPY1   199    0.00        0.04          0.00     0.01    2.39       6.74    0.000  0.000 
          NODAL   199    0.05        0.81          0.24     0.12    1.39       3.86    0.000  0.000 
          SYNJ1   199    0.96        4.27          2.53     0.63    0.25       0.23    0.000  0.000 
          KNDC1   199    0.00        1.17          0.23     0.23    1.79       3.87    0.000  0.000 
         HMG20A   199    5.36       13.21          9.47     1.76   -0.15      -0.63    0.020  0.010 
         HMG20B   199    4.80       67.32         28.61    12.16    0.60       0.45    0.000  0.045 
       PHOSPHO2   199    0.51        6.71          3.78     1.24    0.29      -0.31    0.010  0.020 
           TMIE   199    0.07        0.71          0.29     0.12    0.52       0.48    0.000  0.000 
          AAGAB   199    4.82       26.58         14.27     4.32    0.19      -0.00    0.010  0.040 
       PHOSPHO1   199    0.01        1.05          0.19     0.18    3.05      10.23    0.000  0.000 
        ZCCHC13   199    0.00        0.02          0.00     0.00    3.73      12.31    0.000  0.000 
       SLC7A6OS   199    1.08        4.97          3.44     0.72   -0.41       0.54    0.035  0.010 
          SCYL2   199    6.02       33.38         19.35     5.11    0.18      -0.22    0.025  0.020 
          SYNJ2   199    0.94       19.26          8.65     4.25    0.04      -0.62    0.000  0.020 
            MRO   199    0.39        1.80          0.93     0.28    0.84       0.54    0.000  0.000 
           TNP1   199    0.00        0.11          0.01     0.02    4.00      18.16    0.000  0.000 
         NLRP10   199    0.00        0.06          0.01     0.01    1.36       1.25    0.000  0.000 
           CHFR   197    1.44        6.55          4.03     0.96    0.06       0.05    0.020  0.030 
          RTBDN   199    0.06        0.40          0.23     0.07    0.31      -0.29    0.000  0.000 
          GPR75   199    0.05        3.99          1.23     0.75    0.73       0.82    0.000  0.000 
          SYPL2   199    0.07      127.06          1.87    12.65    9.81      94.29    0.000  0.000 
           RFX8   199    0.02        2.06          0.51     0.31    1.52       4.76    0.000  0.000 
         ZNF222   199    0.56        3.19          1.85     0.47    0.08       0.22    0.000  0.000 
           RFX4   199    0.02        0.16          0.08     0.03    0.36       0.31    0.000  0.000 
          OSCAR   199    0.08        7.44          0.99     0.92    4.46      25.15    0.000  0.000 
          AVPR2   199    0.36        6.83          2.29     1.32    1.01       0.90    0.000  0.000 
           RFX7   199    2.61       15.80          8.04     2.89    0.22      -0.58    0.000  0.020 
          NRXN3   199    0.07        2.38          0.70     0.44    1.02       1.08    0.000  0.000 
          NRXN2   199    0.02        3.12          0.68     0.53    2.06       5.80    0.000  0.000 
          NRXN1   199    0.08        5.99          1.09     1.06    2.16       5.33    0.000  0.000 
           RFX3   199    0.32        2.42          1.30     0.51    0.22      -0.74    0.000  0.000 
          RFPL2   199    0.00        0.16          0.04     0.04    1.75       3.09    0.000  0.000 
         VPS37D   199    0.15        2.75          1.01     0.56    1.16       1.41    0.000  0.000 
         NLRP13   199    0.00        0.51          0.08     0.11    1.99       3.65    0.000  0.000 
            APC   199    1.26        7.66          4.79     1.19   -0.23       0.29    0.035  0.030 
       TMEM179B   197    6.61       48.74         30.02     7.00    0.13       0.30    0.010  0.045 
          ABCE1   197    8.20       28.50         16.74     4.45    0.39      -0.17    0.000  0.040 
         UQCRC2   195   74.24      180.93        106.09    19.47    1.81       4.34    0.000  0.070 
        XPNPEP1   199    7.67       25.00         15.88     3.35    0.27       0.08    0.010  0.030 
        XPNPEP2   199    0.11       24.05          2.70     3.50    3.30      14.35    0.000  0.000 
          TIGD4   199    0.03        0.60          0.27     0.14    0.19      -0.85    0.000  0.000 
         ZNHIT3   199   14.60       36.83         22.52     4.46    0.33       0.01    0.000  0.025 
           GGCX   195    3.03       14.53         10.03     1.88   -0.62       1.74    0.030  0.035 
          PAPLN   199    0.49        7.60          3.83     1.17   -0.01       0.69    0.030  0.020 
           ADNP   199   10.91       39.21         24.29     6.29   -0.13      -0.78    0.015  0.020 
          TMEM5   199    4.23       14.25          9.41     2.00   -0.12      -0.46    0.010  0.020 
        TMEM218   197    1.90       17.38          8.80     1.96    1.00       5.04    0.010  0.050 
         STXBP6   199    0.32        7.83          1.76     1.13    1.97       7.03    0.000  0.000 
