         symbol  pts     min         max           mean    stdev   skew         kurt      left  right 
           OPA3   126    1.43       12.56          4.66     1.81    1.60       4.53    0.000  0.040 
           OPA1   124    3.11       19.90          8.43     3.56    0.98       0.74    0.000  0.071 
          TRAF5   125    1.07       11.70          4.09     2.07    1.26       1.66    0.000  0.063 
           RHEB   125   22.03      209.84         56.88    29.99    2.12       6.47    0.000  0.056 
         RAB40C   125    3.25       45.54         14.29     6.82    1.57       3.85    0.000  0.040 
         RAB40B   126    1.29       25.88          7.99     5.36    1.36       1.43    0.000  0.063 
         RAB40A   126    0.02        1.00          0.33     0.21    0.92       0.40    0.000  0.000 
          TM2D3   124    6.99       33.84         18.92     5.56    0.50      -0.30    0.008  0.048 
         COL7A1   126    0.02       18.93          1.51     2.75    3.91      17.95    0.000  0.000 
           MDP1   125    1.49       10.29          3.78     1.72    1.81       3.64    0.000  0.063 
          GTSE1   124    1.05       23.29          7.09     5.33    1.19       0.83    0.000  0.071 
        FAM183A   124    0.00       27.83          3.15     4.77    2.97       9.89    0.000  0.063 
         ARFRP1   124    3.51       21.64         10.22     3.44    0.64       0.61    0.000  0.048 
          OVCH1   126    0.00        0.62          0.05     0.09    3.77      18.66    0.000  0.000 
        FAM183B   126    0.00        0.81          0.08     0.14    3.04       9.90    0.000  0.000 
           PSAP   126  219.34     1582.22        735.71   280.65    0.55       0.07    0.000  0.024 
         SPPL2A   125    4.49       40.32         19.91     7.67    0.69      -0.17    0.008  0.063 
        SLC46A1   125    0.77        7.99          3.74     1.66    0.50      -0.36    0.000  0.048 
         TGFBR2   125    5.24       71.98         30.38    15.58    0.68       0.20    0.000  0.063 
          ITGA8   126    0.04       10.57          1.55     1.69    2.64       9.47    0.000  0.000 
          ITGA9   125    0.18       19.17          4.18     3.64    1.75       3.40    0.000  0.071 
          STK40   125    4.50       40.40         15.94     6.75    1.09       1.98    0.000  0.048 
          MYO3B   126    0.05        4.18          0.57     0.75    2.91       9.04    0.000  0.000 
         ATP2A1   126    0.01        1.12          0.17     0.16    3.02      12.58    0.000  0.000 
         ATP2A2   124   13.90      130.13         57.36    23.72    0.55       0.44    0.000  0.040 
         ATP2A3   126    0.82       65.43         12.61    12.94    2.47       6.33    0.000  0.056 
          ITGA1   126    1.56       58.00          9.12     8.83    3.20      12.04    0.000  0.048 
          ITGA2   126    0.28       84.59         12.15    13.80    2.74       9.69    0.000  0.040 
          ITGA3   125    3.14      296.40         82.29    57.45    1.18       1.31    0.000  0.063 
          ITGA4   125    1.24       30.20          8.56     5.38    1.33       2.37    0.000  0.056 
          ITGA5   122   10.45      273.38         65.83    52.58    2.06       4.62    0.000  0.087 
          ITGA6   124    1.39       60.17         12.81    12.84    2.30       4.80    0.000  0.087 
          ITGA7   126    0.26       11.30          1.84     1.49    2.88      12.94    0.000  0.000 
           TRHR   126    0.00        1.84          0.02     0.16   11.05     120.39    0.000  0.000 
        DENND4A   126    0.49        8.38          2.79     1.20    1.18       2.85    0.000  0.000 
        DENND4B   125    2.25       17.60          6.91     2.92    1.01       1.34    0.000  0.048 
        DENND4C   126    1.51       20.15          6.88     3.04    1.40       3.53    0.000  0.032 
         SWAP70   126    4.70       47.20         14.80     7.15    1.51       3.79    0.000  0.040 
         PHLDA3   124    2.71      100.23         33.76    20.15    0.99       0.75    0.000  0.087 
         PHLDA2   126    1.18      110.80         28.69    23.65    1.48       2.09    0.000  0.063 
          TACO1   126    5.92       33.68         13.83     5.19    1.41       2.77    0.000  0.048 
           PMM1   125    3.07      106.75         26.17    18.10    2.11       5.08    0.000  0.063 
          GAP43   126    0.00        5.39          0.38     0.80    4.41      21.52    0.000  0.000 
           NENF   126   16.18      218.47         60.17    33.02    1.86       4.90    0.000  0.048 
           SQLE   126    2.24       62.12         17.30    10.96    1.39       2.51    0.000  0.040 
         FBXL13   126    0.26       11.48          1.02     1.32    5.17      32.70    0.000  0.000 
         FBXL12   125    2.95       10.89          6.23     1.67    0.51       0.05    0.000  0.056 
         FBXL15   123    1.55        9.16          4.77     1.75    0.41      -0.47    0.000  0.056 
        CYP27B1   126    0.16       36.94          3.83     5.34    3.91      17.79    0.000  0.032 
         FBXL17   126    1.59       12.24          5.73     2.07    0.86       1.02    0.008  0.063 
         FBXL16   123    0.01       14.07          2.80     3.07    1.56       2.13    0.000  0.000 
        FAM169A   126    0.05        3.06          0.84     0.68    1.13       0.73    0.000  0.000 
        FAM169B   126    0.00        1.64          0.09     0.20    5.89      37.68    0.000  0.000 
       RALGAPA2   126    0.15       21.28          4.94     4.02    1.61       2.98    0.000  0.056 
           GHDC   125    1.21       31.05         12.77     5.23    0.88       1.12    0.008  0.056 
           SDK2   126    0.12        7.46          1.04     1.34    2.98       9.54    0.000  0.000 
            GRP   126    0.00       20.99          1.33     2.92    4.44      22.49    0.000  0.000 
           TPRN   126    1.78       19.18          6.19     3.24    1.46       2.57    0.000  0.040 
          THSD4   126    0.15       16.61          2.75     2.37    2.52       9.49    0.000  0.000 
          THSD1   126    0.14        4.85          1.17     0.68    2.04       7.13    0.000  0.000 
          CHST9   126    0.01        7.80          0.50     1.25    4.26      19.12    0.000  0.000 
          CHST8   126    0.01        9.42          0.35     0.94    7.74      68.91    0.000  0.000 
         COL4A5   126    0.02       16.54          1.91     2.26    3.12      13.85    0.000  0.000 
         COL4A4   126    0.03       15.11          2.06     2.28    2.59       9.33    0.000  0.000 
         COL4A3   126    0.00       10.69          1.53     1.93    2.31       5.72    0.000  0.000 
         COL4A2   124    3.80      172.37         52.86    36.37    1.24       1.33    0.000  0.063 
         COL4A1   124    9.73      292.62         84.08    57.77    1.34       1.80    0.000  0.071 
        SLC35D2   126    5.16       41.25         16.50     6.51    1.45       3.24    0.000  0.032 
          CHST1   126    0.20       40.52          2.49     5.32    5.54      32.69    0.000  0.000 
         ZNF879   126    0.07        3.65          0.95     0.65    1.35       2.42    0.000  0.000 
          CHST3   126    0.22       17.70          3.72     3.56    1.72       2.92    0.000  0.048 
          CHST2   126    0.55       54.90          6.63     9.08    3.70      14.65    0.000  0.040 
          CHST5   126    0.11        3.36          0.40     0.34    6.06      46.20    0.000  0.000 
          CHST4   126    0.00       84.87          1.53     7.90    9.62      97.32    0.000  0.000 
          CHST7   126    0.34        9.53          1.46     1.06    4.07      25.98    0.000  0.000 
          CHST6   125    0.63       19.94          3.55     3.76    2.36       5.64    0.000  0.071 
          ITGAX   125    1.38       37.05         11.45     7.19    1.12       1.09    0.000  0.071 
         BCL2A1   123    0.55       42.07         10.82     8.36    1.48       2.35    0.000  0.071 
          GPSM2   126    2.03       18.19          6.81     3.27    1.25       1.62    0.000  0.056 
           HLCS   126    1.21        9.01          3.75     1.39    1.04       1.73    0.000  0.032 
            NOG   126    0.00       10.34          0.61     1.18    5.77      40.22    0.000  0.000 
           LIPG   126    0.07       66.33          2.29     6.01    9.78     101.37    0.000  0.000 
          ITGAV   123    4.46       58.24         24.01    12.00    0.75       0.02    0.000  0.063 
          HIBCH   125    2.76       26.76         10.69     4.46    1.05       1.12    0.000  0.056 
         ZNF703   125    0.15       35.54          3.32     5.08    4.22      20.36    0.000  0.040 
          ITGAL   123    0.49       18.45          7.06     4.24    0.73       0.11    0.000  0.079 
          ITGAM   124    0.51       54.54         11.68     9.66    1.95       5.08    0.000  0.056 
            HLF   125    0.02       21.77          3.20     4.05    2.41       6.76    0.000  0.056 
            NOV   126    0.30       25.06          2.18     2.81    5.11      34.60    0.000  0.000 
        FAM134C   123   11.82       41.83         24.50     7.14    0.48      -0.55    0.000  0.056 
        FAM134B   124    0.19       20.02          3.71     4.03    1.92       3.64    0.000  0.079 
        FAM134A   126    9.71       41.38         23.04     6.49    0.58       0.14    0.008  0.040 
       SERPING1   126   10.33      354.83        131.01    67.30    0.87       0.89    0.000  0.048 
         ZNF700   125    0.87        7.24          3.22     1.33    1.13       0.96    0.000  0.071 
          SMAD9   126    0.02        8.54          0.77     0.98    4.54      30.03    0.000  0.000 
         TRERF1   126    0.31        5.75          1.81     1.03    0.90       0.70    0.000  0.000 
         LRPAP1   123   20.28      164.14         74.96    29.96    0.95       0.64    0.000  0.079 
          SMAD6   126    0.25        8.88          2.13     1.41    1.49       3.56    0.000  0.000 
          SMAD7   125    1.60       24.55          9.23     4.04    0.76       0.91    0.000  0.032 
        GOLPH3L   125    5.26       33.03         15.82     6.82    0.64      -0.29    0.000  0.056 
          SMAD1   126    1.95       57.09         10.19     7.76    3.50      16.54    0.000  0.024 
          AFTPH   124    3.75       24.07         13.07     4.12    0.49      -0.04    0.016  0.056 
          SMAD3   126    2.34       30.52          9.92     5.25    1.24       1.69    0.000  0.040 
            F12   126    0.10       21.74          2.67     2.76    3.17      16.86    0.000  0.000 
       AMMECR1L   126    2.73       12.03          5.92     1.88    1.01       0.95    0.000  0.063 
       IL1RAPL1   126    0.00        0.32          0.01     0.04    4.79      26.17    0.000  0.000 
      TMPRSS11B   126    0.06        0.53          0.22     0.09    0.68       0.79    0.000  0.000 
          IGF2R   126    2.70       68.55         18.96    11.91    1.38       2.81    0.000  0.040 
      TMPRSS11D   126    0.00       18.77          0.26     1.71   10.20     106.79    0.000  0.000 
            F10   126    0.09       12.73          1.45     1.53    4.64      28.00    0.000  0.000 
      TMPRSS11F   126    0.00        0.72          0.01     0.07   10.08     105.29    0.000  0.000 
            F11   126    0.00        7.48          0.53     1.07    3.64      16.31    0.000  0.000 
         ZC3H10   122    1.60        5.24          3.32     0.79    0.15      -0.55    0.016  0.063 
        RAD21L1   126    0.00        0.46          0.03     0.06    4.01      20.44    0.000  0.000 
         ZNF556   126    0.14        2.42          0.39     0.28    4.34      24.79    0.000  0.000 
       IL1RAPL2   126    0.00        1.11          0.09     0.15    3.73      18.35    0.000  0.000 
        SLC36A3   126    0.10        0.57          0.29     0.11    0.26      -0.75    0.000  0.000 
          CKS1B   126   13.61      444.88         75.11    68.76    2.74       9.23    0.000  0.056 
        SLC36A1   126    1.43       23.04          8.17     4.55    1.12       1.19    0.000  0.040 
           EXOG   126    0.79        2.94          1.57     0.47    0.67       0.03    0.000  0.000 
           ST13   126   33.27      253.03         70.51    29.04    3.24      16.19    0.000  0.016 
           TMX2   126   18.98       95.87         47.58    14.92    1.02       1.37    0.000  0.056 
         ZC3H15   126   12.37       62.08         28.08     9.08    1.21       1.81    0.000  0.048 
        TMEM213   126    0.13       38.28          1.51     3.76    7.86      71.64    0.000  0.000 
         ERICH1   126    1.24        7.86          3.66     1.42    0.70       0.23    0.000  0.032 
           ARTN   126    0.05       27.39          1.01     2.75    7.56      66.34    0.000  0.000 
           ART1   126    0.00        0.53          0.03     0.06    4.74      31.93    0.000  0.000 
           HRH3   126    0.00        9.85          0.12     0.89   10.41     110.23    0.000  0.000 
           ART3   126    0.27        3.70          0.73     0.38    3.84      26.83    0.000  0.000 
           ART5   126    0.00        5.41          0.46     0.76    3.49      15.73    0.000  0.000 
           ART4   126    0.00        2.26          0.46     0.49    1.76       2.84    0.000  0.000 
          IL5RA   126    0.00        8.52          0.41     0.89    6.82      55.80    0.000  0.000 
         RNF111   126    1.05        9.59          4.65     1.49    0.47       0.84    0.016  0.048 
          TCEA2   123    2.15       15.48          6.52     2.72    0.79       0.43    0.000  0.071 
          TCEA3   126    2.36      221.76         73.63    49.63    0.75       0.11    0.000  0.040 
          TCEA1   125   24.18      135.39         63.33    22.97    0.88       0.59    0.000  0.048 
         COX4I2   122    0.71        9.32          3.43     1.68    1.39       2.32    0.000  0.079 
         COX4I1   126   66.61      593.01        158.69    93.39    2.54       7.75    0.000  0.048 
           BFAR   124   13.16       71.78         29.03    12.22    1.38       1.83    0.000  0.071 
         ZC3H18   126    6.14       42.53         19.04     6.64    0.54       0.75    0.000  0.048 
        TMEM212   126    1.18       14.03          5.04     2.45    0.91       0.90    0.000  0.040 
         TCEB3B   126    0.00        0.33          0.01     0.03    7.02      56.24    0.000  0.000 
          SIPA1   126    2.22       31.19         13.87     4.99    0.88       1.59    0.008  0.040 
          CRTAM   126    0.30        7.69          1.23     0.96    3.14      15.65    0.000  0.000 
            EDA   125    0.51       16.34          3.76     3.34    1.78       3.33    0.000  0.056 
          OR6P1   126    0.00        0.00          0.00     0.00    0.00      -3.00    0.000  0.000 
        CCDC116   126    0.00        0.83          0.08     0.11    4.38      22.57    0.000  0.000 
         CADPS2   125    0.45       25.20          9.67     5.35    0.73      -0.00    0.000  0.056 
        CCDC114   126    0.14       42.77          2.05     4.35    7.10      60.52    0.000  0.000 
        CCDC115   125    7.85       38.17         21.85     6.36    0.45      -0.21    0.016  0.040 
        CCDC112   126    1.11        7.08          2.95     1.20    1.10       1.42    0.000  0.000 
        CCDC113   126    0.09       17.90          2.16     2.22    4.58      25.76    0.000  0.000 
        CCDC110   126    0.04        2.42          0.45     0.39    2.38       7.73    0.000  0.000 
           LEO1   126    2.55       20.86          8.26     3.25    1.10       1.57    0.000  0.056 
         ATP1A4   126    0.11        1.33          0.38     0.18    1.58       5.42    0.000  0.000 
         ATP1A3   126    0.01       13.67          0.91     2.02    4.53      21.72    0.000  0.000 
         ATP1A2   126    0.23        5.40          0.84     0.73    3.24      14.65    0.000  0.000 
         ATP1A1   125   35.41      596.70        191.97   101.44    1.20       2.20    0.000  0.056 
          MGRN1   126    4.17       55.25         22.02    10.21    0.92       0.90    0.000  0.040 
           TCP1   126   22.20      184.60         55.27    25.88    2.27       7.58    0.000  0.040 
          CRTAP   125    5.65       40.17         20.22     6.95    0.57       0.13    0.008  0.056 
           CBLC   126    0.03       50.59         10.90     9.40    1.97       4.42    0.000  0.056 
          SPHK1   126    0.37       39.15          6.75     6.37    2.53       8.12    0.000  0.048 
            DPT   126    0.38       62.48         12.71    11.22    1.80       4.38    0.000  0.040 
         CUEDC1   125    2.36       31.56         11.28     5.72    1.12       0.93    0.000  0.063 
         CUEDC2   126   20.73       83.80         44.40    12.80    0.57      -0.04    0.000  0.040 
           CBLB   126    1.74       14.82          6.29     2.76    0.84       0.45    0.000  0.040 
          CPEB4   124    1.04       12.05          5.61     2.32    0.37      -0.20    0.000  0.048 
          CPEB1   126    0.02        8.52          0.49     1.03    5.32      33.03    0.000  0.000 
          ZNF45   126    0.53        7.95          2.86     1.27    1.37       3.07    0.000  0.000 
          CPEB3   126    0.26        2.69          0.80     0.36    1.58       4.88    0.000  0.000 
          CPEB2   126    0.90        8.98          3.16     1.46    1.40       2.80    0.000  0.048 
         BEGAIN   126    0.00        3.88          0.37     0.57    3.70      16.24    0.000  0.000 
         RBMXL3   126    0.00        0.01          0.00     0.00   11.09     121.01    0.000  0.000 
          OSGEP   126    5.69       36.66         14.27     6.10    1.32       1.94    0.000  0.056 
           ABAT   125    0.26       19.55          2.97     3.57    2.88       8.57    0.000  0.000 
        ZNF780A   126    0.98        6.94          3.17     1.18    0.78       0.61    0.000  0.056 
        ZNF780B   126    0.27        3.61          1.18     0.57    1.47       3.17    0.000  0.000 
           TLN2   126    0.24        8.29          1.55     1.26    2.38       8.01    0.000  0.000 
        TSNARE1   124    0.83       12.96          4.82     2.15    1.06       1.60    0.000  0.063 
           FRG1   125   12.42       39.03         22.56     5.76    0.63      -0.29    0.000  0.056 
           FRG2   126    0.01       70.19          0.95     6.42   10.18     106.55    0.000  0.000 
         RHEBL1   126    0.19       15.31          1.50     1.63    5.42      40.08    0.000  0.000 
          ZNF41   126    0.44        5.53          2.38     0.83    0.38       1.10    0.000  0.000 
          IFT80   125    1.13       14.82          5.99     2.72    0.85       0.59    0.000  0.056 
          IFT81   126    1.35       27.36          5.17     4.08    3.60      15.95    0.000  0.024 
          NUP98   125    7.65       43.42         22.56     6.85    0.33       0.03    0.016  0.040 
          IFT88   125    1.29        7.27          3.21     1.15    1.17       1.18    0.000  0.071 
         IL10RA   124    0.55       27.83          8.37     4.97    1.11       1.73    0.000  0.056 
        POU5F1B   126    0.01        8.61          0.31     0.81    8.88      85.90    0.000  0.000 
            SP1   126    3.14       24.35         11.26     3.88    0.66       0.69    0.008  0.063 
        SLC27A4   126    4.71       38.39         14.04     6.29    1.17       1.72    0.000  0.040 
            SP2   126    1.62       12.13          6.64     2.19   -0.06      -0.05    0.040  0.016 
           PNOC   126    0.03       12.90          1.16     1.50    4.58      29.22    0.000  0.000 
           CNTF   126    0.00        0.74          0.10     0.10    3.39      16.12    0.000  0.000 
          MCM10   126    0.09       13.85          1.75     1.69    3.34      19.50    0.000  0.000 
          PDIA5   126    5.52       62.79         20.25     9.69    1.58       3.76    0.000  0.056 
            SP4   126    0.39        7.08          2.12     1.17    1.60       3.64    0.000  0.000 
        IGFBPL1   126    0.00       17.24          2.22     3.00    2.43       6.47    0.000  0.000 
            SP5   126    0.01       33.03          2.13     4.51    4.39      21.80    0.000  0.000 
          ATG4C   125    1.88       10.95          4.88     1.58    1.03       1.88    0.000  0.056 
          ATG4B   126    5.57       21.52         11.27     3.17    0.91       0.75    0.000  0.048 
          ATG4A   126    1.23       15.88          6.97     2.55    0.91       0.76    0.008  0.048 
        THUMPD2   126    1.68       10.35          3.88     1.47    1.56       3.65    0.000  0.040 
          ATG4D   125    3.58       25.51          8.06     3.52    2.27       7.00    0.000  0.056 
         PHOX2A   126    0.00        2.40          0.05     0.27    6.87      50.81    0.000  0.000 
         PHOX2B   126    0.00        3.91          0.05     0.36    9.90     101.43    0.000  0.000 
          LRGUK   126    0.01        1.98          0.18     0.27    4.54      24.78    0.000  0.000 
           UPK2   126    0.00       75.02          1.25     6.91    9.91     102.22    0.000  0.000 
            CFH   123    4.63      158.34         47.33    34.64    1.34       1.37    0.000  0.087 
            CFI   125    1.89      120.95         26.52    19.71    1.86       5.14    0.000  0.063 
            PNP   124    9.99       98.56         42.81    20.44    0.66      -0.18    0.000  0.056 
         ANKFY1   124    1.64       12.79          6.79     2.56    0.36      -0.48    0.008  0.040 
            CFB   125    4.97      443.03         93.92    92.70    1.96       3.64    0.000  0.071 
          OR5P3   126    0.00        0.07          0.00     0.01    4.83      25.96    0.000  0.000 
          OR5P2   126    0.00        0.05          0.00     0.01    3.24      11.98    0.000  0.000 
          MLLT4   126    2.91       52.56         17.71     9.62    1.13       1.72    0.000  0.048 
         CREBBP   126    1.38       18.07          8.21     3.67    0.53       0.25    0.000  0.056 
            PNN   123    3.81       44.10         16.40     7.59    1.06       1.34    0.000  0.071 
        PHYHIPL   126    0.02        5.88          0.42     0.67    5.57      37.49    0.000  0.000 
       ATP6V0E1   124   49.20      381.76        192.65    77.73    0.68      -0.24    0.000  0.063 
       ATP6V0E2   125    0.91       28.97         10.64     5.28    0.98       1.12    0.000  0.056 
         RNF128   122    0.06       29.82          7.14     7.59    1.13       0.17    0.000  0.087 
            CFP   126    0.14        8.10          1.25     0.97    3.94      22.51    0.000  0.000 
           AAAS   124    4.99       29.41         13.91     4.42    1.22       1.59    0.008  0.087 
           HAMP   125    0.02       17.80          2.98     3.36    2.13       4.93    0.000  0.000 
          LTBP1   126    2.32       86.88         14.32    14.57    3.16      11.81    0.000  0.040 
          SIDT1   126    0.23       14.85          3.38     2.83    1.66       2.85    0.000  0.063 
          SIDT2   125    3.00       35.63         15.05     6.66    0.84       1.06    0.000  0.056 
           SIX4   124    0.74       11.41          4.16     2.36    0.83       0.28    0.000  0.063 
           SIX6   126    0.00        0.20          0.01     0.03    4.47      20.65    0.000  0.000 
         PM20D1   126    0.00        0.84          0.16     0.16    1.85       3.68    0.000  0.000 
            MR1   125    2.60       43.33         15.81     7.94    0.93       0.80    0.000  0.048 
           SIX3   126    0.00        7.98          0.45     1.20    4.56      22.66    0.000  0.000 
          CNPY4   125    2.08       12.26          5.22     2.05    0.77       0.36    0.000  0.056 
          CNPY3   125   19.22      121.88         41.99    15.69    2.11       6.59    0.000  0.048 
          CNPY2   124   31.11      186.40         65.20    29.03    1.86       4.34    0.000  0.063 
          CNPY1   126    0.00        0.20          0.01     0.02    5.37      39.00    0.000  0.000 
          NODAL   126    0.00        0.63          0.10     0.10    2.90      10.99    0.000  0.000 
          SYNJ1   126    0.39        5.04          1.74     0.80    0.92       1.31    0.000  0.000 
          KNDC1   126    0.00       26.59          2.07     3.10    4.65      30.64    0.000  0.000 
         HMG20A   126    2.60       12.45          7.03     1.83    0.35       0.39    0.024  0.040 
         HMG20B   125   16.48       72.49         33.93    11.64    1.14       1.05    0.000  0.079 
       PHOSPHO2   126    0.43        5.86          1.87     0.91    1.59       3.93    0.000  0.000 
           TMIE   126    0.04        3.14          0.39     0.44    3.62      16.78    0.000  0.000 
          AAGAB   125    6.16       37.26         15.18     6.08    1.42       2.28    0.000  0.071 
       PHOSPHO1   126    0.01        2.54          0.19     0.31    5.53      33.62    0.000  0.000 
        ZCCHC13   126    0.00        0.03          0.00     0.00    5.23      27.61    0.000  0.000 
       SLC7A6OS   124    1.78        6.20          3.53     0.97    0.53      -0.11    0.000  0.071 
          SCYL2   126    2.41       38.93         19.11     6.40    0.36       0.42    0.016  0.032 
          SYNJ2   126    0.83       15.62          4.80     2.78    1.19       1.67    0.000  0.048 
            MRO   126    0.25        1.35          0.64     0.20    0.77       0.76    0.000  0.000 
           TNP1   126    0.00        0.10          0.00     0.01    6.73      46.39    0.000  0.000 
         NLRP10   126    0.00        0.20          0.00     0.02    9.31      93.72    0.000  0.000 
           CHFR   125    1.63       12.87          6.66     2.32    0.38      -0.37    0.008  0.048 
          RTBDN   126    0.10        6.14          0.64     0.92    3.70      14.71    0.000  0.000 
          GPR75   126    0.03        1.08          0.32     0.21    1.34       1.93    0.000  0.000 
          SYPL2   126    0.02        4.63          0.36     0.60    4.37      22.85    0.000  0.000 
           RFX8   126    0.00        2.20          0.25     0.34    3.33      12.59    0.000  0.000 
         ZNF222   126    0.25        4.00          1.47     0.69    1.16       1.92    0.000  0.000 
           RFX4   126    0.00        1.31          0.08     0.12    8.60      83.69    0.000  0.000 
          OSCAR   126    0.41       19.43          4.76     3.43    1.69       3.77    0.000  0.040 
          AVPR2   126    0.03       13.22          0.46     1.27    8.53      80.17    0.000  0.000 
           RFX7   126    1.46       13.34          4.31     1.96    1.65       4.82    0.000  0.040 
          NRXN3   126    0.03       10.66          1.18     1.60    3.05      11.23    0.000  0.000 
          NRXN2   126    0.01        2.84          0.32     0.35    3.80      20.90    0.000  0.000 
          NRXN1   126    0.00        5.66          0.13     0.56    8.35      75.23    0.000  0.000 
           RFX3   126    0.17        5.01          0.93     0.80    2.95      10.91    0.000  0.000 
          RFPL2   126    0.00        0.42          0.06     0.07    2.41       7.21    0.000  0.000 
         VPS37D   126    0.20        9.15          1.92     1.40    1.70       4.88    0.000  0.000 
         NLRP13   126    0.00        0.27          0.01     0.03    7.62      56.88    0.000  0.000 
            APC   126    0.27        4.32          1.96     0.89    0.46      -0.26    0.000  0.000 
       TMEM179B   124   15.36      103.29         51.19    20.91    0.92      -0.00    0.000  0.079 
          ABCE1   125    8.42       31.75         15.65     4.88    1.22       1.77    0.000  0.056 
         UQCRC2   124   27.67      138.93         73.76    23.37    0.67      -0.11    0.000  0.048 
        XPNPEP1   126    3.75       39.90         17.02     6.53    1.11       2.02    0.008  0.048 
        XPNPEP2   126    0.01        3.16          0.37     0.46    3.18      13.01    0.000  0.000 
          TIGD4   126    0.00        0.98          0.19     0.14    1.94       6.72    0.000  0.000 
         ZNHIT3   126   14.78       81.56         30.76    12.13    1.53       2.91    0.000  0.040 
           GGCX   123    5.73       54.56         19.56    10.65    1.18       0.98    0.000  0.079 
          PAPLN   126    0.55       16.32          3.89     2.55    1.77       4.99    0.000  0.048 
           ADNP   126    4.57       54.54         17.36     8.52    1.71       4.08    0.000  0.056 
          TMEM5   125    3.94       27.05          9.42     3.79    1.82       4.69    0.000  0.056 
        TMEM218   125    1.64       17.38          6.59     3.04    1.20       1.68    0.000  0.056 
         STXBP6   126    0.06       11.30          1.39     1.72    2.87      10.18    0.000  0.000 
        KHDRBS1   125   23.93      131.00         60.70    17.79    1.26       2.91    0.008  0.048 
        KHDRBS3   125    0.31       18.12          5.00     4.16    1.08       0.54    0.000  0.071 
           GGCT   126   13.15      293.10         51.13    37.71    4.04      21.39    0.000  0.024 
