         symbol  pts     min         max           mean    stdev   skew         kurt      left  right 
           TPRN   731    0.14       17.37          4.51     2.98    1.63       3.06    0.000  0.056 
          THSD4   733    0.22       37.56          2.47     3.26    5.96      49.65    0.000  0.000 
          THSD1   733    0.12       13.04          2.45     1.76    2.17       7.84    0.000  0.000 
          CHST9   733    0.01       13.35          1.74     1.84    1.75       4.72    0.000  0.000 
          CHST8   733    0.00        2.29          0.15     0.22    5.58      42.14    0.000  0.000 
         COL4A5   733    0.02       70.68          1.63     3.09   15.93     341.90    0.000  0.000 
         COL4A4   733    0.01       13.16          1.83     1.67    3.27      14.77    0.000  0.000 
         COL4A3   733    0.01       15.55          1.84     1.65    2.74      12.37    0.000  0.000 
         COL4A2   733    2.13      638.26        144.22    98.25    1.73       4.22    0.000  0.050 
         COL4A1   733    0.11     1351.86        292.53   212.05    1.77       4.27    0.000  0.055 
        SLC35D2   733    5.77       51.83         19.37     6.16    0.79       2.39    0.007  0.026 
          CHST1   731    0.03       33.27          3.21     4.30    3.51      15.40    0.000  0.048 
         ZNF879   733    0.02        3.47          1.20     0.54    0.77       1.33    0.000  0.000 
          CHST3   731    0.25       23.01          4.60     3.25    2.03       5.41    0.000  0.055 
          CHST2   727    0.46       32.07          6.87     4.54    2.34       7.49    0.000  0.055 
          CHST5   733    0.07        1.53          0.39     0.21    1.65       3.61    0.000  0.000 
          CHST4   733    0.00        1.36          0.04     0.11    7.12      69.67    0.000  0.000 
          CHST7   733    0.30        7.37          2.01     1.15    1.60       4.31    0.000  0.000 
          CHST6   733    0.23        7.22          1.00     0.66    2.96      16.98    0.000  0.000 
          ITGAX   731    0.46       52.27          9.43     7.21    2.27       7.78    0.000  0.048 
         BCL2A1   733    0.13       46.41          4.50     5.88    3.99      20.11    0.000  0.037 
          GPSM2   733    0.99       25.72          3.76     2.60    4.79      28.97    0.000  0.033 
           HLCS   733    0.85        9.06          3.34     1.25    0.95       1.48    0.000  0.046 
            NOG   733    0.00       53.55          1.05     3.37   10.57     137.44    0.000  0.000 
           LIPG   733    0.04      177.26          1.98     7.01   21.57     531.31    0.000  0.000 
          ITGAV   731    3.88      152.10         41.18    21.28    1.25       2.84    0.000  0.049 
          HIBCH   733    1.42       83.23         17.93    10.84    1.91       5.95    0.000  0.048 
         ZNF703   733    0.02        7.53          0.95     0.81    2.91      14.56    0.000  0.000 
          ITGAL   733    0.23       53.81          8.77     7.05    2.33       8.14    0.000  0.055 
          ITGAM   733    0.09       43.66          7.93     5.23    2.14       9.36    0.000  0.040 
            HLF   733    0.03       22.85          5.11     3.81    1.19       1.68    0.000  0.052 
            NOV   730    0.16       43.37          7.67     6.98    2.08       5.18    0.000  0.055 
        FAM134C   733    7.25       46.32         22.25     5.07    0.57       3.42    0.035  0.029 
        FAM134B   733    0.14      156.58         30.99    25.24    1.86       3.86    0.000  0.061 
        FAM134A   733    6.70       67.21         29.68     9.32    0.37       0.64    0.015  0.040 
       SERPING1   733    2.21      984.84        259.14   170.62    1.14       1.62    0.000  0.048 
         ZNF700   733    1.32       15.45          4.49     1.74    1.20       3.72    0.000  0.025 
          SMAD9   733    0.01       18.00          3.06     2.83    1.91       5.01    0.000  0.042 
         TRERF1   733    0.02        3.53          1.36     0.61    0.56       0.62    0.000  0.000 
         LRPAP1   732    3.98      146.10         59.46    19.61    0.65       1.56    0.015  0.048 
          SMAD6   733    0.24        8.84          2.54     1.48    1.31       2.63    0.000  0.000 
          SMAD7   731    2.63       38.66         14.44     6.55    0.79       0.58    0.000  0.052 
        GOLPH3L   733    2.00       31.83         12.11     4.40    0.81       1.98    0.007  0.031 
          SMAD1   733    0.97       27.73          7.60     3.88    1.82       4.89    0.000  0.046 
          AFTPH   733    3.66       51.76         16.86     7.55    1.29       3.07    0.000  0.042 
          SMAD3   733    2.72       33.12         10.35     3.73    1.26       3.94    0.005  0.037 
            F12   733    0.00       87.66          1.94     5.05   13.77     226.06    0.000  0.000 
       AMMECR1L   733    1.48        9.85          5.29     1.47    0.22       0.06    0.025  0.030 
       IL1RAPL1   733    0.00        1.01          0.04     0.08    9.29     107.00    0.000  0.000 
      TMPRSS11B   733    0.06        1.87          0.44     0.26    1.47       3.44    0.000  0.000 
          IGF2R   731    2.47       50.36         18.87     9.04    0.56       0.00    0.000  0.044 
      TMPRSS11D   733    0.00        2.98          0.03     0.20   12.02     156.39    0.000  0.000 
            F10   728    0.00       51.34          4.15     6.53    3.21      12.90    0.000  0.057 
      TMPRSS11F   733    0.00        1.56          0.01     0.06   24.57     637.95    0.000  0.000 
            F11   733    0.00       48.62          0.74     2.81   14.04     230.34    0.000  0.000 
         ZC3H10   733    0.41        5.63          3.27     0.87   -0.28       0.00    0.033  0.018 
        RAD21L1   733    0.00        0.17          0.01     0.02    3.91      22.02    0.000  0.000 
         ZNF556   733    0.08        2.99          0.52     0.31    2.86      16.53    0.000  0.000 
       IL1RAPL2   733    0.00        1.98          0.06     0.14    7.80      88.69    0.000  0.000 
        SLC36A3   733    0.05        1.66          0.39     0.25    1.72       3.87    0.000  0.000 
          CKS1B   733    2.99       87.34         21.64    10.96    2.52      10.39    0.000  0.038 
        SLC36A1   730    0.71       51.31         12.60     7.10    1.73       4.58    0.000  0.049 
           EXOG   733    0.45        4.39          1.67     0.54    1.00       1.80    0.000  0.000 
           ST13   732   13.79      250.10        112.99    39.39    0.28      -0.01    0.012  0.033 
           TMX2   731   10.37      132.17         37.94    13.53    1.64       7.22    0.005  0.038 
         ZC3H15   732    4.24       49.63         21.69     6.86    0.77       1.78    0.008  0.034 
        TMEM213   733    0.09      516.27          7.76    42.79    8.25      77.92    0.000  0.025 
         ERICH1   732    1.36       14.82          4.99     1.76    1.05       3.65    0.004  0.023 
           ARTN   733    0.00       13.25          0.33     0.77    9.36     124.84    0.000  0.000 
           ART1   733    0.00        8.69          0.09     0.53   13.22     196.90    0.000  0.000 
           HRH3   733    0.00        0.06          0.01     0.01    2.04       5.17    0.000  0.000 
           ART3   733    0.19        7.58          1.06     0.57    4.49      45.25    0.000  0.000 
           ART5   733    0.00       16.51          0.72     1.66    5.74      41.24    0.000  0.000 
           ART4   733    0.00       30.36          1.28     1.83    6.68      88.34    0.000  0.000 
          IL5RA   733    0.00        0.78          0.05     0.09    4.40      23.27    0.000  0.000 
         RNF111   733    1.11       11.30          5.41     1.83    0.04      -0.25    0.015  0.015 
          TCEA2   733    0.33       24.91          8.96     3.48    0.83       1.63    0.010  0.038 
          TCEA3   733    4.09      391.37        144.88    70.52    0.36      -0.08    0.000  0.037 
          TCEA1   733    7.38      151.82         44.69    16.79    1.48       6.15    0.005  0.030 
         COX4I2   733    0.39      148.36          9.86    14.40    6.39      49.27    0.000  0.020 
         COX4I1   733   11.40      914.99        146.33    87.39    4.84      35.24    0.000  0.022 
           BFAR   731    6.61       62.00         23.34     6.96    1.26       3.86    0.004  0.035 
         ZC3H18   733    2.70       26.16         13.04     3.49   -0.03       0.28    0.029  0.025 
        TMEM212   729    1.31       20.55          8.21     3.44    0.67      -0.04    0.001  0.041 
         TCEB3B   733    0.00        0.09          0.01     0.01    3.04      13.60    0.000  0.000 
          SIPA1   733    0.51       26.46          9.86     4.00    0.61       1.10    0.018  0.038 
          CRTAM   733    0.14       10.44          1.54     1.35    2.43       7.94    0.000  0.000 
            EDA   731    0.69       29.80          7.53     4.39    1.25       2.75    0.000  0.042 
          OR6P1   733    0.00        0.03          0.00     0.00    6.12      42.46    0.000  0.000 
        CCDC116   733    0.00        0.50          0.09     0.07    1.88       5.31    0.000  0.000 
         CADPS2   733    0.33       29.54          6.08     3.14    2.21      11.75    0.000  0.023 
        CCDC114   733    0.04        3.57          0.41     0.34    3.25      18.50    0.000  0.000 
        CCDC115   731    7.60       46.98         24.42     6.75    0.24       0.14    0.018  0.034 
        CCDC112   733    0.05       12.91          2.84     1.23    2.37      13.71    0.000  0.000 
        CCDC113   733    0.12        5.78          0.89     0.59    1.91       7.25    0.000  0.000 
        CCDC110   733    0.02        6.17          1.28     0.78    1.75       5.84    0.000  0.000 
           LEO1   733    0.98       16.25          8.32     2.47    0.13      -0.01    0.016  0.033 
         ATP1A4   733    0.07        2.04          0.41     0.27    2.12       6.90    0.000  0.000 
         ATP1A3   733    0.00       98.98          0.90     5.68   14.75     243.28    0.000  0.000 
         ATP1A2   733    0.18       21.85          2.22     2.23    3.36      18.97    0.000  0.000 
         ATP1A1   731   24.67      939.03        162.73   118.58    3.88      18.24    0.000  0.041 
          MGRN1   733    0.97       62.57         21.75     8.03    1.19       3.95    0.008  0.031 
           TCP1   733    8.92      144.12         51.70    16.69    0.69       2.87    0.014  0.015 
          CRTAP   733    6.32       65.79         27.69     8.27    0.66       1.22    0.012  0.037 
           CBLC   733    0.00       20.63          0.62     1.26    8.63     111.33    0.000  0.000 
          SPHK1   733    0.02       50.22          2.69     4.25    6.43      52.18    0.000  0.000 
            DPT   733    0.00       32.35          1.29     2.60    5.01      38.21    0.000  0.000 
         CUEDC1   731    0.45       16.74          5.24     2.03    0.71       1.99    0.016  0.029 
         CUEDC2   731    4.35      105.35         43.32    13.38    0.64       2.34    0.019  0.030 
           CBLB   733    1.13       15.68          6.24     2.24    0.55       0.93    0.010  0.030 
          CPEB4   733    1.16       56.99         11.21     7.16    2.34       8.39    0.000  0.046 
          CPEB1   733    0.01       26.10          0.56     2.09   10.00     112.45    0.000  0.000 
          ZNF45   733    0.73        8.07          3.44     1.29    0.28      -0.25    0.003  0.016 
          CPEB3   733    0.18        6.04          1.33     0.71    2.52      11.48    0.000  0.000 
          CPEB2   733    1.96       61.68         14.10     7.73    2.04       7.82    0.000  0.034 
         BEGAIN   733    0.00        2.86          0.12     0.17    8.10     108.09    0.000  0.000 
         RBMXL3   733    0.00        0.05          0.00     0.01    3.02      13.26    0.000  0.000 
          OSGEP   732    1.68       18.76          8.69     2.45    0.43       1.11    0.018  0.027 
           ABAT   733    0.32       41.88          3.76     4.29    4.32      27.03    0.000  0.040 
        ZNF780A   733    1.05       10.02          3.64     1.27    0.89       1.94    0.001  0.027 
        ZNF780B   733    0.27        4.40          1.47     0.66    0.83       0.97    0.000  0.000 
           TLN2   733    0.35       35.26          9.20     5.47    1.15       2.50    0.000  0.038 
        TSNARE1   731    0.15       14.36          5.28     2.47    0.87       0.92    0.005  0.056 
           FRG1   733    8.07       41.44         21.68     5.11    0.50       0.67    0.016  0.040 
           FRG2   733    0.00        7.50          0.08     0.29   23.06     577.92    0.000  0.000 
         RHEBL1   733    0.06        3.05          0.59     0.36    2.21       8.10    0.000  0.000 
          ZNF41   733    0.48        9.12          2.82     1.02    0.73       2.05    0.000  0.000 
          IFT80   733    1.47       21.26          6.26     2.44    1.44       5.14    0.000  0.035 
          IFT81   731    0.39       11.00          4.57     1.57    0.37       0.85    0.027  0.034 
          NUP98   733    6.07       57.34         18.77     6.41    1.01       3.39    0.000  0.030 
          IFT88   733    0.67       21.16          6.97     2.78    0.73       2.50    0.016  0.022 
         IL10RA   733    0.01       47.90         10.41     7.43    1.55       3.22    0.000  0.048 
        POU5F1B   733    0.02       10.89          1.13     1.02    3.64      24.37    0.000  0.000 
            SP1   733    2.19       31.44         16.33     4.92    0.26       0.12    0.014  0.037 
        SLC27A4   731    0.60       33.36          6.74     3.72    3.23      14.93    0.000  0.042 
            SP2   733    1.02       11.84          5.67     2.00    0.12      -0.28    0.015  0.031 
           PNOC   733    0.00       29.40          0.48     1.39   14.32     267.84    0.000  0.000 
           CNTF   733    0.00        1.22          0.14     0.12    4.21      28.63    0.000  0.000 
          MCM10   733    0.04        9.83          0.41     0.52   10.66     161.15    0.000  0.000 
          PDIA5   732    1.62      110.99         32.39    19.13    1.30       2.39    0.000  0.048 
            SP4   733    0.37        8.29          1.90     0.85    1.93       9.81    0.000  0.000 
        IGFBPL1   733    0.00        2.72          0.05     0.16   13.93     227.05    0.000  0.000 
            SP5   733    0.00        9.32          0.40     0.83    4.65      30.67    0.000  0.000 
          ATG4C   733    0.60       20.52          5.50     2.21    1.95      11.32    0.004  0.019 
          ATG4B   733    0.51       21.10          9.32     3.06    0.80       1.34    0.011  0.042 
          ATG4A   733    0.93       22.97          6.74     2.23    1.89      10.50    0.005  0.030 
        THUMPD2   731    0.43        6.94          3.32     1.10    0.38       0.39    0.016  0.035 
          ATG4D   733    0.21       26.83          6.68     3.25    2.56       9.32    0.000  0.037 
         PHOX2A   733    0.00        0.08          0.01     0.01    1.93       4.29    0.000  0.000 
         PHOX2B   733    0.00        0.07          0.00     0.01    4.89      29.98    0.000  0.000 
          LRGUK   733    0.01        1.74          0.31     0.20    2.42      10.96    0.000  0.000 
           UPK2   733    0.00       12.37          0.15     0.49   21.94     536.87    0.000  0.000 
            CFH   733    0.51      580.58         47.44    58.58    4.84      35.08    0.000  0.026 
            CFI   733    0.88      251.89         59.35    35.22    1.76       5.98    0.000  0.035 
            PNP   731    5.68      125.62         40.11    18.17    1.19       2.79    0.000  0.042 
         ANKFY1   733    1.63       15.95          6.76     2.34    0.43       0.58    0.010  0.026 
            CFB   729    0.10      313.62         67.23    48.68    1.64       3.80    0.000  0.052 
          OR5P3   733    0.00        0.08          0.00     0.01    6.92      58.26    0.000  0.000 
          OR5P2   733    0.00        0.06          0.00     0.01    6.23      46.76    0.000  0.000 
          MLLT4   733    3.15       44.69         16.95     7.84    0.82       0.89    0.000  0.049 
         CREBBP   733    1.42       17.26          7.52     2.48    0.37       0.13    0.011  0.022 
            PNN   733    2.29       49.94         15.79     6.66    0.95       2.06    0.003  0.030 
        PHYHIPL   731    0.05       35.76          5.80     5.38    2.38       8.25    0.000  0.042 
       ATP6V0E1   733   46.17      555.62        167.71    67.79    2.19       7.49    0.000  0.041 
       ATP6V0E2   731    0.50       38.35          7.58     5.76    2.40       7.38    0.000  0.049 
         RNF128   727    0.02       82.90         20.64    13.01    1.25       2.36    0.000  0.057 
            CFP   733    0.08        6.24          1.18     0.67    2.07       9.30    0.000  0.000 
           AAAS   731    1.27       28.26         12.86     3.19    0.48       2.15    0.018  0.042 
           HAMP   733    0.00       71.53          2.20     4.46    7.51      89.91    0.000  0.000 
          LTBP1   731    0.20      121.73         12.09    11.64    3.48      20.59    0.000  0.042 
          SIDT1   733    0.14        4.37          1.15     0.64    1.77       4.37    0.000  0.000 
          SIDT2   733    1.77       31.11         14.82     4.45    0.35       0.96    0.018  0.023 
           SIX4   733    0.14        9.84          1.04     1.04    4.53      27.48    0.000  0.000 
           SIX6   733    0.00        1.89          0.01     0.10   18.85     356.01    0.000  0.000 
         PM20D1   733    0.00        3.99          0.29     0.37    4.45      31.60    0.000  0.000 
            MR1   731    2.08       40.74         11.03     5.32    1.46       3.80    0.000  0.042 
           SIX3   733    0.00       17.44          0.08     0.95   17.00     300.69    0.000  0.000 
          CNPY4   728    1.35       16.48          8.58     2.93    0.15      -0.00    0.023  0.042 
          CNPY3   732    2.92       83.58         30.24    10.16    0.84       2.57    0.023  0.044 
          CNPY2   733    8.43      144.14         39.13    12.65    2.56      13.97    0.008  0.037 
          CNPY1   733    0.00        1.10          0.02     0.09    8.90      95.05    0.000  0.000 
          NODAL   733    0.01        1.25          0.17     0.14    2.82      14.28    0.000  0.000 
          SYNJ1   733    0.39        8.24          2.59     1.06    1.04       3.19    0.000  0.000 
          KNDC1   733    0.00       17.88          1.32     1.85    4.27      28.81    0.000  0.000 
         HMG20A   733    2.82       15.85          9.18     2.39   -0.05      -0.15    0.027  0.022 
         HMG20B   733    1.68       73.00         27.50     7.62    0.60       3.27    0.023  0.029 
       PHOSPHO2   733    0.10        7.20          1.76     0.98    1.31       3.68    0.000  0.000 
           TMIE   733    0.00       12.95          0.42     0.89    8.87     107.85    0.000  0.000 
          AAGAB   733    2.63       27.67          8.40     3.51    1.94       6.13    0.000  0.049 
       PHOSPHO1   733    0.00        4.44          0.25     0.30    8.90     113.93    0.000  0.000 
        ZCCHC13   733    0.00        0.10          0.00     0.01    6.51      52.41    0.000  0.000 
       SLC7A6OS   733    0.44        6.72          2.78     0.86    0.57       1.96    0.000  0.000 
          SCYL2   731    1.18       35.36         11.95     5.54    1.05       1.60    0.000  0.055 
          SYNJ2   733    0.36       22.25          3.27     2.11    3.43      24.03    0.000  0.026 
            MRO   733    0.28        5.57          1.26     0.66    1.74       5.11    0.000  0.000 
           TNP1   733    0.00        0.13          0.00     0.01    6.44      49.77    0.000  0.000 
         NLRP10   733    0.00        0.38          0.00     0.02   13.41     217.46    0.000  0.000 
           CHFR   732    0.02       10.31          4.60     1.64    0.83       1.02    0.005  0.052 
          RTBDN   733    0.02        5.40          0.28     0.28   10.02     164.79    0.000  0.000 
          GPR75   733    0.00        1.95          0.30     0.25    1.88       4.97    0.000  0.000 
          SYPL2   733    0.11       15.69          2.71     2.17    2.27       7.71    0.000  0.000 
           RFX8   733    0.02        9.29          0.48     0.73    7.15      73.03    0.000  0.000 
         ZNF222   733    0.27        3.57          1.42     0.54    0.52       0.29    0.000  0.000 
           RFX4   733    0.00        0.40          0.07     0.04    2.30      10.93    0.000  0.000 
          OSCAR   733    0.06       11.94          2.04     1.34    2.06       7.31    0.000  0.000 
          AVPR2   733    0.02       20.08          0.60     1.13    9.23     130.18    0.000  0.000 
           RFX7   733    1.19       15.79          5.19     2.01    0.98       2.99    0.000  0.026 
          NRXN3   733    0.04       20.68          1.95     2.37    3.49      16.02    0.000  0.000 
          NRXN2   733    0.01       24.63          4.15     3.89    1.75       3.64    0.000  0.053 
          NRXN1   733    0.00        8.51          0.08     0.33   23.52     599.53    0.000  0.000 
           RFX3   733    0.06        2.94          1.01     0.54    0.66       0.23    0.000  0.000 
          RFPL2   733    0.00        1.73          0.09     0.14    6.79      63.25    0.000  0.000 
         VPS37D   733    0.11       13.90          3.41     2.11    1.49       3.37    0.000  0.045 
         NLRP13   733    0.00        0.25          0.00     0.01   13.86     224.01    0.000  0.000 
            APC   733    0.20        9.23          3.47     1.55    0.57       0.16    0.001  0.027 
       TMEM179B   733    4.33       67.84         31.15     7.97    0.76       2.47    0.015  0.033 
          ABCE1   733    2.55       37.41         12.43     4.45    1.50       5.30    0.003  0.037 
         UQCRC2   733   14.75      402.30         89.52    46.70    2.71      11.76    0.000  0.038 
        XPNPEP1   733    6.82       42.28         19.18     5.35    0.44       1.00    0.020  0.029 
        XPNPEP2   733    0.00      154.30          1.95     8.93   14.06     230.19    0.000  0.000 
          TIGD4   733    0.01        1.29          0.24     0.16    1.75       5.94    0.000  0.000 
         ZNHIT3   731    9.58       54.76         22.73     5.69    1.43       4.74    0.011  0.045 
           GGCX   729    2.36       26.32          9.88     3.35    0.74       1.56    0.007  0.037 
          PAPLN   732    0.47       35.86          9.35     5.72    1.34       2.75    0.000  0.045 
           ADNP   733    4.94       31.36         15.97     4.74    0.03      -0.23    0.018  0.016 
          TMEM5   732    1.98       18.32          8.21     2.52    1.00       2.18    0.008  0.048 
        TMEM218   733    0.87       12.68          4.99     1.47    1.08       4.00    0.012  0.034 
         STXBP6   733    0.00      116.86          2.54     8.11   10.72     134.02    0.000  0.000 
        KHDRBS1   733   10.43      145.47         59.06    17.92    0.34       1.63    0.014  0.019 
        KHDRBS3   731    0.51       20.88          6.80     3.43    0.87       0.95    0.000  0.046 
           GGCT   733    5.47       50.34         15.78     6.14    2.54       9.17    0.000  0.035 
