         symbol  pts     min         max           mean    stdev   skew         kurt      left  right 
         RNF112   193    0.00       16.47          0.24     1.18   13.46     181.97    0.000  0.000 
         ZC3H14   193    1.75       19.10          9.07     3.05    0.47       0.38    0.010  0.041 
            SPN   193    0.19        5.42          1.12     0.72    2.38       8.61    0.000  0.000 
        HMGCLL1   193    0.00        0.27          0.04     0.04    2.25       7.14    0.000  0.000 
         LRRTM1   193    0.00        4.34          0.17     0.40    6.76      62.01    0.000  0.000 
          GRIN1   193    0.00        6.68          0.41     0.65    5.64      45.32    0.000  0.000 
           DHX8   192    2.93       19.52          9.81     2.62    0.69       1.09    0.010  0.041 
           DHX9   193   14.47       70.96         42.56    10.68   -0.02      -0.11    0.021  0.021 
          TCOF1   191    1.78       28.99         10.98     4.64    1.21       2.37    0.000  0.057 
         LRRTM3   193    0.00        0.10          0.00     0.01    5.64      34.89    0.000  0.000 
            XPC   193    2.35       15.25          7.39     2.37    0.63       0.75    0.010  0.052 
        SLC12A2   193    2.70      200.52         58.05    36.98    1.10       1.29    0.000  0.041 
          GRINA   193   12.72      294.63        109.47    51.97    0.99       0.93    0.000  0.036 
         LRRTM2   193    0.00        0.34          0.09     0.07    0.89       0.58    0.000  0.000 
          NUP93   193    4.39       32.30         17.66     5.02    0.43      -0.32    0.005  0.026 
           HAP1   193    0.00        0.65          0.09     0.10    2.54       7.87    0.000  0.000 
          CAMKV   193    0.00        5.45          0.35     0.83    3.89      16.03    0.000  0.000 
          SPPL3   193    4.92       26.83         14.07     4.25    0.32       0.02    0.016  0.031 
         GOLIM4   193    2.31       77.29         26.65    14.49    1.13       1.32    0.000  0.057 
         ZNF646   193    0.25        6.41          2.65     1.12    0.80       0.90    0.000  0.000 
           OPA3   192    1.05        8.17          3.96     1.08    0.23       0.92    0.026  0.036 
           OPA1   193    0.69       18.90          8.35     3.42   -0.07      -0.07    0.021  0.016 
          TRAF5   193    1.17       31.81          9.56     5.42    1.24       2.17    0.000  0.026 
           RHEB   193    7.69      104.41         38.89    16.55    0.82       1.38    0.000  0.031 
         RAB40C   192    0.31       40.12         15.28     6.27    0.93       1.45    0.005  0.052 
         RAB40B   192    1.51       33.49         12.28     6.16    1.05       1.04    0.000  0.041 
         RAB40A   193    0.00        0.89          0.19     0.18    1.80       4.05    0.000  0.000 
          TM2D3   193    3.32       31.21         16.49     4.47    0.37       0.62    0.021  0.031 
         COL7A1   193    0.06       22.61          2.49     2.56    3.46      19.73    0.000  0.000 
           MDP1   193    0.95        8.60          2.60     0.99    1.83       7.59    0.000  0.000 
          GTSE1   193    2.63       30.84         11.78     5.25    1.33       2.49    0.000  0.047 
        FAM183A   193    0.00        2.08          0.21     0.35    2.99      10.69    0.000  0.000 
         ARFRP1   193    0.71       53.69         14.68     8.65    1.77       3.90    0.000  0.047 
          OVCH1   193    0.00        0.19          0.01     0.02    5.36      35.51    0.000  0.000 
        FAM183B   193    0.00        0.13          0.01     0.02    2.29       5.47    0.000  0.000 
           PSAP   193  123.76      761.41        377.94   113.51    0.44       0.15    0.016  0.026 
         SPPL2A   191    2.68       26.20         12.36     5.04    0.31      -0.43    0.000  0.036 
        SLC46A1   193    0.61        8.31          2.22     1.20    2.07       6.46    0.000  0.000 
         TGFBR2   192    3.79       54.39         19.19    10.04    1.16       1.68    0.000  0.047 
          ITGA8   193    0.00        1.01          0.28     0.20    1.05       1.31    0.000  0.000 
          ITGA9   193    0.10       14.69          2.42     2.43    2.41       7.05    0.000  0.000 
          STK40   193    1.80       38.23         18.69     6.81    0.55       0.05    0.005  0.031 
          MYO3B   193    0.00        1.06          0.11     0.13    4.42      23.84    0.000  0.000 
         ATP2A1   193    0.02        4.74          0.37     0.44    6.05      52.29    0.000  0.000 
         ATP2A2   193   10.38      101.84         48.59    14.79    0.68       1.34    0.026  0.036 
         ATP2A3   193    1.21       83.12         21.60    16.11    1.39       1.79    0.000  0.057 
          ITGA1   193    0.58       14.21          5.70     2.92    0.64      -0.10    0.000  0.041 
          ITGA2   193    0.56       25.42          7.23     4.12    1.40       3.65    0.000  0.031 
          ITGA3   192    1.58       88.64         22.07    13.02    1.87       5.29    0.000  0.052 
          ITGA4   193    0.23        7.91          3.32     1.79    0.19      -0.76    0.000  0.021 
          ITGA5   191    5.18      122.66         35.09    24.31    1.43       1.78    0.000  0.073 
          ITGA6   193    0.56      240.72         60.42    34.02    1.69       5.58    0.000  0.026 
          ITGA7   193    0.28       61.94          2.27     4.59   11.56     146.69    0.000  0.000 
           TRHR   193    0.00        0.08          0.00     0.01    5.93      39.07    0.000  0.000 
        DENND4A   193    0.13        4.22          1.68     0.80    0.27      -0.30    0.000  0.000 
        DENND4B   193    1.11       15.23          5.98     2.40    1.26       2.81    0.010  0.047 
        DENND4C   193    1.24       19.69          7.09     3.54    0.70       0.60    0.000  0.052 
         SWAP70   193    0.80       12.76          5.19     2.09    0.40       0.21    0.010  0.031 
         PHLDA3   192    0.48       61.11         15.97    12.75    1.36       1.60    0.000  0.057 
         PHLDA2   191    1.43      135.05         45.58    26.78    0.98       0.50    0.000  0.078 
          TACO1   191    6.43       29.74         15.31     4.23    0.60       0.87    0.016  0.041 
           PMM1   193    4.28       71.48         20.62    10.66    1.48       3.52    0.000  0.047 
          GAP43   193    0.00        3.12          0.17     0.33    6.35      49.12    0.000  0.000 
           NENF   193   23.93      169.23         58.03    25.96    1.65       3.14    0.000  0.052 
           SQLE   193    1.12      105.58         24.73    19.60    1.72       3.24    0.000  0.052 
         FBXL13   193    0.02        1.60          0.25     0.15    4.37      35.97    0.000  0.000 
         FBXL12   193    3.68       21.93          9.22     3.36    1.25       1.80    0.000  0.057 
         FBXL15   193    0.15       29.27         10.16     5.06    1.44       2.31    0.000  0.067 
        CYP27B1   193    0.21        8.67          1.99     1.27    2.03       6.49    0.000  0.000 
         FBXL17   193    0.33       10.01          4.25     1.87    0.52       0.28    0.005  0.041 
         FBXL16   193    0.04       19.88          2.52     3.14    2.41       6.98    0.000  0.000 
        FAM169A   193    0.01        6.93          1.11     1.16    1.96       4.78    0.000  0.000 
        FAM169B   193    0.00        1.31          0.04     0.13    6.94      58.11    0.000  0.000 
       RALGAPA2   193    0.11       12.52          4.47     2.60    0.90       0.40    0.000  0.047 
           GHDC   193    1.93       36.14         16.61     6.54    0.81       0.56    0.005  0.052 
           SDK2   193    0.02        6.36          0.29     0.54    8.23      84.02    0.000  0.000 
            GRP   193    0.00       11.97          1.25     1.89    3.01      10.59    0.000  0.000 
           TPRN   192    1.23       75.74         28.59    13.06    0.84       1.08    0.005  0.047 
          THSD4   193    0.10        5.27          1.95     1.04    0.79       0.54    0.000  0.000 
          THSD1   193    0.14        2.75          0.79     0.43    1.34       2.47    0.000  0.000 
          CHST9   193    0.00        0.25          0.01     0.02    7.44      65.86    0.000  0.000 
          CHST8   193    0.01       12.09          0.63     1.57    5.20      29.44    0.000  0.000 
         COL4A5   193    0.00        3.73          0.56     0.58    2.15       5.89    0.000  0.000 
         COL4A4   193    0.00        1.77          0.12     0.21    4.69      26.67    0.000  0.000 
         COL4A3   193    0.00        1.63          0.06     0.15    7.11      62.92    0.000  0.000 
         COL4A2   192    3.33      102.37         36.26    17.07    0.85       1.34    0.000  0.031 
         COL4A1   193    0.58      170.34         55.94    27.41    1.01       1.85    0.005  0.047 
        SLC35D2   192    7.65       64.02         29.01    10.95    0.76       0.69    0.000  0.052 
          CHST1   193    0.00        6.77          0.76     0.72    4.15      26.74    0.000  0.000 
         ZNF879   193    0.00        1.64          0.31     0.27    1.71       4.12    0.000  0.000 
          CHST3   193    0.11        4.79          1.05     0.83    1.86       3.90    0.000  0.000 
          CHST2   193    0.24       14.45          1.75     1.38    4.51      36.15    0.000  0.000 
          CHST5   193    0.06       77.39          7.79    11.52    3.25      12.78    0.000  0.052 
          CHST4   193    0.00       27.27          1.40     3.38    4.60      25.26    0.000  0.000 
          CHST7   193    0.15        8.25          0.99     0.78    4.62      37.39    0.000  0.000 
          CHST6   193    0.24       31.00          1.21     2.36   10.75     130.44    0.000  0.000 
          ITGAX   191    0.40       21.32          4.63     3.90    1.99       4.44    0.000  0.073 
         BCL2A1   191    0.12       37.94          4.40     5.59    3.39      14.21    0.000  0.052 
          GPSM2   191    2.05       47.06         17.56     9.85    0.90       0.22    0.000  0.062 
           HLCS   193    1.01        7.57          3.25     1.12    0.67       1.01    0.005  0.031 
            NOG   193    0.00        0.80          0.06     0.10    3.77      19.00    0.000  0.000 
           LIPG   190    0.39       21.18          5.94     3.71    1.43       2.64    0.000  0.047 
          ITGAV   192    0.62       21.63          8.08     4.28    0.33      -0.36    0.000  0.026 
          HIBCH   192    1.90       29.86         12.80     5.55    0.18      -0.10    0.000  0.031 
         ZNF703   192    0.72      130.28         42.94    23.21    0.76       0.72    0.000  0.041 
          ITGAL   193    0.13       12.51          2.15     1.68    2.22       7.97    0.000  0.000 
          ITGAM   193    0.08       21.76          2.83     3.12    2.61       8.70    0.000  0.000 
            HLF   193    0.03        1.40          0.31     0.24    1.85       4.19    0.000  0.000 
            NOV   193    0.02       10.21          1.31     1.54    3.01      12.39    0.000  0.000 
        FAM134C   192    6.21       28.40         15.10     3.92    0.39       0.38    0.010  0.047 
        FAM134B   193    0.20       34.62          6.74     5.75    1.95       4.94    0.000  0.062 
        FAM134A   193    5.19       32.59         17.34     4.63    0.33       0.47    0.026  0.031 
       SERPING1   193    1.38      172.33         33.71    25.25    2.02       6.53    0.000  0.031 
         ZNF700   193    0.45       10.30          3.86     1.66    0.99       1.69    0.005  0.052 
          SMAD9   193    0.02       11.50          1.17     1.58    3.71      18.01    0.000  0.000 
         TRERF1   193    0.10        6.95          1.00     0.82    3.01      15.40    0.000  0.000 
         LRPAP1   193    7.24      125.25         58.45    21.63    0.74       0.45    0.005  0.047 
          SMAD6   192    0.19       10.65          4.22     2.22    0.56      -0.33    0.000  0.047 
          SMAD7   193    1.05       17.08          6.55     3.08    0.96       0.74    0.000  0.047 
        GOLPH3L   192    2.22       35.00         13.45     5.90    0.48       0.39    0.000  0.036 
          SMAD1   192    1.44       12.38          6.43     2.40    0.22      -0.46    0.010  0.036 
          AFTPH   193    1.54       24.63         10.16     4.05    0.24       0.80    0.016  0.026 
          SMAD3   193    0.31       22.48          6.64     2.81    1.75       6.94    0.005  0.041 
            F12   193    0.56       44.16         13.12     8.94    1.28       1.61    0.000  0.057 
       AMMECR1L   193    1.51       10.53          5.35     1.50    0.38       0.50    0.021  0.031 
       IL1RAPL1   193    0.00        0.14          0.01     0.01    5.29      38.19    0.000  0.000 
      TMPRSS11B   193    0.00        0.18          0.01     0.02    3.21      14.93    0.000  0.000 
          IGF2R   193    3.67       36.41         14.68     5.55    0.82       1.45    0.000  0.026 
      TMPRSS11D   193    0.00        0.13          0.00     0.01    5.58      39.38    0.000  0.000 
            F10   192    0.05       31.37          3.26     4.71    3.21      12.73    0.000  0.062 
      TMPRSS11F   193    0.00        0.18          0.00     0.02    9.26      99.50    0.000  0.000 
            F11   193    0.00        2.53          0.06     0.23    7.79      71.75    0.000  0.000 
         ZC3H10   193    0.63        5.78          2.15     0.79    1.06       2.10    0.000  0.000 
        RAD21L1   193    0.00        0.25          0.01     0.02    7.36      70.30    0.000  0.000 
         ZNF556   193    0.10        5.73          0.85     0.59    4.58      30.42    0.000  0.000 
       IL1RAPL2   193    0.00        0.65          0.01     0.06    8.14      71.79    0.000  0.000 
        SLC36A3   193    0.04        3.52          0.33     0.27    8.72      99.37    0.000  0.000 
          CKS1B   192   16.08      206.35         79.10    33.57    0.98       1.13    0.000  0.057 
        SLC36A1   193    1.49       24.94          9.80     3.86    0.90       1.62    0.005  0.041 
           EXOG   193    0.25        5.44          1.52     0.65    1.36       6.01    0.000  0.000 
           ST13   193   11.42      142.77         56.58    21.06    0.43       0.71    0.010  0.031 
           TMX2   191   17.75      105.60         56.98    17.55    0.37      -0.10    0.005  0.047 
         ZC3H15   192    2.65       66.24         29.75    11.76    0.28       0.11    0.016  0.041 
        TMEM213   193    0.00        6.75          0.23     0.53   10.39     117.67    0.000  0.000 
         ERICH1   193    0.70        9.56          3.97     1.60    0.71       0.28    0.005  0.041 
           ARTN   193    0.05        2.92          0.91     0.56    1.12       1.19    0.000  0.000 
           ART1   193    0.00        0.41          0.01     0.03    8.52      89.94    0.000  0.000 
           HRH3   193    0.00        0.50          0.02     0.07    4.76      26.56    0.000  0.000 
           ART3   193    0.00       26.60          1.60     3.39    4.61      24.39    0.000  0.000 
           ART5   193    0.00        3.77          0.22     0.42    5.39      36.62    0.000  0.000 
           ART4   193    0.00        1.97          0.08     0.24    5.92      38.01    0.000  0.000 
          IL5RA   193    0.00        0.51          0.05     0.08    2.98      12.84    0.000  0.000 
         RNF111   193    0.47        6.57          3.19     1.08    0.44       0.93    0.026  0.036 
          TCEA2   193    0.00       31.80          2.51     3.04    5.68      45.94    0.000  0.000 
          TCEA3   193    0.59      165.84         58.95    35.92    0.84       0.25    0.000  0.047 
          TCEA1   193    3.07      132.39         39.80    21.79    1.12       1.95    0.000  0.041 
         COX4I2   193    0.21        7.57          1.17     0.71    4.63      35.20    0.000  0.000 
         COX4I1   193  127.85      737.29        313.04   123.84    1.15       1.20    0.000  0.057 
           BFAR   193    7.15       42.94         22.38     6.82    0.32       0.12    0.016  0.041 
         ZC3H18   193    2.40       46.57         21.48     6.80    0.37       0.73    0.016  0.031 
        TMEM212   193    0.10       51.43          2.30     3.74   11.86     153.23    0.000  0.000 
         TCEB3B   193    0.00        0.19          0.00     0.02    7.26      63.06    0.000  0.000 
          SIPA1   192    0.36       20.96          8.13     3.66    1.14       1.81    0.005  0.041 
          CRTAM   193    0.00        1.96          0.29     0.30    2.83       9.07    0.000  0.000 
            EDA   191    0.06       26.77          3.84     5.00    2.11       4.41    0.000  0.073 
          OR6P1   193    0.00        0.05          0.00     0.01    7.89      60.54    0.000  0.000 
        CCDC116   193    0.00        0.75          0.07     0.08    4.26      28.86    0.000  0.000 
         CADPS2   192    0.07       10.16          3.54     1.99    0.70       0.40    0.000  0.052 
        CCDC114   193    0.00        5.84          0.27     0.46    9.49     109.20    0.000  0.000 
        CCDC115   192    4.64       39.30         17.87     5.63    1.06       1.40    0.005  0.062 
        CCDC112   193    0.13        7.43          2.55     1.49    0.85       0.61    0.000  0.000 
        CCDC113   193    0.18        8.12          1.87     1.16    2.05       7.46    0.000  0.000 
        CCDC110   193    0.00        2.69          0.21     0.33    4.15      23.71    0.000  0.000 
           LEO1   193    1.66       19.91          8.33     3.37    0.59       0.85    0.000  0.031 
         ATP1A4   193    0.00        0.89          0.06     0.08    6.40      54.51    0.000  0.000 
         ATP1A3   193    0.03       18.63          0.78     1.74    7.27      63.57    0.000  0.000 
         ATP1A2   193    0.00        6.54          0.31     0.63    6.87      56.42    0.000  0.000 
         ATP1A1   193   87.78      806.10        325.73   142.57    0.95       0.81    0.000  0.041 
          MGRN1   193    1.36       88.56         21.35    11.69    2.49       9.01    0.000  0.047 
           TCP1   193   23.90      206.49         93.03    35.60    0.86       0.80    0.000  0.047 
          CRTAP   192    4.66       41.81         18.72     6.16    0.82       1.28    0.010  0.041 
           CBLC   193    0.15      104.41         33.35    16.33    1.05       1.81    0.005  0.041 
          SPHK1   191    0.21       44.62          5.73     6.15    3.21      14.42    0.000  0.041 
            DPT   193    0.00       28.03          2.71     3.39    3.43      17.81    0.000  0.000 
         CUEDC1   193    0.54       20.08          5.67     2.75    1.77       6.27    0.000  0.031 
         CUEDC2   192   18.46       66.34         37.21     9.28    0.45       0.41    0.005  0.047 
           CBLB   193    0.64       10.14          4.34     1.63    0.55       0.84    0.016  0.041 
          CPEB4   193    0.08        5.52          1.82     0.99    0.98       1.53    0.000  0.000 
          CPEB1   193    0.00       10.48          0.13     0.75   13.53     183.37    0.000  0.000 
          ZNF45   193    0.27        4.96          1.84     0.78    0.76       0.97    0.000  0.000 
          CPEB3   193    0.05        1.15          0.41     0.18    0.85       1.42    0.000  0.000 
          CPEB2   193    0.08        4.89          1.63     0.82    0.51       0.33    0.000  0.000 
         BEGAIN   193    0.01        6.47          0.42     0.66    5.54      39.91    0.000  0.000 
         RBMXL3   193    0.00        0.44          0.00     0.03   13.56     183.87    0.000  0.000 
          OSGEP   191    6.13       31.58         15.06     5.07    0.58       0.22    0.000  0.047 
           ABAT   192    0.25       14.41          3.63     3.16    1.35       1.37    0.000  0.057 
        ZNF780A   193    0.32        4.36          1.93     0.75    0.57       0.52    0.000  0.000 
        ZNF780B   193    0.27        2.62          1.04     0.49    0.78       0.28    0.000  0.000 
           TLN2   192    0.48       11.22          3.91     2.02    0.92       0.71    0.000  0.057 
        TSNARE1   192    0.34       18.10          6.92     3.71    0.98       0.59    0.000  0.073 
           FRG1   193    1.59       48.74         15.15     7.17    0.76       2.61    0.000  0.016 
           FRG2   193    0.00        0.27          0.01     0.03    6.19      55.84    0.000  0.000 
         RHEBL1   193    0.15        6.24          1.46     0.91    1.76       4.48    0.000  0.000 
          ZNF41   193    0.27        5.78          2.09     0.86    0.75       1.43    0.000  0.000 
          IFT80   193    0.12        9.37          2.43     1.31    1.15       3.37    0.000  0.000 
          IFT81   193    0.21        6.64          1.90     1.01    1.22       2.87    0.000  0.000 
          NUP98   193    6.52       44.37         21.37     6.10    0.26       0.56    0.021  0.021 
          IFT88   193    0.70       13.36          4.19     2.27    1.05       1.53    0.000  0.036 
         IL10RA   193    0.02        7.92          2.69     1.77    1.06       0.57    0.000  0.000 
        POU5F1B   193    0.00       10.51          2.38     2.16    1.27       1.42    0.000  0.000 
            SP1   191    1.91       17.24          9.81     3.07   -0.20      -0.07    0.036  0.036 
        SLC27A4   192    2.75       56.00         23.93     9.70    0.79       0.62    0.005  0.052 
            SP2   193    1.72       14.95          6.59     2.27    0.83       1.41    0.010  0.052 
           PNOC   193    0.00        2.10          0.33     0.36    2.12       5.76    0.000  0.000 
           CNTF   193    0.00        0.34          0.09     0.06    0.99       1.48    0.000  0.000 
          MCM10   193    0.42        6.18          2.26     1.16    0.98       0.79    0.000  0.000 
          PDIA5   193    6.67       43.00         18.39     6.11    0.81       1.07    0.000  0.031 
            SP4   193    0.08        2.65          0.69     0.36    1.48       4.52    0.000  0.000 
        IGFBPL1   193    0.00        4.88          0.30     0.64    4.63      24.80    0.000  0.000 
            SP5   190    0.05       30.15          6.12     5.99    1.73       2.55    0.000  0.078 
          ATG4C   193    0.14       12.12          2.77     1.57    1.41       5.64    0.000  0.000 
          ATG4B   193    1.85       41.03         17.89     6.64    1.12       1.49    0.005  0.067 
          ATG4A   193    0.78       13.48          4.52     2.04    1.07       1.94    0.000  0.047 
        THUMPD2   192    0.79        7.39          3.50     1.31    0.23      -0.20    0.005  0.026 
          ATG4D   193    0.54       49.66         15.02     6.48    1.75       5.57    0.005  0.041 
         PHOX2A   193    0.00        0.33          0.03     0.05    3.58      17.32    0.000  0.000 
         PHOX2B   193    0.00        0.25          0.01     0.03    5.04      37.76    0.000  0.000 
          LRGUK   193    0.00        0.35          0.05     0.06    2.27       6.22    0.000  0.000 
           UPK2   193    0.00       15.00          0.57     2.03    5.12      28.27    0.000  0.000 
            CFH   192    0.89       24.26          7.85     4.48    0.89       0.96    0.000  0.041 
            CFI   191    0.68       30.65          5.77     5.80    2.37       5.71    0.000  0.083 
            PNP   193   21.77      181.05         74.84    27.24    0.81       1.42    0.000  0.036 
         ANKFY1   193    1.03       11.66          5.37     1.91    0.58       0.19    0.005  0.031 
            CFB   191    6.93      231.94         58.53    45.55    1.63       2.26    0.000  0.083 
          OR5P3   193    0.00        0.07          0.00     0.01    8.69      78.23    0.000  0.000 
          OR5P2   193    0.00        0.59          0.00     0.04   13.64     185.29    0.000  0.000 
          MLLT4   193    3.40       37.89         16.26     6.18    0.63       0.49    0.005  0.041 
         CREBBP   193    1.22       16.88          6.12     2.42    1.10       2.67    0.005  0.036 
            PNN   193    2.01       41.20         14.69     6.04    0.94       1.98    0.005  0.041 
        PHYHIPL   193    0.00       12.50          0.73     1.79    4.46      21.09    0.000  0.000 
       ATP6V0E1   192   43.84      269.80        132.73    39.95    0.86       1.22    0.005  0.057 
       ATP6V0E2   193    0.56       25.23          6.83     4.42    1.32       1.88    0.000  0.057 
         RNF128   192    0.03       61.56         18.19    11.32    1.28       2.05    0.000  0.062 
            CFP   193    0.03        2.76          0.70     0.49    1.70       3.41    0.000  0.000 
           AAAS   193    6.62       39.18         21.10     5.93    0.67       0.57    0.016  0.047 
           HAMP   193    0.00        8.24          0.78     1.02    3.32      16.39    0.000  0.000 
          LTBP1   191    1.40       16.41          6.51     3.19    0.79       0.39    0.000  0.067 
          SIDT1   189    0.13        8.98          3.04     1.86    0.89       0.44    0.000  0.062 
          SIDT2   193    2.11       34.34         11.20     4.82    1.67       4.48    0.000  0.041 
           SIX4   193    0.17       20.96          0.84     1.59   10.88     132.59    0.000  0.000 
           SIX6   193    0.00        0.32          0.01     0.04    5.65      33.34    0.000  0.000 
         PM20D1   193    0.01        6.96          0.35     0.84    5.47      33.20    0.000  0.000 
            MR1   193    0.30       12.11          3.77     2.35    0.94       0.77    0.000  0.036 
           SIX3   193    0.00        2.20          0.07     0.20    7.32      69.60    0.000  0.000 
          CNPY4   192    1.14        7.06          3.06     1.10    0.84       0.60    0.000  0.052 
          CNPY3   192    8.90       87.03         33.98    11.58    1.43       3.87    0.005  0.041 
          CNPY2   193   19.16       92.81         57.94    14.09    0.26      -0.17    0.010  0.041 
          CNPY1   193    0.00        0.12          0.01     0.02    3.11       9.96    0.000  0.000 
          NODAL   193    0.00        2.24          0.25     0.33    2.93      11.32    0.000  0.000 
          SYNJ1   193    0.08        1.86          0.82     0.35    0.15      -0.30    0.000  0.000 
          KNDC1   193    0.00        1.91          0.22     0.31    2.70       8.27    0.000  0.000 
         HMG20A   193    0.93       12.71          6.27     2.20    0.16       0.06    0.026  0.031 
         HMG20B   193    6.76      100.27         45.21    16.52    0.91       1.16    0.010  0.057 
       PHOSPHO2   193    0.04        8.16          2.21     1.36    1.23       2.65    0.000  0.000 
           TMIE   193    0.00        0.64          0.08     0.09    2.83      11.25    0.000  0.000 
          AAGAB   193    0.67       38.22         15.96     5.70    0.43       0.95    0.010  0.026 
       PHOSPHO1   193    0.00        3.03          0.25     0.32    4.86      33.30    0.000  0.000 
        ZCCHC13   193    0.00        0.44          0.00     0.03   13.15     175.43    0.000  0.000 
       SLC7A6OS   193    1.73        7.26          3.90     1.00    0.53       0.31    0.005  0.026 
          SCYL2   193    0.74       36.37         13.94     6.66    0.50       0.51    0.000  0.041 
          SYNJ2   191    1.62       15.56          6.78     2.59    0.57       0.25    0.000  0.057 
            MRO   193    0.07        2.55          0.27     0.19    8.64      98.36    0.000  0.000 
           TNP1   193    0.00        0.09          0.00     0.01   13.78     188.01    0.000  0.000 
         NLRP10   193    0.00        0.19          0.00     0.01   12.56     163.88    0.000  0.000 
           CHFR   193    0.29       13.40          4.95     2.86    0.48      -0.46    0.000  0.021 
          RTBDN   193    0.00        2.73          0.22     0.35    4.56      25.38    0.000  0.000 
          GPR75   193    0.00        0.78          0.21     0.14    1.03       1.38    0.000  0.000 
          SYPL2   193    0.00        0.42          0.10     0.07    1.55       2.75    0.000  0.000 
           RFX8   193    0.00        5.14          0.11     0.41   10.35     117.48    0.000  0.000 
         ZNF222   193    0.00        2.34          0.68     0.34    0.87       2.32    0.000  0.000 
           RFX4   193    0.00        0.24          0.02     0.03    3.61      18.80    0.000  0.000 
          OSCAR   193    0.12        8.53          1.46     1.30    2.29       6.91    0.000  0.000 
          AVPR2   193    0.00        8.49          0.35     0.97    5.93      38.67    0.000  0.000 
           RFX7   193    0.34        6.32          3.21     1.43    0.17      -0.70    0.010  0.026 
          NRXN3   193    0.01        8.37          0.68     1.04    3.80      19.08    0.000  0.000 
          NRXN2   193    0.00       29.17          0.78     2.22   11.07     136.85    0.000  0.000 
          NRXN1   193    0.00        0.41          0.03     0.05    4.19      23.21    0.000  0.000 
           RFX3   193    0.00        2.05          0.71     0.38    1.08       1.42    0.000  0.000 
          RFPL2   193    0.00        4.66          0.07     0.37   10.49     121.31    0.000  0.000 
         VPS37D   193    0.00        9.51          1.12     1.39    3.13      12.57    0.000  0.000 
         NLRP13   193    0.00        0.06          0.00     0.01    6.91      59.63    0.000  0.000 
            APC   193    0.04        3.38          1.14     0.59    0.36       0.35    0.000  0.000 
       TMEM179B   193   10.79       99.71         44.85    15.74    0.77       0.77    0.005  0.041 
          ABCE1   192    1.48       45.72         17.28     8.90    0.51       0.20    0.000  0.041 
         UQCRC2   193   46.09      379.24        143.97    51.26    1.27       3.06    0.000  0.031 
        XPNPEP1   193    7.32       70.25         28.87     9.72    0.99       2.27    0.010  0.041 
        XPNPEP2   192    0.02       33.75          4.25     5.82    2.24       5.72    0.000  0.067 
          TIGD4   193    0.00        1.14          0.26     0.20    1.28       1.93    0.000  0.000 
         ZNHIT3   192    9.60       57.79         26.53     8.10    0.86       1.31    0.010  0.047 
           GGCX   193    2.26       12.71          5.69     1.88    1.39       2.42    0.000  0.057 
          PAPLN   193    0.26        5.58          1.18     0.73    2.02       6.86    0.000  0.000 
           ADNP   193    4.69       39.99         18.46     7.47    0.59      -0.19    0.000  0.036 
          TMEM5   193    2.21       19.66          8.50     3.17    0.60       0.28    0.000  0.041 
        TMEM218   192    1.13       11.82          5.05     1.85    0.72       1.04    0.010  0.036 
         STXBP6   193    0.24       31.21          9.13     5.39    1.14       1.78    0.000  0.047 
        KHDRBS1   193   14.05       92.23         54.66    16.14   -0.02      -0.38    0.016  0.021 
        KHDRBS3   193    0.23       18.36          5.72     4.06    0.71      -0.12    0.000  0.047 
           GGCT   193   11.82      128.98         52.68    24.97    0.66       0.33    0.000  0.047 
