         symbol  pts     min         max           mean    stdev   skew         kurt      left  right 
         RNF115   416    0.79       31.21         10.18     4.86    1.30       2.33    0.000  0.053 
         RNF112   416    0.00        1.10          0.17     0.19    2.56       7.83    0.000  0.000 
         ZC3H14   416    0.86       31.72         12.13     3.67    0.60       2.10    0.019  0.022 
            SPN   416    0.18       22.24          1.19     1.50    8.86     106.81    0.000  0.000 
        HMGCLL1   416    0.00        2.50          0.09     0.25    6.58      52.01    0.000  0.000 
         LRRTM1   413    0.00       88.96          9.18    14.47    2.74       8.66    0.000  0.062 
          GRIN1   416    0.00        3.79          0.34     0.47    3.20      15.56    0.000  0.000 
           DHX8   416    0.38       22.43          9.48     3.86    0.65       0.27    0.002  0.048 
           DHX9   416    1.41      110.43         40.61    16.73    0.65       0.73    0.005  0.029 
          TCOF1   416    0.44       34.82         12.16     5.15    1.22       1.78    0.002  0.053 
         LRRTM3   416    0.00        1.42          0.02     0.11   11.56     142.50    0.000  0.000 
            XPC   415    0.32       18.24          8.20     2.98    0.59       0.27    0.005  0.046 
        SLC12A2   414    0.10       28.65          4.88     4.24    2.31       7.00    0.000  0.050 
          GRINA   415    3.16      550.21        162.75    81.12    1.52       3.58    0.000  0.043 
         LRRTM2   416    0.00        6.53          0.09     0.36   15.09     249.97    0.000  0.000 
          NUP93   416    0.56       51.51         17.80     7.52    1.08       2.66    0.005  0.029 
           HAP1   416    0.00        3.73          0.22     0.36    5.37      38.81    0.000  0.000 
          CAMKV   416    0.00        7.15          0.18     0.69    7.19      58.52    0.000  0.000 
          SPPL3   416    0.34       33.53         14.45     4.64    0.84       1.72    0.005  0.038 
         GOLIM4   414    0.21       69.04         14.50    12.65    1.68       3.25    0.000  0.055 
         ZNF646   414    0.04        9.78          3.03     1.32    1.38       3.60    0.002  0.041 
           OPA3   416    0.85        9.95          4.25     1.32    0.87       1.71    0.002  0.038 
           OPA1   415    0.43       21.39          6.13     2.99    1.09       2.23    0.000  0.036 
          TRAF5   416    0.15       31.04          5.57     4.61    2.03       5.11    0.000  0.055 
           RHEB   415    2.85      122.66         31.58    16.97    2.06       6.79    0.000  0.048 
         RAB40C   416    0.79       46.36         14.84     5.35    1.33       4.70    0.007  0.029 
         RAB40B   414    1.05       21.93          8.44     3.79    0.92       0.97    0.000  0.048 
         RAB40A   416    0.00        1.38          0.33     0.26    1.23       1.59    0.000  0.000 
          TM2D3   415    0.65       53.31         22.05     7.31    0.58       1.18    0.007  0.029 
         COL7A1   416    0.07       20.12          2.44     2.43    3.22      15.41    0.000  0.000 
           MDP1   416    0.57        8.56          2.94     1.01    1.12       3.11    0.000  0.000 
          GTSE1   416    0.31       57.04         11.21     7.83    1.68       4.81    0.000  0.046 
        FAM183A   416    0.00      196.58         18.26    32.40    2.85       9.58    0.000  0.053 
         ARFRP1   415    0.88       27.88         10.83     4.21    1.59       3.52    0.002  0.046 
          OVCH1   416    0.00        0.22          0.02     0.03    4.10      19.57    0.000  0.000 
        FAM183B   416    0.00        0.27          0.02     0.04    3.06      11.78    0.000  0.000 
           PSAP   415   15.80     1280.64        478.44   217.99    1.01       1.25    0.002  0.055 
         SPPL2A   416    0.51       31.06         10.04     4.87    0.98       1.73    0.000  0.034 
        SLC46A1   416    0.03        9.14          2.53     1.31    1.50       3.50    0.000  0.000 
         TGFBR2   416    0.47       28.66          7.53     4.79    1.40       2.37    0.000  0.053 
          ITGA8   416    0.00        3.64          0.17     0.28    6.51      64.73    0.000  0.000 
          ITGA9   416    0.04       38.44          2.13     3.53    6.28      52.08    0.000  0.000 
          STK40   416    1.36       46.99         13.54     6.24    1.38       3.66    0.000  0.046 
          MYO3B   416    0.04       27.35          0.96     1.73    9.50     131.20    0.000  0.000 
         ATP2A1   416    0.02        2.91          0.47     0.34    2.74      12.89    0.000  0.000 
         ATP2A2   416    1.10      107.30         42.21    18.24    0.76       0.73    0.002  0.034 
         ATP2A3   415    0.20      109.31          9.36    14.74    3.46      13.62    0.000  0.062 
          ITGA1   416    0.36       38.24          3.87     4.30    4.29      23.84    0.000  0.034 
          ITGA2   416    0.05       15.81          1.46     1.58    3.29      19.09    0.000  0.000 
          ITGA3   413    1.09      114.66         21.07    18.08    2.20       6.38    0.000  0.058 
          ITGA4   416    0.08       31.66          2.38     3.01    5.12      35.66    0.000  0.000 
          ITGA5   415    1.15      127.65         34.11    20.94    1.83       4.05    0.000  0.058 
          ITGA6   416    0.36       88.21         16.41    10.66    2.01       7.86    0.000  0.031 
          ITGA7   416    0.03       82.69          2.86     6.32   10.18     121.88    0.000  0.000 
           TRHR   416    0.00        0.21          0.00     0.02    9.59     109.13    0.000  0.000 
        DENND4A   416    0.18        4.34          1.35     0.73    1.18       1.84    0.000  0.000 
        DENND4B   416    0.34       19.02          7.42     3.19    0.89       0.82    0.002  0.053 
        DENND4C   416    0.51        8.19          3.36     1.51    0.48      -0.05    0.000  0.043 
         SWAP70   414    1.46       21.40          7.54     3.53    0.74       0.78    0.000  0.038 
         PHLDA3   416    1.72      226.28         43.59    31.03    2.35       9.00    0.000  0.038 
         PHLDA2   416    0.65      172.29         14.40    19.02    4.39      27.25    0.000  0.034 
          TACO1   416    0.83       28.56         11.39     4.07    1.05       2.18    0.002  0.043 
           PMM1   415    1.81       83.41         26.39    16.95    0.87       0.33    0.000  0.050 
          GAP43   416    0.00        5.20          0.15     0.48    7.12      57.01    0.000  0.000 
           NENF   416    2.45      277.84         67.26    42.73    1.81       3.98    0.000  0.048 
           SQLE   416    0.23       68.15         14.76    10.97    2.01       5.25    0.000  0.048 
         FBXL13   416    0.09        5.98          0.53     0.51    6.64      63.75    0.000  0.000 
         FBXL12   416    0.58       33.75          8.60     3.83    2.61      10.09    0.002  0.046 
         FBXL15   416    0.48       25.76          8.01     4.29    1.46       2.38    0.000  0.053 
        CYP27B1   416    0.00       24.99          1.02     1.53   10.61     149.59    0.000  0.000 
         FBXL17   416    0.42        8.18          2.87     1.39    0.73       0.49    0.000  0.000 
         FBXL16   416    0.00       61.75          2.20     4.36    8.06      93.48    0.000  0.000 
        FAM169A   416    0.02        7.11          1.11     0.92    2.59      11.37    0.000  0.000 
        FAM169B   416    0.00        5.68          0.04     0.29   18.36     355.63    0.000  0.000 
       RALGAPA2   416    0.23       18.05          2.36     2.01    2.33      10.45    0.000  0.000 
           GHDC   416    0.56       40.78         14.95     6.50    0.68       0.75    0.005  0.036 
           SDK2   416    0.07       29.99          2.15     3.43    3.93      20.12    0.000  0.000 
            GRP   416    0.00       18.95          1.31     2.33    3.74      17.34    0.000  0.000 
           TPRN   416    0.26       36.66         10.31     5.43    1.76       4.37    0.000  0.050 
          THSD4   416    0.11      104.99         13.67    19.69    2.13       4.46    0.000  0.067 
          THSD1   416    0.15        4.59          0.99     0.63    1.49       3.36    0.000  0.000 
          CHST9   416    0.00        4.51          0.20     0.50    5.00      29.49    0.000  0.000 
          CHST8   416    0.02       21.62          0.93     1.92    8.26      78.00    0.000  0.000 
         COL4A5   416    0.01       36.88          7.26     5.86    1.95       5.41    0.000  0.048 
         COL4A4   416    0.01       14.46          0.24     0.90   11.38     157.65    0.000  0.000 
         COL4A3   416    0.00        6.91          0.12     0.53    9.34      98.71    0.000  0.000 
         COL4A2   415    0.29      348.90         73.77    49.23    2.44       8.48    0.000  0.043 
         COL4A1   416    0.34      691.32         74.32    64.30    4.57      32.65    0.000  0.036 
        SLC35D2   416    1.37       45.20         12.38     6.45    1.71       4.28    0.000  0.050 
          CHST1   415    0.00       48.05          4.89     6.40    3.30      14.77    0.000  0.055 
         ZNF879   416    0.03        4.37          0.87     0.61    2.07       6.50    0.000  0.000 
          CHST3   416    0.18       18.90          4.23     3.11    1.61       3.19    0.000  0.053 
          CHST2   412    0.11       63.71          9.21    11.83    2.34       5.63    0.000  0.070 
          CHST5   416    0.07        8.09          0.84     0.85    4.13      26.13    0.000  0.000 
          CHST4   416    0.00       32.39          1.08     2.49    6.88      68.39    0.000  0.000 
          CHST7   416    0.02       14.43          1.41     1.49    4.87      31.78    0.000  0.000 
          CHST6   415    0.40       77.95         10.30    12.11    2.29       6.51    0.000  0.055 
          ITGAX   413    0.28       19.24          4.42     3.35    1.69       3.27    0.000  0.053 
         BCL2A1   416    0.03       46.97          2.20     3.10    8.27     105.83    0.000  0.000 
          GPSM2   415    0.32       21.13          5.30     3.03    1.70       4.64    0.000  0.050 
           HLCS   416    0.29       14.86          3.89     1.89    1.81       5.12    0.000  0.053 
            NOG   416    0.00       18.23          1.30     1.91    3.49      18.43    0.000  0.000 
           LIPG   415    0.05       35.66          3.31     4.90    3.27      12.52    0.000  0.048 
          ITGAV   415    0.38       38.73          6.97     5.29    2.55      10.26    0.000  0.046 
          HIBCH   416    0.90       43.06         11.27     6.03    1.24       2.96    0.000  0.024 
         ZNF703   416    0.11       43.95          8.82     7.73    1.73       3.56    0.000  0.058 
          ITGAL   415    0.17       26.35          3.26     3.35    2.83      11.47    0.000  0.046 
          ITGAM   416    0.11       59.15          2.88     4.34    7.65      82.50    0.000  0.000 
            HLF   416    0.00       31.37          0.57     2.22   12.90     175.06    0.000  0.000 
            NOV   414    0.03       38.93          5.55     6.40    2.58       8.01    0.000  0.060 
        FAM134C   415    1.03       39.94         18.22     5.33    0.29       1.07    0.017  0.024 
        FAM134B   416    0.02       12.97          2.33     2.13    2.17       5.68    0.000  0.000 
        FAM134A   416    0.57       54.82         21.09     7.18    0.87       2.32    0.014  0.041 
       SERPING1   414    2.96      510.06        128.29    90.83    1.24       1.75    0.000  0.048 
         ZNF700   416    0.53       12.06          3.78     1.88    1.33       2.75    0.000  0.043 
          SMAD9   416    0.00       16.94          1.45     2.03    3.27      14.39    0.000  0.000 
         TRERF1   416    0.05        4.25          1.04     0.69    1.37       2.37    0.000  0.000 
         LRPAP1   416    1.37      266.34         85.20    41.74    1.29       2.59    0.002  0.036 
          SMAD6   414    0.07       16.31          4.19     2.54    1.63       3.81    0.000  0.048 
          SMAD7   414    0.53       21.48          6.97     3.91    1.23       1.43    0.000  0.055 
        GOLPH3L   413    1.09       28.84         10.91     5.14    0.92       1.02    0.000  0.055 
          SMAD1   415    0.92       20.75          7.77     3.81    0.68       0.14    0.000  0.041 
          AFTPH   416    0.87       20.19          8.13     3.12    0.27       0.31    0.019  0.026 
          SMAD3   416    0.88       27.35          5.24     3.12    2.51      10.57    0.000  0.041 
            F12   416    0.09       41.41          4.31     6.03    3.47      14.96    0.000  0.048 
       AMMECR1L   415    0.54       11.96          4.98     1.66    1.04       2.21    0.007  0.031 
       IL1RAPL1   416    0.00        0.45          0.01     0.03    7.54      74.33    0.000  0.000 
      TMPRSS11B   416    0.00        1.57          0.03     0.13    8.32      80.06    0.000  0.000 
          IGF2R   414    0.24       46.03         13.13     7.26    1.35       2.39    0.000  0.055 
      TMPRSS11D   416    0.00        7.84          0.10     0.50   10.75     143.75    0.000  0.000 
            F10   416    0.02       26.20          1.61     2.72    4.79      29.65    0.000  0.000 
      TMPRSS11F   416    0.00        0.27          0.01     0.02    7.76      75.50    0.000  0.000 
            F11   416    0.00        1.08          0.02     0.07   10.60     134.51    0.000  0.000 
         ZC3H10   414    0.27        8.50          3.48     1.38    0.64       0.80    0.005  0.036 
        RAD21L1   416    0.00        0.11          0.00     0.01    5.34      34.21    0.000  0.000 
         ZNF556   416    0.24        6.85          1.53     0.79    1.91       7.28    0.000  0.000 
       IL1RAPL2   416    0.00        1.16          0.05     0.11    6.38      55.20    0.000  0.000 
        SLC36A3   416    0.11        2.49          0.49     0.26    2.18       9.93    0.000  0.000 
          CKS1B   415    2.46      221.70         53.06    35.49    1.40       2.72    0.000  0.041 
        SLC36A1   416    0.05       28.93          5.47     3.32    2.54      11.08    0.000  0.041 
           EXOG   416    0.13        5.43          1.64     0.75    1.43       3.86    0.000  0.000 
           ST13   415    8.97      129.47         57.95    23.09    0.30      -0.35    0.007  0.031 
           TMX2   414    1.36       71.61         30.69    11.63    0.51       0.52    0.010  0.041 
         ZC3H15   415    2.45       46.81         20.30     7.65    0.52       0.15    0.002  0.034 
        TMEM213   416    0.07       10.58          0.86     1.29    3.89      19.16    0.000  0.000 
         ERICH1   416    0.33       10.12          3.10     1.23    1.45       4.66    0.002  0.038 
           ARTN   416    0.00       12.33          2.54     1.79    1.67       4.25    0.000  0.000 
           ART1   416    0.00        0.36          0.02     0.04    4.72      30.47    0.000  0.000 
           HRH3   416    0.00        9.91          0.08     0.52   16.66     305.32    0.000  0.000 
           ART3   416    0.00       13.36          0.57     1.01    6.60      66.87    0.000  0.000 
           ART5   416    0.00        8.56          0.61     1.13    4.06      19.74    0.000  0.000 
           ART4   416    0.00        0.78          0.03     0.07    7.36      68.81    0.000  0.000 
          IL5RA   416    0.00       11.77          0.48     1.23    5.83      42.59    0.000  0.000 
         RNF111   416    0.44        8.99          2.94     1.36    0.86       0.79    0.000  0.000 
          TCEA2   415    0.90       87.60         18.67    11.47    2.44      10.21    0.000  0.043 
          TCEA3   416    0.15      177.50         28.12    30.90    2.00       4.59    0.000  0.058 
          TCEA1   414    4.90       93.24         33.66    15.61    0.91       1.44    0.000  0.048 
         COX4I2   416    0.29       65.23          2.27     6.06    8.24      72.25    0.000  0.000 
         COX4I1   416   13.70      580.43        230.14    89.75    0.69       0.76    0.002  0.036 
           BFAR   415    1.06       30.58         16.56     4.91    0.07      -0.22    0.012  0.036 
         ZC3H18   416    0.72       43.35         18.59     6.57    0.71       1.03    0.005  0.036 
        TMEM212   415    0.50       13.80          3.53     2.02    1.82       5.25    0.000  0.043 
         TCEB3B   416    0.00        0.35          0.02     0.04    5.13      30.82    0.000  0.000 
          SIPA1   416    0.85       50.26         16.79     7.46    0.96       1.44    0.002  0.055 
          CRTAM   416    0.00        4.99          0.35     0.48    5.46      37.70    0.000  0.000 
            EDA   416    0.07       35.93          7.64     6.03    1.72       4.03    0.000  0.048 
          OR6P1   416    0.00        0.04          0.00     0.00   10.38     108.07    0.000  0.000 
        CCDC116   416    0.00        0.80          0.12     0.11    2.45       8.90    0.000  0.000 
         CADPS2   414    0.07       10.89          3.55     2.30    0.58      -0.28    0.000  0.046 
        CCDC114   414    0.10       96.07          8.92    13.70    3.28      13.95    0.000  0.053 
        CCDC115   416    1.67       39.18         17.56     5.57    0.74       1.31    0.012  0.050 
        CCDC112   416    0.07        8.24          2.32     1.31    1.23       2.78    0.000  0.000 
        CCDC113   413    0.22       27.48          4.06     4.39    2.48       7.00    0.000  0.067 
        CCDC110   416    0.00        1.92          0.18     0.24    2.76      10.26    0.000  0.000 
           LEO1   415    1.59       22.53          8.27     3.33    0.85       1.45    0.002  0.029 
         ATP1A4   416    0.01       10.12          0.22     0.70   10.58     126.58    0.000  0.000 
         ATP1A3   416    0.00       13.28          0.32     1.03    8.17      79.03    0.000  0.000 
         ATP1A2   413    0.02      106.67          2.34     8.70    8.64      86.74    0.000  0.000 
         ATP1A1   415    1.96      602.13        167.79    91.22    1.65       3.95    0.000  0.043 
          MGRN1   415    0.95      180.63         29.32    21.11    3.64      16.17    0.000  0.055 
           TCP1   414    6.12      149.82         60.57    25.32    0.76       0.58    0.002  0.053 
          CRTAP   416    1.24       40.10         17.57     6.98    0.67       0.23    0.002  0.041 
           CBLC   416    0.00       62.14         15.68     9.57    1.42       3.51    0.000  0.038 
          SPHK1   412    0.24       20.29          2.99     2.91    2.64       9.42    0.000  0.000 
            DPT   416    0.00       47.03          1.00     3.13    9.61     120.17    0.000  0.000 
         CUEDC1   412    1.07       70.06         16.25    12.03    1.80       4.06    0.000  0.060 
         CUEDC2   416    2.94      153.36         57.49    23.18    1.02       1.94    0.002  0.038 
           CBLB   416    0.62       20.22          6.66     3.17    1.22       1.59    0.000  0.053 
          CPEB4   416    0.13       15.73          2.00     1.47    4.35      35.28    0.000  0.000 
          CPEB1   416    0.00        6.03          0.13     0.40   10.50     133.42    0.000  0.000 
          ZNF45   416    0.27        9.05          2.27     1.14    1.58       4.87    0.000  0.000 
          CPEB3   416    0.06        2.89          0.60     0.37    1.55       4.22    0.000  0.000 
          CPEB2   416    0.05        7.14          1.35     0.93    1.88       6.31    0.000  0.000 
         BEGAIN   416    0.00       22.83          0.40     1.47   10.72     141.93    0.000  0.000 
         RBMXL3   416    0.00        0.03          0.00     0.00    3.73      14.66    0.000  0.000 
          OSGEP   415    0.93       31.64         14.32     5.12    0.94       1.08    0.005  0.050 
           ABAT   416    0.06       15.57          1.51     1.50    4.59      36.22    0.000  0.000 
        ZNF780A   416    0.42       27.48          2.84     1.64    8.54     121.51    0.000  0.000 
        ZNF780B   416    0.16       11.89          1.23     0.83    6.14      68.30    0.000  0.000 
           TLN2   414    0.25       14.70          3.50     2.45    1.70       3.33    0.000  0.060 
        TSNARE1   415    0.11       20.29          6.27     3.15    1.50       3.15    0.000  0.043 
           FRG1   415    0.86       36.74         12.76     6.13    1.07       2.10    0.000  0.041 
           FRG2   416    0.00        3.56          0.09     0.35    6.57      47.35    0.000  0.000 
         RHEBL1   416    0.14        5.87          1.12     0.85    2.17       6.59    0.000  0.000 
          ZNF41   416    0.18        7.46          1.62     0.88    2.41      11.52    0.000  0.000 
          IFT80   415    0.62       13.48          4.52     2.27    1.01       1.51    0.000  0.050 
          IFT81   414    0.33       14.49          4.06     2.45    1.16       1.92    0.000  0.043 
          NUP98   416    0.99       39.15         18.80     6.47    0.41      -0.18    0.005  0.022 
          IFT88   412    0.27        9.12          3.44     1.69    0.72       0.44    0.000  0.050 
         IL10RA   416    0.11       51.71          2.38     3.26    9.15     126.46    0.000  0.000 
        POU5F1B   416    0.00       11.29          1.68     1.87    2.18       5.55    0.000  0.000 
            SP1   416    1.90       26.71         11.00     3.56    0.75       1.34    0.005  0.038 
        SLC27A4   416    0.35       45.06         18.61     7.32    0.76       0.91    0.005  0.046 
            SP2   415    0.54       15.99          6.38     2.89    0.55       0.14    0.002  0.041 
           PNOC   416    0.00       79.09          2.53     8.04    5.18      32.18    0.000  0.000 
           CNTF   416    0.00        1.27          0.09     0.12    5.81      48.73    0.000  0.000 
          MCM10   416    0.02       10.99          1.83     1.59    2.09       6.65    0.000  0.000 
          PDIA5   415    0.28       93.13         26.30    17.41    1.53       2.33    0.000  0.058 
            SP4   416    0.18        4.27          1.16     0.65    1.06       1.51    0.000  0.000 
        IGFBPL1   416    0.00       24.79          1.09     2.51    5.75      40.90    0.000  0.000 
            SP5   416    0.00      118.76          9.75    18.68    2.87       9.01    0.000  0.062 
          ATG4C   416    0.20        7.41          2.13     1.07    1.03       3.08    0.000  0.000 
          ATG4B   416    0.69       53.36         21.76     7.50    0.94       1.64    0.002  0.048 
          ATG4A   415    0.52       10.56          4.09     1.73    0.85       1.34    0.002  0.050 
        THUMPD2   416    0.22       11.53          3.64     1.56    0.88       1.52    0.002  0.038 
          ATG4D   414    1.16       48.40         15.22     6.32    1.46       3.50    0.002  0.043 
         PHOX2A   416    0.00       11.18          0.07     0.61   15.46     264.68    0.000  0.000 
         PHOX2B   416    0.00        2.76          0.02     0.19   14.19     200.59    0.000  0.000 
          LRGUK   416    0.00        8.61          0.80     0.94    3.78      23.20    0.000  0.000 
           UPK2   413    0.00       84.10          2.68     9.67    6.01      39.31    0.000  0.000 
            CFH   415    0.43      165.15         18.51    23.72    2.59       8.76    0.000  0.041 
            CFI   415    0.34      311.07         49.16    52.24    2.13       5.51    0.000  0.053 
            PNP   416    4.53      182.29         46.30    26.15    1.91       5.95    0.000  0.048 
         ANKFY1   413    0.80       14.10          6.37     2.67    0.74       0.09    0.002  0.060 
            CFB   416    0.33      826.13         90.84   110.25    2.99      12.51    0.000  0.050 
          OR5P3   416    0.00        0.14          0.00     0.01    5.95      45.17    0.000  0.000 
          OR5P2   416    0.00        0.06          0.00     0.01    8.45      77.11    0.000  0.000 
          MLLT4   416    1.22       62.92         21.38    10.04    1.12       1.96    0.002  0.046 
         CREBBP   416    0.34       28.00          8.08     3.92    1.36       2.41    0.000  0.053 
            PNN   415    1.18       51.06         19.18     7.09    0.89       1.88    0.002  0.038 
        PHYHIPL   416    0.00       36.32          2.68     4.31    3.43      16.29    0.000  0.000 
       ATP6V0E1   416    8.32      326.00        137.33    47.05    0.69       1.22    0.007  0.043 
       ATP6V0E2   414    0.25      119.25         26.99    19.68    1.70       3.88    0.000  0.048 
         RNF128   416    0.00       25.64          0.78     2.72    5.77      36.89    0.000  0.000 
            CFP   416    0.04       13.71          0.92     1.26    5.47      40.95    0.000  0.000 
           AAAS   414    0.55       46.55         23.38     6.31    0.57       0.98    0.007  0.043 
           HAMP   416    0.00       39.41          4.29     6.40    2.83       9.30    0.000  0.058 
          LTBP1   415    0.32       83.28         16.49    13.79    2.07       5.23    0.000  0.058 
          SIDT1   416    0.02       21.40          2.64     2.95    2.31       7.23    0.000  0.000 
          SIDT2   415    0.28       48.04         11.86     5.41    2.06       8.72    0.002  0.029 
           SIX4   415    0.57       18.05          5.53     2.76    1.05       1.76    0.000  0.041 
           SIX6   416    0.00        0.41          0.01     0.03    9.97     123.33    0.000  0.000 
         PM20D1   416    0.01       12.41          0.47     0.97    9.25      99.15    0.000  0.000 
            MR1   414    0.23       17.76          3.97     2.68    1.54       3.91    0.000  0.041 
           SIX3   416    0.00       71.48          1.30     5.65    7.91      74.72    0.000  0.000 
          CNPY4   414    0.29       25.29          9.66     4.37    0.85       0.53    0.002  0.053 
          CNPY3   415    1.55      175.11         64.97    24.88    1.16       2.15    0.002  0.048 
          CNPY2   415    2.08      196.10         79.81    25.63    0.92       1.63    0.005  0.050 
          CNPY1   416    0.00        4.27          0.05     0.30   10.18     118.36    0.000  0.000 
          NODAL   416    0.00       18.85          0.21     0.95   18.18     352.15    0.000  0.000 
          SYNJ1   416    0.07        3.40          0.77     0.40    1.49       4.98    0.000  0.000 
          KNDC1   416    0.00       17.89          0.67     1.78    6.09      44.99    0.000  0.000 
         HMG20A   416    0.66       17.88          6.27     2.40    1.08       2.72    0.002  0.038 
         HMG20B   416    3.69      206.27         74.24    33.61    0.99       1.34    0.002  0.048 
       PHOSPHO2   416    0.06        3.38          1.03     0.65    0.98       1.06    0.000  0.000 
           TMIE   416    0.00        3.17          0.32     0.40    2.69       9.86    0.000  0.000 
          AAGAB   416    1.43       31.15         13.32     5.18    0.72       0.64    0.002  0.038 
       PHOSPHO1   416    0.00        7.28          0.33     0.89    5.49      32.39    0.000  0.000 
        ZCCHC13   416    0.00        0.56          0.01     0.04    7.93      89.34    0.000  0.000 
       SLC7A6OS   416    0.36        8.65          2.39     1.13    1.45       3.93    0.000  0.000 
          SCYL2   416    1.29       31.29          9.83     5.79    0.89       0.57    0.000  0.038 
          SYNJ2   415    0.60       14.40          3.28     1.93    1.87       5.40    0.000  0.050 
            MRO   416    0.16        3.44          0.44     0.30    7.00      64.73    0.000  0.000 
           TNP1   416    0.00        1.57          0.02     0.09   12.76     203.81    0.000  0.000 
         NLRP10   416    0.00        0.16          0.01     0.01    5.12      39.45    0.000  0.000 
           CHFR   416    0.66       21.04          8.63     3.11    0.17       0.57    0.041  0.024 
          RTBDN   416    0.00       11.28          0.37     0.99    8.04      76.44    0.000  0.000 
          GPR75   416    0.00        1.12          0.22     0.17    1.99       6.38    0.000  0.000 
          SYPL2   416    0.00        4.21          0.30     0.50    4.82      28.24    0.000  0.000 
           RFX8   416    0.00        0.89          0.05     0.07    5.00      44.05    0.000  0.000 
         ZNF222   416    0.05        3.07          0.89     0.46    1.14       2.41    0.000  0.000 
           RFX4   416    0.00        3.27          0.04     0.21   11.54     151.74    0.000  0.000 
          OSCAR   416    0.08       31.49          1.13     1.79   12.22     197.00    0.000  0.000 
          AVPR2   416    0.00       36.98          0.69     2.85   10.40     124.67    0.000  0.000 
           RFX7   415    0.64       13.60          3.78     2.01    1.33       2.93    0.000  0.046 
          NRXN3   416    0.00       16.46          1.20     1.99    3.45      14.91    0.000  0.000 
          NRXN2   416    0.01       17.78          1.41     1.90    4.59      30.24    0.000  0.000 
          NRXN1   416    0.00        5.16          0.08     0.42    9.17      95.34    0.000  0.000 
           RFX3   416    0.14       11.40          2.00     1.70    2.25       7.31    0.000  0.000 
          RFPL2   416    0.00        2.21          0.10     0.19    6.92      62.52    0.000  0.000 
         VPS37D   416    0.15       23.37          6.04     3.36    1.29       3.10    0.000  0.036 
         NLRP13   416    0.00        0.22          0.01     0.02    4.59      29.18    0.000  0.000 
            APC   416    0.17        4.62          1.45     0.72    0.89       1.13    0.000  0.000 
       TMEM179B   414    1.24      127.68         47.54    13.99    0.89       4.23    0.017  0.024 
          ABCE1   415    0.79       24.53          9.23     4.53    0.52       0.09    0.000  0.043 
         UQCRC2   416    5.48      176.72         63.02    25.17    0.52       0.76    0.002  0.034 
        XPNPEP1   416    2.17       53.19         20.55     8.23    0.84       1.06    0.005  0.038 
        XPNPEP2   416    0.00        8.33          0.13     0.45   14.58     255.91    0.000  0.000 
          TIGD4   416    0.01        2.69          0.33     0.27    3.60      25.37    0.000  0.000 
         ZNHIT3   415    2.24       58.83         22.83     7.84    0.65       1.66    0.007  0.026 
           GGCX   416    0.49       22.98          8.05     3.36    1.11       1.76    0.005  0.048 
          PAPLN   416    0.22       28.74          2.65     3.05    3.38      16.92    0.000  0.000 
           ADNP   416    1.15       54.00         16.41     7.60    1.09       1.66    0.002  0.046 
          TMEM5   415    0.60       14.36          6.12     2.35    0.56       0.37    0.002  0.046 
        TMEM218   416    0.40       10.26          4.91     1.92    0.24      -0.22    0.022  0.034 
         STXBP6   415    0.07       81.23         26.48    16.83    0.61       0.16    0.000  0.048 
        KHDRBS1   416    5.48      142.10         60.42    21.63    0.39       0.26    0.005  0.036 
        KHDRBS3   416    0.04       34.00          5.26     5.65    2.44       7.89    0.000  0.038 
           GGCT   415    3.46      158.60         53.52    26.94    1.08       1.85    0.000  0.048 
