         symbol  pts     min         max           mean    stdev   skew         kurt      left  right 
       IL1RAPL1    17    0.00        0.12          0.03     0.03    1.64       2.17    0.000  0.000 
      TMPRSS11B    17    0.16        1.95          0.69     0.52    1.62       1.63    0.000  0.000 
          IGF2R    16    3.46       21.20         10.79     6.00    0.36      -1.24    0.000  0.059 
      TMPRSS11D    17    0.00        0.02          0.01     0.01    0.47      -0.29    0.000  0.000 
            F10    17    0.11       11.92          5.08     4.31    0.35      -1.42    0.000  0.000 
      TMPRSS11F    17    0.00        0.06          0.01     0.02    1.42       0.64    0.000  0.000 
            F11    17    0.00        0.45          0.11     0.12    1.66       2.27    0.000  0.000 
         ZC3H10    17    0.81        5.88          3.28     1.30    0.12      -0.18    0.000  0.059 
        RAD21L1    17    0.00        0.40          0.05     0.10    2.94       7.97    0.000  0.000 
         ZNF556    17    0.52        3.48          1.33     0.73    1.53       2.35    0.000  0.000 
       IL1RAPL2    17    0.00        0.27          0.05     0.07    2.33       4.67    0.000  0.000 
        SLC36A3    17    0.29        3.35          0.94     0.70    2.61       6.69    0.000  0.000 
          CKS1B    16    5.53       24.84         14.04     6.02    0.60      -0.72    0.000  0.059 
        SLC36A1    17    1.79       16.77          7.04     4.78    0.89      -0.33    0.000  0.118 
           EXOG    17    1.64        6.86          4.31     1.51    0.26      -0.64    0.000  0.000 
           ST13    16   30.54       87.42         60.30    17.74   -0.03      -0.96    0.000  0.059 
           TMX2    17   16.44       80.10         47.23    19.12   -0.08      -1.04    0.000  0.000 
         ZC3H15    17    8.67       27.93         18.64     5.97    0.10      -1.07    0.000  0.000 
        TMEM213    17    0.39        6.98          1.72     1.50    2.75       7.32    0.000  0.000 
         ERICH1    17    2.07        8.90          5.18     1.99    0.12      -0.94    0.000  0.000 
           ARTN    17    0.02        1.07          0.24     0.26    2.09       4.10    0.000  0.000 
           ART1    17    0.00        0.03          0.01     0.01    1.36       0.45    0.000  0.000 
           HRH3    17    0.00        0.03          0.01     0.01    0.56      -1.16    0.000  0.000 
           ART3    17    0.85        3.58          1.77     0.73    1.51       1.70    0.000  0.000 
           ART5    17    0.02        3.59          0.76     0.92    1.94       3.24    0.000  0.000 
           ART4    17    0.01        1.06          0.34     0.35    0.80      -0.87    0.000  0.000 
          IL5RA    17    0.00        0.71          0.16     0.18    1.85       3.18    0.000  0.000 
         RNF111    17    1.71        8.98          5.13     2.17    0.38      -0.96    0.000  0.000 
          TCEA2    17    4.50       27.94         15.26     7.11    0.05      -0.68    0.000  0.000 
          TCEA3    16    3.61      107.23         60.96    26.75   -0.48      -0.16    0.059  0.059 
          TCEA1    16   17.98       43.86         30.89     8.54   -0.06      -1.19    0.000  0.059 
         COX4I2    17    1.50        4.87          2.27     0.85    1.85       3.10    0.000  0.000 
         COX4I1    16   81.36      360.30        186.11    84.38    0.72      -0.64    0.000  0.118 
           BFAR    17   12.81       33.06         21.20     5.67    0.67      -0.28    0.000  0.059 
         ZC3H18    16    6.93       21.64         15.17     4.97   -0.08      -1.34    0.000  0.059 
        TMEM212    13    4.42       14.54          9.87     3.46   -0.39      -1.22    0.000  0.235 
         TCEB3B    17    0.00        0.03          0.01     0.01    0.91      -0.21    0.000  0.000 
          SIPA1    16    2.67       11.87          6.77     3.18    0.39      -1.32    0.000  0.059 
          CRTAM    17    0.45        7.03          1.35     1.56    3.11       8.78    0.000  0.000 
            EDA    15    1.26       11.21          5.43     3.09    0.52      -0.98    0.000  0.118 
          OR6P1    17    0.00        0.00          0.00     0.00    0.00      -3.00    0.000  0.000 
        CCDC116    17    0.02        0.14          0.05     0.03    1.32       0.83    0.000  0.000 
         CADPS2    17    1.34       18.55          6.12     4.03    1.79       3.52    0.000  0.059 
        CCDC114    17    0.13        2.63          1.04     0.82    0.71      -0.86    0.000  0.000 
        CCDC115    17    8.56       35.35         21.59     6.27    0.37       0.57    0.059  0.059 
        CCDC112    17    0.70        4.34          2.29     1.09    0.32      -0.96    0.000  0.000 
        CCDC113    15    0.78        5.39          2.94     1.31    0.21      -0.61    0.000  0.000 
        CCDC110    17    0.04        2.16          1.15     0.52    0.03      -0.09    0.000  0.000 
           LEO1    17    2.86        8.94          5.02     1.87    0.84      -0.54    0.000  0.059 
         ATP1A4    17    0.25        2.28          0.92     0.59    1.21       0.31    0.000  0.000 
         ATP1A3    17    0.01        0.94          0.18     0.27    1.98       2.57    0.000  0.000 
         ATP1A2    17    0.48        1.97          1.08     0.44    0.63      -0.68    0.000  0.000 
         ATP1A1    15   47.02      277.04        161.35    67.47    0.06      -0.83    0.000  0.118 
          MGRN1    16   12.08       29.86         22.59     5.62   -0.59      -0.90    0.000  0.059 
           TCP1    16   17.74       53.01         38.98    11.28   -0.60      -0.94    0.000  0.059 
          CRTAP    16   10.47       55.83         30.45    11.91    0.42      -0.14    0.000  0.118 
           CBLC    15    0.03        3.82          1.81     1.21   -0.04      -1.07    0.000  0.000 
          SPHK1    16    0.70       10.73          5.55     3.67    0.08      -1.51    0.000  0.059 
            DPT    17    0.00        0.42          0.12     0.14    1.10      -0.16    0.000  0.000 
         CUEDC1    15    2.56       12.00          7.39     3.27    0.27      -1.38    0.000  0.118 
         CUEDC2    17   13.94       90.17         52.39    19.38    0.09      -0.41    0.000  0.000 
           CBLB    17    2.99       13.47          6.15     3.28    1.13       0.05    0.000  0.059 
          CPEB4    16    1.90       10.42          6.19     2.70    0.32      -1.14    0.000  0.059 
          CPEB1    17    0.02        3.40          1.37     1.04    0.66      -0.34    0.000  0.000 
          ZNF45    17    0.82        5.62          2.54     1.47    0.64      -0.51    0.000  0.000 
          CPEB3    17    0.70        2.45          1.46     0.56    0.51      -0.89    0.000  0.000 
          CPEB2    16    0.83       10.59          6.69     2.82   -0.60      -0.54    0.059  0.059 
         BEGAIN    17    0.02        0.35          0.11     0.09    1.72       1.81    0.000  0.000 
         RBMXL3    17    0.00        0.01          0.00     0.00    0.93       0.73    0.000  0.000 
          OSGEP    17    2.45       18.08          9.57     4.05    0.34      -0.38    0.000  0.059 
           ABAT    17    1.10       42.21         11.20    11.00    1.67       2.05    0.000  0.059 
        ZNF780A    15    2.15        6.17          4.07     1.27   -0.19      -1.09    0.000  0.118 
        ZNF780B    17    0.91        5.15          2.90     1.16    0.37      -0.52    0.000  0.000 
           TLN2    16    1.47       10.05          5.45     2.55    0.39      -0.44    0.000  0.059 
        TSNARE1    17    1.59        6.52          4.32     1.56   -0.27      -1.14    0.000  0.000 
           FRG1    17   13.76       35.36         23.15     6.36    0.39      -0.87    0.000  0.000 
           FRG2    17    0.06        0.73          0.19     0.19    1.90       2.38    0.000  0.000 
         RHEBL1    17    0.03        1.92          0.48     0.43    2.30       5.86    0.000  0.000 
          ZNF41    17    1.15        5.02          2.77     1.18    0.36      -1.05    0.000  0.000 
          IFT80    15    5.76       15.94         10.33     3.05    0.43      -0.74    0.000  0.118 
          IFT81    17    3.25       13.59          8.18     3.13    0.22      -1.20    0.000  0.000 
          NUP98    17    5.98       27.85         14.65     6.67    0.47      -0.87    0.000  0.000 
          IFT88    16    3.08       11.59          8.07     2.33   -0.42      -0.41    0.059  0.059 
         IL10RA    16    0.10       13.11          4.49     4.17    0.85      -0.55    0.000  0.118 
        POU5F1B    17    0.43        2.98          1.20     0.68    1.32       1.10    0.000  0.000 
            SP1    15   10.65       28.81         19.78     6.01   -0.13      -1.33    0.000  0.118 
        SLC27A4    16    3.08       13.23          8.95     2.46   -0.61       0.49    0.059  0.059 
            SP2    17    2.32       10.09          5.43     2.43    0.58      -0.94    0.000  0.000 
           PNOC    17    0.00        0.68          0.13     0.16    2.65       6.69    0.000  0.000 
           CNTF    17    0.01        6.82          0.59     1.61    3.69      11.78    0.000  0.000 
          MCM10    17    0.05        1.34          0.33     0.38    2.04       2.75    0.000  0.000 
          PDIA5    13    3.25        7.61          5.68     1.53   -0.24      -1.33    0.000  0.235 
            SP4    17    0.54        3.50          1.54     0.72    1.06       1.21    0.000  0.000 
        IGFBPL1    17    0.00        0.46          0.10     0.15    1.73       1.55    0.000  0.000 
            SP5    17    0.00        0.54          0.13     0.16    1.27       0.64    0.000  0.000 
          ATG4C    17    1.32        6.88          3.52     1.65    0.38      -0.86    0.000  0.059 
          ATG4B    16    7.42       24.10         16.17     4.76    0.15      -0.91    0.000  0.059 
          ATG4A    16    1.56        7.94          4.72     1.88    0.23      -1.09    0.000  0.059 
        THUMPD2    17    1.26        6.41          3.52     1.32    0.41      -0.19    0.000  0.059 
          ATG4D    17    3.44       25.61         12.15     5.70    1.00       0.66    0.000  0.118 
         PHOX2A    17    0.00        0.08          0.01     0.02    2.82       7.44    0.000  0.000 
         PHOX2B    17    0.00        0.24          0.03     0.06    2.86       6.98    0.000  0.000 
          LRGUK    17    0.17        1.26          0.73     0.35    0.18      -1.14    0.000  0.000 
           UPK2    16    0.01        0.19          0.06     0.06    1.31       0.53    0.000  0.000 
            CFH    13    1.15       34.88         12.76    11.09    0.74      -0.63    0.000  0.235 
            CFI    17    3.38      127.76         70.37    37.64    0.00      -1.02    0.000  0.000 
            PNP    17   16.88       95.36         51.60    22.64    0.53      -0.58    0.000  0.000 
         ANKFY1    17    3.15       17.30         10.50     3.85    0.21      -0.38    0.000  0.000 
            CFB    13   10.32       78.05         44.15    21.30    0.21      -1.05    0.000  0.235 
          OR5P3    17    0.00        0.18          0.01     0.04    3.61      11.37    0.000  0.000 
          OR5P2    17    0.00        0.13          0.01     0.03    3.12       8.67    0.000  0.000 
          MLLT4    17   10.70       42.18         21.19     9.09    0.92      -0.01    0.000  0.059 
         CREBBP    15    3.47        9.59          6.20     2.20    0.39      -1.34    0.000  0.118 
            PNN    16    6.67       34.20         21.46     8.53   -0.06      -0.99    0.000  0.059 
        PHYHIPL    15    0.22       31.37         18.55     9.37   -0.61      -0.71    0.000  0.118 
       ATP6V0E1    17   76.16      458.05        148.35    96.58    2.16       4.30    0.000  0.059 
       ATP6V0E2    17    5.35       50.69         22.65    13.84    0.81      -0.47    0.000  0.059 
         RNF128    15    0.74       17.43         10.38     5.54   -0.09      -1.26    0.000  0.118 
            CFP    17    0.35        4.11          0.91     0.87    3.15       9.25    0.000  0.000 
           AAAS    17    8.09       27.24         19.49     4.95   -0.37      -0.01    0.059  0.000 
           HAMP    17    0.08       20.34          3.90     4.97    2.30       5.12    0.000  0.059 
          LTBP1    17    0.26       14.84          2.27     3.44    3.09       8.87    0.000  0.000 
          SIDT1    17    0.36        2.22          1.02     0.61    1.02      -0.25    0.000  0.000 
          SIDT2    15    5.37       12.43          8.87     2.41    0.01      -1.42    0.000  0.118 
           SIX4    17    0.63        5.61          2.54     1.34    0.85      -0.09    0.000  0.000 
           SIX6    17    0.00        0.05          0.01     0.01    3.12       9.06    0.000  0.000 
         PM20D1    17    0.02        6.90          0.71     1.63    3.49      10.75    0.000  0.000 
            MR1    15    2.30       13.33          7.77     3.89    0.12      -1.45    0.000  0.118 
           SIX3    17    0.00        1.05          0.18     0.31    1.89       2.36    0.000  0.000 
          CNPY4    17    3.12       14.49          7.79     3.04    0.47      -0.34    0.000  0.059 
          CNPY3    16   12.25       45.57         29.32    10.85    0.17      -1.17    0.000  0.059 
          CNPY2    17   22.88       61.72         43.06    11.62   -0.12      -1.02    0.000  0.000 
          CNPY1    17    0.00        0.52          0.06     0.14    2.64       6.09    0.000  0.000 
          NODAL    17    0.02        0.35          0.13     0.11    1.37       0.41    0.000  0.000 
          SYNJ1    17    0.82        4.96          2.25     1.08    0.79       0.32    0.000  0.000 
          KNDC1    17    0.02        5.16          1.66     1.53    0.65      -0.40    0.000  0.000 
         HMG20A    16    4.02       11.60          7.81     2.31   -0.02      -1.22    0.000  0.059 
         HMG20B    17   12.20       57.71         38.01     9.95   -0.54       1.30    0.059  0.000 
       PHOSPHO2    17    0.29        3.35          1.58     0.86    0.11      -0.81    0.000  0.000 
           TMIE    17    0.10        1.11          0.48     0.29    0.60      -0.56    0.000  0.000 
          AAGAB    17    6.97       20.80         13.21     4.53    0.20      -1.36    0.000  0.000 
       PHOSPHO1    17    0.00        0.52          0.22     0.15    0.30      -0.76    0.000  0.000 
        ZCCHC13    17    0.00        0.01          0.00     0.00    3.75      12.06    0.000  0.000 
       SLC7A6OS    16    1.53        5.82          3.40     1.27    0.16      -0.78    0.000  0.059 
          SCYL2    14    3.54       17.76         10.82     4.98    0.19      -1.53    0.000  0.176 
          SYNJ2    17    0.83       11.96          2.76     2.72    2.52       5.86    0.000  0.000 
            MRO    17    0.72        2.77          1.56     0.57    0.58      -0.41    0.000  0.000 
           TNP1    17    0.00        0.00          0.00     0.00    0.00      -3.00    0.000  0.000 
         NLRP10    17    0.00        0.07          0.01     0.02    3.27       9.69    0.000  0.000 
           CHFR    17    4.00       10.28          6.66     1.75    0.60      -0.50    0.000  0.059 
          RTBDN    17    0.21        1.23          0.57     0.25    1.21       1.24    0.000  0.000 
          GPR75    17    0.03        2.05          0.62     0.54    1.15       0.86    0.000  0.000 
          SYPL2    15    0.40       13.28          7.59     3.70   -0.45      -0.76    0.000  0.118 
           RFX8    17    0.00        0.20          0.05     0.04    2.16       5.09    0.000  0.000 
         ZNF222    17    0.36        3.14          1.24     0.64    1.48       2.78    0.000  0.000 
           RFX4    17    0.08        0.30          0.16     0.06    0.97      -0.06    0.000  0.000 
          OSCAR    17    0.14        4.90          2.23     1.73    0.51      -1.16    0.000  0.000 
          AVPR2    17    0.04        0.30          0.10     0.06    2.03       4.09    0.000  0.000 
           RFX7    15    1.82        8.02          4.47     2.06    0.44      -1.29    0.000  0.118 
          NRXN3    17    0.13       15.56          3.24     5.04    1.75       1.67    0.000  0.118 
          NRXN2    17    0.24        9.65          2.82     2.57    1.36       1.22    0.000  0.000 
          NRXN1    17    0.03        0.22          0.08     0.05    1.59       1.80    0.000  0.000 
           RFX3    17    0.19        3.65          0.91     0.90    1.79       2.93    0.000  0.000 
          RFPL2    17    0.01        0.24          0.08     0.07    0.98       0.10    0.000  0.000 
         VPS37D    16    0.71       14.79          6.58     4.20    0.73      -0.60    0.000  0.059 
         NLRP13    17    0.00        0.08          0.01     0.02    3.56      11.12    0.000  0.000 
            APC    17    1.05        7.39          2.63     1.73    1.35       1.31    0.000  0.000 
       TMEM179B    17   17.93       70.47         37.91    15.94    1.03      -0.26    0.000  0.059 
          ABCE1    16    4.76       13.51          8.55     2.83    0.22      -1.13    0.000  0.059 
         UQCRC2    17   45.96      249.55        123.68    53.05    1.09       0.59    0.000  0.059 
        XPNPEP1    16    8.35       23.85         18.76     4.06   -1.16       0.93    0.059  0.059 
        XPNPEP2    17    0.00        2.03          0.37     0.55    2.13       3.54    0.000  0.000 
          TIGD4    17    0.12        1.37          0.58     0.33    0.80      -0.12    0.000  0.000 
         ZNHIT3    16   17.60       52.37         28.95     9.92    1.23       0.57    0.000  0.118 
           GGCX    17    4.88       18.08          9.76     4.20    0.93      -0.32    0.000  0.000 
          PAPLN    16    1.53       67.45         32.67    21.18    0.27      -1.18    0.000  0.059 
           ADNP    17    8.34       28.94         17.27     7.08    0.45      -1.31    0.000  0.000 
          TMEM5    17    3.07       12.80          7.28     3.01    0.35      -1.05    0.000  0.000 
