         symbol  pts     min         max           mean    stdev   skew         kurt      left  right 
         BCL2A1    35    5.39       33.66         18.01     8.12    0.50      -0.90    0.000  0.054 
          GPSM2    36    2.85        5.68          4.01     0.72    0.47      -0.30    0.000  0.081 
           HLCS    37    1.74        3.79          3.07     0.52   -0.74       0.40    0.054  0.000 
            NOG    37    0.08        1.95          0.52     0.35    1.99       5.87    0.000  0.000 
           LIPG    37    0.25        3.07          1.05     0.65    1.35       1.54    0.000  0.000 
          ITGAV    37    8.38       20.56         12.57     2.96    0.88       0.48    0.000  0.081 
          HIBCH    37    5.74       13.24          9.19     1.50    0.39       0.42    0.027  0.027 
         ZNF703    37    0.45        4.88          1.70     1.01    1.62       2.68    0.000  0.000 
          ITGAL    37    7.00       38.73         17.15     6.65    0.90       1.40    0.000  0.027 
          ITGAM    36    5.84       37.41         20.02     9.53    0.39      -1.01    0.000  0.027 
            HLF    37    4.35       17.51          8.84     3.05    1.00       0.65    0.000  0.054 
            NOV    37    0.71       18.47          2.99     2.98    3.91      17.80    0.000  0.000 
        FAM134C    37    9.62       25.65         20.35     3.52   -1.42       2.33    0.054  0.000 
        FAM134B    37    3.34       16.87          9.00     3.03    0.41      -0.24    0.000  0.027 
        FAM134A    37   10.77       23.71         18.84     2.42   -0.90       2.03    0.027  0.027 
       SERPING1    37  140.89      485.64        319.56    79.59   -0.04      -0.38    0.027  0.027 
         ZNF700    37    1.70        5.46          3.39     0.97    0.31      -0.78    0.000  0.027 
          SMAD9    37    0.49        5.50          2.56     1.14    0.26      -0.27    0.000  0.000 
         TRERF1    37    0.58        2.57          1.26     0.55    0.71      -0.49    0.000  0.000 
         LRPAP1    37   63.80      109.51         83.65    14.18    0.49      -0.96    0.000  0.000 
          SMAD6    33    1.99       22.01         10.02     5.90    0.34      -1.10    0.000  0.135 
          SMAD7    37    8.98       39.29         20.08     7.62    0.66      -0.18    0.000  0.054 
        GOLPH3L    37    3.90       14.25          9.12     1.92   -0.06       0.85    0.027  0.027 
          SMAD1    34    3.52        7.48          5.60     0.99    0.21      -0.51    0.027  0.081 
          AFTPH    37    8.87       15.82         11.87     1.43    0.36       0.37    0.027  0.027 
          SMAD3    37    3.65       14.69          9.89     2.63   -0.35      -0.30    0.027  0.000 
            F12    37    0.11        1.37          0.30     0.22    3.48      14.20    0.000  0.000 
       AMMECR1L    37    2.81        8.52          5.10     1.00    0.67       2.29    0.027  0.027 
       IL1RAPL1    37    0.00        0.05          0.01     0.01    1.59       2.30    0.000  0.000 
      TMPRSS11B    37    0.12        0.55          0.31     0.10    0.30      -0.49    0.000  0.000 
          IGF2R    37    8.09       30.77         22.17     5.32   -0.94       1.09    0.081  0.000 
      TMPRSS11D    37    0.00        0.05          0.01     0.01    1.89       4.12    0.000  0.000 
            F10    37    1.68        8.96          4.53     1.95    0.57      -0.68    0.000  0.027 
      TMPRSS11F    37    0.00        0.03          0.00     0.01    3.69      14.53    0.000  0.000 
            F11    37    1.18        7.30          3.96     1.63    0.32      -0.70    0.000  0.027 
         ZC3H10    37    0.94        5.38          3.39     0.88   -0.19       0.62    0.027  0.027 
        RAD21L1    37    0.00        0.03          0.01     0.01    0.86      -0.46    0.000  0.000 
         ZNF556    37    0.12        0.53          0.38     0.10   -0.46      -0.24    0.000  0.000 
       IL1RAPL2    37    0.00        0.02          0.00     0.00    2.38       5.18    0.000  0.000 
        SLC36A3    37    0.21        0.61          0.40     0.11    0.12      -0.98    0.000  0.000 
          CKS1B    36   10.59       35.27         15.95     5.04    2.76       7.81    0.000  0.081 
        SLC36A1    35    1.81        9.74          5.58     1.95    0.29      -0.29    0.000  0.081 
           EXOG    37    1.13        2.78          1.89     0.38    0.23      -0.64    0.000  0.000 
           ST13    37   48.39       91.23         67.12     8.91    0.32       0.47    0.054  0.027 
           TMX2    36   28.43       52.56         37.21     4.87    1.33       2.26    0.000  0.081 
         ZC3H15    37   13.60       27.42         17.59     3.28    1.42       1.38    0.000  0.081 
        TMEM213    37    0.24       10.05          2.66     2.52    1.34       0.80    0.000  0.000 
         ERICH1    37    1.95        6.86          4.98     1.15   -0.56       0.07    0.027  0.000 
           ARTN    37    0.02        0.37          0.15     0.08    0.59      -0.05    0.000  0.000 
           ART1    37    0.00        0.35          0.12     0.10    0.74      -0.13    0.000  0.000 
           HRH3    37    0.00        0.09          0.00     0.02    4.85      24.24    0.000  0.000 
           ART3    37    0.47        1.96          0.98     0.36    0.85       0.53    0.000  0.000 
           ART5    37    0.11        0.87          0.45     0.18    0.29      -0.38    0.000  0.000 
           ART4    37    0.38        6.34          2.02     1.23    1.21       2.18    0.000  0.000 
          IL5RA    37    0.05        6.70          1.44     1.43    2.01       4.09    0.000  0.000 
         RNF111    37    3.02        6.24          4.63     0.81   -0.23      -0.35    0.000  0.000 
          TCEA2    37    4.06       11.83          7.46     1.68    0.39       0.22    0.027  0.054 
          TCEA3    37   30.26       77.11         47.78     8.96    0.68       1.73    0.000  0.027 
          TCEA1    37   27.77       56.90         39.05     6.86    0.82       0.42    0.000  0.054 
         COX4I2    35    3.50       24.61         13.28     5.33    0.11      -0.83    0.000  0.081 
         COX4I1    36   78.00      231.05        116.58    34.11    1.89       3.34    0.000  0.108 
           BFAR    37   17.00       37.16         24.52     4.96    0.77       0.08    0.000  0.054 
         ZC3H18    37    5.17       22.10         16.32     3.61   -1.19       1.51    0.054  0.000 
        TMEM212    37    2.29       13.92          7.38     2.91    0.11      -0.63    0.000  0.027 
         TCEB3B    37    0.00        0.01          0.00     0.00    1.67       1.16    0.000  0.000 
          SIPA1    37    5.79       19.18         11.29     3.32    0.52      -0.20    0.000  0.054 
          CRTAM    37    1.06        3.93          2.01     0.68    0.91       0.22    0.000  0.000 
            EDA    37    3.09       10.30          6.02     1.78    0.13      -0.41    0.000  0.027 
          OR6P1    37    0.00        0.00          0.00     0.00    0.00      -3.00    0.000  0.000 
        CCDC116    37    0.03        0.24          0.11     0.05    0.59       0.07    0.000  0.000 
         CADPS2    37    5.45       13.34          9.25     1.63   -0.03       0.49    0.027  0.027 
        CCDC114    36    0.28       24.76          5.53     6.24    1.64       1.85    0.000  0.108 
        CCDC115    36   14.33       33.48         24.76     3.68   -0.04       0.80    0.027  0.054 
        CCDC112    37    1.57        3.52          2.71     0.47   -0.43      -0.10    0.000  0.000 
        CCDC113    36    0.41       13.22          3.53     3.33    1.51       1.57    0.000  0.108 
        CCDC110    37    0.06        0.58          0.24     0.11    0.99       1.03    0.000  0.000 
           LEO1    37    3.42        6.96          5.61     0.88   -0.74      -0.21    0.054  0.000 
         ATP1A4    37    0.22        1.04          0.53     0.19    0.53      -0.19    0.000  0.000 
         ATP1A3    37    0.07        0.58          0.21     0.12    1.45       1.77    0.000  0.000 
         ATP1A2    35    0.90        5.74          2.86     1.16    0.49       0.05    0.000  0.000 
         ATP1A1    37  161.20      435.71        254.44    73.45    0.97       0.18    0.000  0.081 
          MGRN1    37    5.44       25.66         18.99     4.12   -1.60       2.73    0.054  0.000 
           TCP1    37   30.63       47.79         38.48     4.23    0.48      -0.16    0.000  0.054 
          CRTAP    37   20.63       41.19         27.07     4.89    0.97       0.72    0.000  0.054 
           CBLC    37    0.22        2.46          1.11     0.45    0.70       1.20    0.000  0.000 
          SPHK1    35    1.16        9.57          3.47     2.20    1.61       1.72    0.000  0.135 
            DPT    34    2.57       44.46         22.42    11.93    0.43      -1.00    0.000  0.081 
         CUEDC1    37    5.12       15.89          9.79     2.08    0.22       0.99    0.054  0.027 
         CUEDC2    37   27.10       47.89         35.34     5.33    0.69      -0.14    0.000  0.054 
           CBLB    36    1.76        5.86          4.00     0.96   -0.10      -0.49    0.027  0.027 
          CPEB4    37    3.74       13.98          8.25     2.43    0.25      -0.41    0.000  0.027 
          CPEB1    37    0.21        2.86          0.78     0.48    2.42       7.58    0.000  0.000 
          ZNF45    37    2.20        3.92          3.02     0.44    0.22      -0.59    0.000  0.027 
          CPEB3    37    0.58        2.14          1.38     0.38   -0.24      -0.58    0.000  0.000 
          CPEB2    37    2.94        7.88          4.84     1.32    0.36      -0.71    0.000  0.027 
         BEGAIN    37    0.06        0.68          0.30     0.14    0.31       0.19    0.000  0.000 
         RBMXL3    37    0.00        0.01          0.00     0.00    4.89      23.43    0.000  0.000 
          OSGEP    37    6.06       18.70         10.97     2.67    0.79       0.55    0.000  0.027 
           ABAT    37    0.80        5.78          2.57     1.10    0.90       0.60    0.000  0.000 
        ZNF780A    37    0.97        4.48          2.96     0.84   -0.26      -0.38    0.000  0.000 
        ZNF780B    37    0.73        2.13          1.33     0.38    0.10      -0.90    0.000  0.000 
           TLN2    37    0.44        2.82          1.43     0.56    0.48      -0.34    0.000  0.000 
        TSNARE1    37    1.62        7.26          4.82     1.20   -0.74       0.67    0.054  0.027 
           FRG1    37   15.48       36.27         22.68     4.70    1.15       0.95    0.000  0.081 
           FRG2    37    0.01        0.12          0.06     0.03    0.51      -0.67    0.000  0.000 
         RHEBL1    37    0.23        2.66          0.80     0.47    1.81       4.57    0.000  0.000 
          ZNF41    37    1.38        3.57          2.51     0.51    0.06      -0.23    0.000  0.000 
          IFT80    37    4.58       10.18          7.29     1.41   -0.05      -0.87    0.000  0.027 
          IFT81    36    2.11        8.05          4.26     1.46    0.87       0.07    0.000  0.081 
          NUP98    34   11.71       28.28         20.84     3.90   -0.13      -0.37    0.027  0.081 
          IFT88    37    2.90       10.17          5.34     1.70    1.09       0.49    0.000  0.027 
         IL10RA    37    5.34       23.23         12.51     4.71    0.61      -0.39    0.000  0.054 
        POU5F1B    37    0.08        0.52          0.29     0.11    0.08      -0.92    0.000  0.000 
            SP1    37    6.69       16.46         12.07     2.24   -0.56       0.34    0.054  0.000 
        SLC27A4    37    5.51       10.94          8.30     1.33    0.12      -0.65    0.027  0.000 
            SP2    37    2.94       11.28          8.15     1.72   -0.88       1.02    0.027  0.000 
           PNOC    37    0.07        1.41          0.36     0.33    1.78       2.80    0.000  0.000 
           CNTF    37    0.05        0.26          0.13     0.07    0.49      -1.14    0.000  0.000 
          MCM10    37    0.06        0.39          0.16     0.07    1.14       1.55    0.000  0.000 
          PDIA5    37    9.64       25.31         15.41     3.46    0.95       0.52    0.000  0.054 
            SP4    37    1.15        2.76          1.97     0.38    0.07      -0.62    0.000  0.000 
        IGFBPL1    37    0.13        1.05          0.35     0.16    2.36       8.63    0.000  0.000 
            SP5    37    0.11        0.98          0.44     0.24    0.57      -0.62    0.000  0.000 
          ATG4C    37    1.41        7.40          4.46     1.26   -0.10       0.09    0.054  0.027 
          ATG4B    37    6.66       14.93         10.65     1.95   -0.02      -0.34    0.027  0.027 
          ATG4A    37    5.13        9.38          6.71     0.89    0.42       0.68    0.000  0.027 
        THUMPD2    37    1.78        3.30          2.58     0.42   -0.15      -0.85    0.000  0.000 
          ATG4D    37    3.65        9.27          6.35     1.20    0.05      -0.07    0.027  0.027 
         PHOX2A    37    0.00        0.03          0.00     0.01    3.48      11.81    0.000  0.000 
         PHOX2B    37    0.00        0.01          0.00     0.00    4.70      21.44    0.000  0.000 
          LRGUK    37    0.00        2.05          0.48     0.48    1.35       1.39    0.000  0.000 
           UPK2    37    0.00        1.12          0.24     0.29    1.99       3.00    0.000  0.000 
            CFH    36   15.53       81.66         45.73    16.69    0.41      -0.37    0.000  0.081 
            CFI    34   14.64       45.00         27.12     7.32    0.84       0.44    0.000  0.162 
            PNP    30   15.45       34.11         23.15     5.79    0.27      -1.34    0.000  0.189 
         ANKFY1    37    5.69       15.74         10.12     2.27   -0.21       0.37    0.000  0.027 
            CFB    35   12.02       48.86         24.88     8.85    0.89       0.54    0.000  0.108 
          OR5P3    37    0.00        0.12          0.02     0.03    1.33       1.31    0.000  0.000 
          OR5P2    37    0.00        0.14          0.03     0.04    1.43       1.30    0.000  0.000 
          MLLT4    37    8.81       44.38         28.21     9.20   -0.37      -0.74    0.027  0.000 
         CREBBP    37    3.14       13.87          8.86     2.50   -0.51       0.26    0.081  0.027 
            PNN    37    5.49       21.29         14.01     3.80   -0.50      -0.23    0.027  0.000 
        PHYHIPL    37    0.20        1.54          0.78     0.35    0.12      -0.88    0.000  0.000 
       ATP6V0E1    37  106.58      306.29        171.63    47.51    1.41       1.51    0.000  0.081 
       ATP6V0E2    35    3.98       10.17          7.13     1.49   -0.34      -0.12    0.054  0.081 
         RNF128    37    6.56       21.66         12.96     3.75    0.48      -0.20    0.000  0.054 
            CFP    37    2.06        9.52          4.69     1.77    1.04       0.84    0.000  0.081 
           AAAS    37    7.29       15.03         10.95     1.71    0.36       0.06    0.027  0.054 
           HAMP    37    0.00       16.92          1.20     2.87    4.71      22.89    0.000  0.000 
          LTBP1    37    3.88       28.83         11.75     5.88    1.01       0.67    0.000  0.054 
          SIDT1    37    0.92        3.64          2.23     0.79    0.33      -1.09    0.000  0.000 
          SIDT2    36   18.82       51.18         32.85     7.82    0.23      -0.44    0.000  0.054 
           SIX4    37    0.62        5.13          1.92     1.09    1.16       0.87    0.000  0.000 
           SIX6    37    0.00        0.02          0.00     0.00    4.37      18.06    0.000  0.000 
         PM20D1    37    0.03        0.86          0.33     0.19    0.80       0.33    0.000  0.000 
            MR1    37    8.47       21.53         12.87     2.80    0.82       0.87    0.000  0.054 
           SIX3    37    0.00        0.87          0.09     0.14    4.67      23.20    0.000  0.000 
          CNPY4    37    3.29        8.22          5.43     1.25    0.24      -0.73    0.000  0.027 
          CNPY3    35   22.41       39.35         30.12     3.75    0.14       0.24    0.027  0.081 
          CNPY2    37   18.32       48.23         29.95     6.81    1.19       0.83    0.000  0.081 
          CNPY1    37    0.00        0.01          0.00     0.00    3.10       8.30    0.000  0.000 
          NODAL    37    0.02        0.33          0.14     0.08    0.31      -0.76    0.000  0.000 
          SYNJ1    37    1.08        3.45          2.37     0.61   -0.18      -0.47    0.000  0.000 
          KNDC1    37    0.82       11.34          4.31     2.63    1.00       0.16    0.000  0.027 
         HMG20A    37    5.18       11.07          8.11     1.35   -0.21      -0.23    0.027  0.027 
         HMG20B    37   19.01       35.50         26.20     3.89    0.39      -0.13    0.000  0.054 
       PHOSPHO2    37    0.90        3.03          1.54     0.50    1.22       1.17    0.000  0.000 
           TMIE    37    0.22        1.73          0.67     0.30    1.23       2.31    0.000  0.000 
          AAGAB    37    8.04       14.12         10.05     1.40    1.01       0.59    0.000  0.027 
       PHOSPHO1    37    0.08        3.40          0.73     0.67    2.34       6.24    0.000  0.000 
        ZCCHC13    37    0.00        0.02          0.00     0.00    5.83      32.03    0.000  0.000 
       SLC7A6OS    37    1.84        4.14          3.01     0.48    0.01       0.34    0.027  0.027 
          SCYL2    37   10.74       21.01         15.09     2.44    0.51      -0.14    0.000  0.054 
          SYNJ2    37    0.71        3.96          1.74     0.69    0.86       1.05    0.000  0.000 
            MRO    37    0.39        1.02          0.71     0.19   -0.09      -1.36    0.000  0.000 
           TNP1    37    0.00        0.07          0.00     0.01    5.83      32.03    0.000  0.000 
         NLRP10    37    0.00        0.04          0.00     0.01    2.48       7.03    0.000  0.000 
           CHFR    37    2.97        9.82          5.68     1.29    0.49       1.68    0.027  0.027 
          RTBDN    37    0.17        0.49          0.31     0.09    0.26      -0.81    0.000  0.000 
          GPR75    37    0.04        1.06          0.43     0.24    0.68       0.57    0.000  0.000 
          SYPL2    37    0.15        1.53          0.66     0.32    0.88       0.77    0.000  0.000 
           RFX8    37    0.00        0.23          0.06     0.04    1.89       5.05    0.000  0.000 
         ZNF222    37    0.75        2.47          1.45     0.40    0.55       0.07    0.000  0.000 
           RFX4    37    0.02        0.22          0.10     0.04    1.00       0.88    0.000  0.000 
          OSCAR    36    4.97       34.43         18.11     6.90    0.62      -0.04    0.000  0.108 
          AVPR2    37    0.34        2.66          1.29     0.58    0.42      -0.44    0.000  0.000 
           RFX7    37    2.20        6.56          4.46     1.17   -0.09      -0.68    0.000  0.000 
          NRXN3    37    0.67        4.49          2.12     0.87    0.48      -0.02    0.000  0.000 
          NRXN2    37    0.05        0.72          0.25     0.19    1.23       0.64    0.000  0.000 
          NRXN1    37    0.09        0.59          0.18     0.10    2.23       6.11    0.000  0.000 
           RFX3    37    0.38        4.48          1.42     0.98    1.43       1.65    0.000  0.000 
          RFPL2    37    0.00        0.12          0.04     0.03    0.94       0.61    0.000  0.000 
         VPS37D    37    0.18        1.34          0.63     0.28    0.46      -0.29    0.000  0.000 
         NLRP13    37    0.00        0.01          0.00     0.00    3.82      13.27    0.000  0.000 
            APC    37    1.38        5.30          3.48     0.92   -0.41       0.11    0.054  0.000 
       TMEM179B    37   26.44       74.21         40.18    10.46    1.81       2.95    0.000  0.081 
          ABCE1    37    7.21       17.11         10.00     2.26    1.38       1.71    0.000  0.054 
         UQCRC2    37   44.04       98.45         59.47    12.49    1.46       1.75    0.000  0.054 
        XPNPEP1    37    9.18       16.74         13.20     1.66   -0.21      -0.10    0.027  0.027 
        XPNPEP2    37    0.10        1.30          0.43     0.27    1.50       2.12    0.000  0.000 
          TIGD4    37    0.05        0.82          0.24     0.18    1.35       1.33    0.000  0.000 
         ZNHIT3    37   10.71       32.04         17.79     4.93    1.77       2.69    0.000  0.108 
           GGCX    37    7.54       18.53         10.73     2.18    1.69       3.94    0.000  0.054 
          PAPLN    37    1.18        5.06          2.99     0.94    0.13      -0.51    0.000  0.000 
           ADNP    37    8.04       18.60         13.15     2.41   -0.08      -0.25    0.027  0.027 
          TMEM5    37    4.04        7.85          5.40     0.90    0.57       0.24    0.000  0.027 
        TMEM218    37    3.84       11.95          7.00     1.85    1.17       1.01    0.000  0.108 
